Phi[deg],Theta[deg],dB(GainTotal)
150,50,1.1316
160,50,1.46462
170,50,1.64721
180,50,1.68832
190,50,1.58539
200,50,1.32442
210,50,0.888622
220,50,0.272237
230,50,-0.504555
240,50,-1.38141
250,50,-2.24238
260,50,-2.9049
270,50,-3.15777
280,50,-2.89393
290,50,-2.21446
300,50,-1.34026
310,50,-0.462734
320,50,0.307054
330,50,0.920937
340,50,1.36644
350,50,1.64664
360,50,1.76728
0,60,1.70709
10,60,1.65747
20,60,1.41717
30,60,0.959913
40,60,0.255842
50,60,-0.719359
60,60,-1.96242
70,60,-3.37802
80,60,-4.64795
90,60,-5.18483
100,60,-4.63668
110,60,-3.38673
120,60,-2.00217
130,60,-0.780596
140,60,0.181345
150,60,0.871872
160,60,1.31699
170,60,1.55918
180,60,1.63388
190,60,1.54735
200,60,1.27131
210,60,0.758539
220,60,-0.0313647
230,60,-1.10975
240,60,-2.44165
250,60,-3.90976
260,60,-5.21422
270,60,-5.79822
280,60,-5.26597
290,60,-3.95193
300,60,-2.45432
310,60,-1.11361
320,60,-0.0455445
330,60,0.737747
340,60,1.26602
350,60,1.57928
360,60,1.70709
0,70,1.65876
10,70,1.59876
20,70,1.33125
30,70,0.804198
40,70,-0.0406231
50,70,-1.26365
60,70,-2.93056
70,70,-5.07389
80,70,-7.44538
90,70,-8.7825
100,70,-7.66401
110,70,-5.35897
120,70,-3.1975
130,70,-1.47661
140,70,-0.201555
150,70,0.667699
160,70,1.19565
170,70,1.4686
180,70,1.56251
190,70,1.50004
200,70,1.23664
210,70,0.688427
220,70,-0.226193
230,70,-1.5647
240,70,-3.36304
250,70,-5.62209
260,70,-8.09949
270,70,-9.52428
280,70,-8.30221
290,70,-5.77902
300,70,-3.43416
310,70,-1.59591
320,70,-0.25712
330,70,0.653331
340,70,1.22347
350,70,1.53877
360,70,1.65876
0,80,1.59937
10,80,1.53074
20,80,1.24636
30,80,0.670815
40,80,-0.277269
50,80,-1.68494
60,80,-3.68745
70,80,-6.54874
80,80,-10.7096
90,80,-14.8134
100,80,-11.6234
110,80,-7.26463
120,80,-4.19385
130,80,-2.00835
140,80,-0.469779
150,80,0.536826
160,80,1.11671
170,80,1.39898
180,80,1.49874
190,80,1.45485
200,80,1.20905
210,80,0.64821
220,80,-0.340278
230,80,-1.85541
240,80,-4.02284
250,80,-7.08717
260,80,-11.5195
270,80,-15.8517
280,80,-11.9861
290,80,-7.34216
300,80,-4.13832
310,80,-1.90961
320,80,-0.38409
330,80,0.603905
340,80,1.18945
350,80,1.49297
360,80,1.59937
0,90,1.56787
10,90,1.49015
20,90,1.19183
30,90,0.588601
40,90,-0.408388
50,90,-1.88948
60,90,-4.00869
70,90,-7.15173
80,90,-12.5199
90,90,-28.0279
100,90,-14.7123
110,90,-8.26351
120,90,-4.66852
130,90,-2.25
140,90,-0.581719
150,90,0.494388
160,90,1.1045
170,90,1.39615
180,90,1.49886
190,90,1.45683
200,90,1.20841
210,90,0.634517
220,90,-0.384445
230,90,-1.96484
240,90,-4.28075
250,90,-7.72982
260,90,-13.6371
270,90,-31.9833
280,90,-14.0431
290,90,-7.92276
300,90,-4.38543
310,90,-2.02972
320,90,-0.443422
330,90,0.574122
340,90,1.16919
350,90,1.46952
360,90,1.56787
0,100,1.60404
10,100,1.51813
20,100,1.20823
30,100,0.602358
40,100,-0.373375
50,100,-1.78333
60,100,-3.72577
70,100,-6.42463
80,100,-10.2608
90,100,-14.184
100,100,-11.763
110,100,-7.49813
120,100,-4.36983
130,100,-2.11502
140,100,-0.515968
150,100,0.539445
160,100,1.15868
170,100,1.4688
180,100,1.57739
190,100,1.51873
200,100,1.24145
210,100,0.648664
220,100,-0.358688
230,100,-1.88007
240,100,-4.0546
250,100,-7.12713
260,100,-11.438
270,100,-14.9634
280,100,-11.4088
290,100,-7.15023
300,100,-4.09869
310,100,-1.93179
320,100,-0.420596
330,100,0.580131
340,100,1.18626
350,100,1.50161
360,100,1.60404
0,110,1.69195
10,110,1.60461
20,110,1.29613
30,110,0.72237
40,110,-0.158948
50,110,-1.37089
60,110,-2.93001
70,110,-4.84761
80,110,-6.95446
90,110,-8.32513
100,110,-7.61939
110,110,-5.53939
120,110,-3.39813
130,110,-1.62381
140,110,-0.278751
150,110,0.658654
160,110,1.24763
170,110,1.56627
180,110,1.67677
190,110,1.59436
200,110,1.28498
210,110,0.689564
220,110,-0.25186
230,110,-1.59428
240,110,-3.3872
250,110,-5.62539
260,110,-7.97812
270,110,-9.12754
280,110,-7.88921
290,110,-5.56695
300,110,-3.37809
310,110,-1.61698
320,110,-0.293439
330,110,0.639913
340,110,1.24313
350,110,1.57755
360,110,1.69195
0,120,1.78006
10,120,1.7015
20,120,1.41938
30,120,0.918663
40,120,0.18993
50,120,-0.755394
60,120,-1.88086
70,120,-3.10491
80,120,-4.21473
90,120,-4.78725
100,120,-4.46071
110,120,-3.40841
120,120,-2.10947
130,120,-0.894162
140,120,0.100883
150,120,0.842022
160,120,1.34287
170,120,1.63211
180,120,1.72908
190,120,1.63189
200,120,1.32122
210,120,0.772312
220,120,-0.0343848
230,120,-1.10474
240,120,-2.4116
250,120,-3.83761
260,120,-5.06357
270,120,-5.55469
280,120,-5.01614
290,120,-3.78975
300,120,-2.38731
310,120,-1.09962
320,120,-0.0372942
330,120,0.770822
340,120,1.33009
350,120,1.65977
360,120,1.78006
0,130,1.85161
10,130,1.78838
20,130,1.55756
30,130,1.16363
40,130,0.618842
50,130,-0.0478618
60,130,-0.784091
70,130,-1.50272
80,130,-2.06485
90,130,-2.29867
100,130,-2.10276
110,130,-1.54485
120,130,-0.808421
130,130,-0.0647438
140,130,0.584416
150,130,1.09663
160,130,1.46184
170,130,1.67957
180,130,1.74574
190,130,1.6505
200,130,1.38358
210,130,0.940623
220,130,0.328195
230,130,-0.429632
240,130,-1.27738
250,130,-2.10546
260,130,-2.73626
270,130,-2.97142
280,130,-2.7221
290,130,-2.08581
300,130,-1.25655
310,130,-0.403132
320,130,0.367635
330,130,0.997504
340,130,1.459
350,130,1.74332
360,130,1.85161
0,140,1.94943
10,140,1.90374
20,140,1.73892
30,140,1.46742
40,140,1.10923
50,140,0.695093
60,140,0.269467
70,140,-0.10815
80,140,-0.367754
90,140,-0.447492
100,140,-0.324385
110,140,-0.0319913
120,140,0.356526
130,140,0.764386
140,140,1.13583
150,140,1.43985
160,140,1.66152
170,140,1.79162
180,140,1.82093
190,140,1.74054
200,140,1.54574
210,140,1.24003
220,140,0.838031
230,140,0.368604
240,140,-0.121215
250,140,-0.563965
260,140,-0.878377
270,140,-0.992212
280,140,-0.87492
290,140,-0.554
300,140,-0.0987312
310,140,0.41095
320,140,0.90572
330,140,1.33391
340,140,1.66136
350,140,1.86898
360,140,1.94943
0,150,2.11858
10,150,2.09315
20,150,1.99786
30,150,1.84437
40,150,1.64963
50,150,1.43588
60,150,1.23017
70,150,1.06229
80,150,0.96004
90,150,0.941937
100,150,1.01035
110,150,1.14974
120,150,1.33221
130,150,1.52705
140,150,1.70863
150,150,1.85912
160,150,1.96711
170,150,2.02461
180,150,2.02527
190,150,1.96464
200,150,1.84189
210,150,1.66187
220,150,1.43654
230,150,1.18582
240,150,0.937245
250,150,0.7238
260,150,0.578868
270,150,0.528558
280,150,0.583899
290,150,0.737075
300,150,0.963962
310,150,1.23107
320,150,1.50304
330,150,1.74823
340,150,1.942
350,150,2.06808
360,150,2.11858
0,160,2.34437
10,160,2.33946
20,160,2.30385
30,160,2.24387
40,160,2.1684
50,160,2.08811
60,160,2.01442
70,160,1.95808
80,160,1.92748
90,160,1.92702
100,160,1.95609
110,160,2.00924
120,160,2.07761
130,160,2.15098
140,160,2.21961
150,160,2.27545
160,160,2.31236
170,160,2.32593
180,160,2.31337
190,160,2.27358
200,160,2.20764
210,160,2.1193
220,160,2.01529
230,160,1.90523
240,160,1.80089
250,160,1.71486
260,160,1.65866
270,160,1.64063
280,160,1.66415
290,160,1.72677
300,160,1.82063
310,160,1.93383
320,160,2.05252
330,160,2.16298
340,160,2.25349
350,160,2.3155
360,160,2.34437
0,170,2.55082
10,170,2.55665
20,170,2.55508
30,170,2.54755
40,170,2.53613
50,170,2.52326
60,170,2.51139
70,170,2.50271
80,170,2.49875
90,170,2.50026
100,170,2.50707
110,170,2.51814
120,170,2.5318
130,170,2.54593
140,170,2.55831
150,170,2.5669
160,170,2.56996
170,170,2.56629
180,170,2.55533
190,170,2.53717
200,170,2.51265
210,170,2.48336
220,170,2.45151
230,170,2.4198
240,170,2.3912
250,170,2.36853
260,170,2.35419
270,170,2.34977
280,170,2.35581
290,170,2.3717
300,170,2.39571
310,170,2.42526
320,170,2.45722
330,170,2.48837
340,170,2.51575
350,170,2.53704
360,170,2.55082
0,180,2.6416
10,180,2.6416
20,180,2.6416
30,180,2.6416
40,180,2.6416
50,180,2.6416
60,180,2.6416
70,180,2.6416
80,180,2.6416
90,180,2.6416
100,180,2.6416
110,180,2.6416
120,180,2.6416
130,180,2.6416
140,180,2.6416
150,180,2.6416
160,180,2.6416
170,180,2.6416
180,180,2.6416
190,180,2.6416
200,180,2.6416
210,180,2.6416
220,180,2.6416
230,180,2.6416
240,180,2.6416
250,180,2.6416
260,180,2.6416
270,180,2.6416
280,180,2.6416
290,180,2.6416
300,180,2.6416
310,180,2.6416
320,180,2.6416
330,180,2.6416
340,180,2.6416
350,180,2.6416
360,180,2.6416
