Phi[deg],Theta[deg],dB(GainTotal)
300,70,-3.44889
310,70,-1.83392
320,70,-0.551942
330,70,0.427791
340,70,1.11245
350,70,1.51841
360,70,1.67211
0,80,1.54893
10,80,1.48843
20,80,1.1637
30,80,0.506399
40,80,-0.554242
50,80,-2.09345
60,80,-4.23261
70,80,-7.2213
80,80,-11.3813
90,80,-14.2741
100,80,-10.6463
110,80,-6.71087
120,80,-3.92437
130,80,-1.9352
140,80,-0.512051
150,80,0.466321
160,80,1.08352
170,80,1.41467
180,80,1.51641
190,80,1.39959
200,80,1.02625
210,80,0.344291
220,80,-0.692564
230,80,-2.15565
240,80,-4.19335
250,80,-7.10347
260,80,-11.3734
270,80,-15.0698
280,80,-11.2033
290,80,-6.9958
300,80,-4.14821
310,80,-2.15665
320,80,-0.720677
330,80,0.301368
340,80,0.98369
350,80,1.38415
360,80,1.54893
0,90,1.46414
10,90,1.42702
20,90,1.12701
30,90,0.473363
40,90,-0.622269
50,90,-2.25143
60,90,-4.57555
70,90,-8.02782
80,90,-14.1489
90,90,-29.7635
100,90,-13.0955
110,90,-7.48527
120,90,-4.24744
130,90,-2.08808
140,90,-0.600674
150,90,0.394676
160,90,1.01107
170,90,1.33915
180,90,1.44377
190,90,1.33932
200,90,0.984768
210,90,0.315533
220,90,-0.735384
230,90,-2.2621
240,90,-4.44578
250,90,-7.71527
260,90,-13.465
270,90,-29.2845
280,90,-13.4697
290,90,-7.61875
300,90,-4.3231
310,90,-2.16385
320,90,-0.692951
330,90,0.294964
340,90,0.92736
350,90,1.29796
360,90,1.46414
0,100,1.4451
10,100,1.41857
20,100,1.14106
30,100,0.524647
40,100,-0.510173
50,100,-2.03393
60,100,-4.1476
70,100,-7.06554
80,100,-11.0766
90,100,-14.0148
100,100,-10.6069
110,100,-6.64144
120,100,-3.83178
130,100,-1.86104
140,100,-0.484481
150,100,0.444544
160,100,1.0282
170,100,1.34494
180,100,1.44808
190,100,1.34995
200,100,1.0156
210,100,0.381408
220,100,-0.625409
230,100,-2.08883
240,100,-4.13189
250,100,-6.98898
260,100,-11.0302
270,100,-14.5075
280,100,-11.1113
290,100,-6.89898
300,100,-3.9509
310,100,-1.91206
320,100,-0.52299
330,100,0.385229
340,100,0.951838
350,100,1.28625
360,100,1.4451
0,110,1.48127
10,110,1.4533
20,110,1.19884
30,110,0.651984
40,110,-0.24162
50,110,-1.51615
60,110,-3.18531
70,110,-5.21182
80,110,-7.27649
90,110,-8.21671
100,110,-7.0339
110,110,-4.88778
120,110,-2.9013
130,110,-1.34319
140,110,-0.196787
150,110,0.604986
160,110,1.12679
170,110,1.41887
180,110,1.51322
190,110,1.41605
200,110,1.10141
210,110,0.51778
220,110,-0.39344
230,110,-1.67861
240,110,-3.36181
250,110,-5.42247
260,110,-7.59548
270,110,-8.74445
280,110,-7.61888
290,110,-5.33665
300,110,-3.18043
310,110,-1.48804
320,110,-0.274544
330,110,0.531392
340,110,1.03647
350,110,1.33763
360,110,1.48127
0,120,1.55739
10,120,1.5268
20,120,1.30586
30,120,0.855546
40,120,0.147549
50,120,-0.823524
60,120,-2.02147
70,120,-3.32361
80,120,-4.42585
90,120,-4.82764
100,120,-4.2626
110,120,-3.08371
120,120,-1.79999
130,120,-0.680971
140,120,0.197812
150,120,0.841889
160,120,1.27734
170,120,1.52702
180,120,1.60384
190,120,1.507
200,120,1.21788
210,120,0.703453
220,120,-0.066751
230,120,-1.09581
240,120,-2.33701
250,120,-3.66456
260,120,-4.80152
270,120,-5.28124
280,120,-4.78674
290,120,-3.58629
300,120,-2.19467
310,120,-0.944182
320,120,0.0305961
330,120,0.715691
340,120,1.16229
350,120,1.43254
360,120,1.55739
0,130,1.68198
10,130,1.65618
20,130,1.48065
30,130,1.13823
40,130,0.620312
50,130,-0.0617624
60,130,-0.858384
70,130,-1.65652
80,130,-2.26449
90,130,-2.46601
100,130,-2.17537
110,130,-1.52453
120,130,-0.74003
130,130,0.0069431
140,130,0.634105
150,130,1.11688
160,130,1.45441
170,130,1.65018
180,130,1.70461
190,130,1.61245
200,130,1.36223
210,130,0.940796
220,130,0.345674
230,130,-0.397848
240,130,-1.22263
250,130,-2.01228
260,130,-2.60307
270,130,-2.82005
280,130,-2.57486
290,130,-1.94543
300,130,-1.12239
310,130,-0.293852
320,130,0.416997
330,130,0.960048
340,130,1.33832
350,130,1.57443
360,130,1.68198
0,140,1.85955
10,140,1.84428
20,140,1.71866
30,140,1.47946
40,140,1.13072
50,140,0.691265
60,140,0.204432
70,140,-0.254841
80,140,-0.587123
90,140,-0.702124
100,140,-0.568376
110,140,-0.23402
120,140,0.2063
130,140,0.661954
140,140,1.07223
150,140,1.40507
160,140,1.64547
170,140,1.78544
180,140,1.81895
190,140,1.74058
200,140,1.5467
210,140,1.23914
220,140,0.831411
230,140,0.355485
240,140,-0.134777
250,140,-0.567281
260,140,-0.864069
270,140,-0.961763
280,140,-0.835258
290,140,-0.511323
300,140,-0.0594055
310,140,0.435361
320,140,0.899689
330,140,1.28737
340,140,1.57881
350,140,1.76986
360,140,1.85955
0,150,2.04944
10,150,2.04354
20,150,1.9654
30,150,1.8179
40,150,1.61
50,150,1.35935
60,150,1.09466
70,150,0.855006
80,150,0.683382
90,150,0.614121
100,150,0.659645
110,150,0.805558
120,150,1.01801
130,150,1.25739
140,150,1.48913
150,150,1.68784
160,150,1.83631
170,150,1.92314
180,150,1.94113
190,150,1.88698
200,150,1.76209
210,150,1.57396
220,150,1.33783
230,150,1.07748
240,150,0.824257
250,150,0.613147
260,150,0.476498
270,150,0.436973
280,150,0.502015
290,150,0.66166
300,150,0.890814
310,150,1.15563
320,150,1.42167
330,150,1.66046
340,150,1.85211
350,150,1.98424
360,150,2.04944
0,160,2.18768
10,160,2.18664
20,160,2.14874
30,160,2.07724
40,160,1.97894
50,160,1.86431
60,160,1.74705
70,160,1.64269
80,160,1.56611
90,160,1.52837
100,160,1.53401
110,160,1.58003
120,160,1.65702
130,160,1.75173
140,160,1.84993
150,160,1.93859
160,160,2.007
170,160,2.04732
180,160,2.05477
190,160,2.02783
200,160,1.96848
210,160,1.88222
220,160,1.77803
230,160,1.66771
240,160,1.56472
250,160,1.48253
260,160,1.43254
270,160,1.42224
280,160,1.4539
290,160,1.5242
300,160,1.62485
310,160,1.74402
320,160,1.86836
330,160,1.98487
340,160,2.08229
350,160,2.15188
360,160,2.18768
0,170,2.2415
10,170,2.24227
20,170,2.23242
30,170,2.21314
40,170,2.18665
50,170,2.15596
60,170,2.12458
70,170,2.09607
80,170,2.0736
90,170,2.05948
100,170,2.0548
110,170,2.05933
120,170,2.07158
130,170,2.08906
140,170,2.1087
150,170,2.12728
160,170,2.14186
170,170,2.15012
180,170,2.15061
190,170,2.14288
200,170,2.12758
210,170,2.10635
220,170,2.08164
230,170,2.05651
240,170,2.0342
250,170,2.01777
260,170,2.00969
270,170,2.01152
280,170,2.02369
290,170,2.04545
300,170,2.0749
310,170,2.1093
320,170,2.14534
330,170,2.17956
340,170,2.20869
350,170,2.22998
360,170,2.2415
0,180,2.22013
10,180,2.22013
20,180,2.22013
30,180,2.22013
40,180,2.22013
50,180,2.22013
60,180,2.22013
70,180,2.22013
80,180,2.22013
90,180,2.22013
100,180,2.22013
110,180,2.22013
120,180,2.22013
130,180,2.22013
140,180,2.22013
150,180,2.22013
160,180,2.22013
170,180,2.22013
180,180,2.22013
190,180,2.22013
200,180,2.22013
210,180,2.22013
220,180,2.22013
230,180,2.22013
240,180,2.22013
250,180,2.22013
260,180,2.22013
270,180,2.22013
280,180,2.22013
290,180,2.22013
300,180,2.22013
310,180,2.22013
320,180,2.22013
330,180,2.22013
340,180,2.22013
350,180,2.22013
360,180,2.22013
