Phi[deg],Theta[deg],dB(GainTotal)
280,40,-0.7651
290,40,-0.457164
300,40,-0.0271718
310,40,0.444909
320,40,0.893887
330,40,1.27572
340,40,1.56493
350,40,1.74922
360,40,1.824
0,50,1.70897
10,50,1.65818
20,50,1.45281
30,50,1.0877
40,50,0.564609
50,50,-0.0957479
60,50,-0.840359
70,50,-1.56866
80,50,-2.12517
90,50,-2.33776
100,50,-2.12306
110,50,-1.55941
120,50,-0.822446
130,50,-0.0743413
140,50,0.582187
150,50,1.09721
160,50,1.45433
170,50,1.65363
180,50,1.69955
190,50,1.59441
200,50,1.33708
210,50,0.925275
220,50,0.361409
230,50,-0.336849
240,50,-1.12034
250,50,-1.8873
260,50,-2.47214
270,50,-2.68998
280,50,-2.4574
290,50,-1.86572
300,50,-1.09888
310,50,-0.317083
320,50,0.380809
330,50,0.944697
340,50,1.35485
350,50,1.60845
360,50,1.70897
0,60,1.60428
10,60,1.54259
20,60,1.28595
30,60,0.813604
40,60,0.107277
50,60,-0.833778
60,60,-1.97489
70,60,-3.20622
80,60,-4.26282
90,60,-4.71187
100,60,-4.28487
110,60,-3.2256
120,60,-1.9796
130,60,-0.830595
140,60,0.107396
150,60,0.806808
160,60,1.27658
170,60,1.53711
180,60,1.60552
190,60,1.48772
200,60,1.17639
210,60,0.65425
220,60,-0.0977704
230,60,-1.0867
240,60,-2.28452
250,60,-3.57911
260,60,-4.68301
270,60,-5.12618
280,60,-4.64545
290,60,-3.53542
300,60,-2.25735
310,60,-1.07914
320,60,-0.102602
330,60,0.644934
340,60,1.16715
350,60,1.48115
360,60,1.60428
0,70,1.50917
10,70,1.44097
20,70,1.1468
30,70,0.586215
40,70,-0.285841
50,70,-1.50858
60,70,-3.11196
70,70,-5.07864
80,70,-7.1227
90,70,-8.17615
100,70,-7.19733
110,70,-5.14563
120,70,-3.14898
130,70,-1.53015
140,70,-0.307942
150,70,0.561241
160,70,1.12907
170,70,1.44198
180,70,1.53238
190,70,1.41096
200,70,1.06343
210,70,0.454483
220,70,-0.462425
230,70,-1.73519
240,70,-3.40402
250,70,-5.45753
260,70,-7.5909
270,70,-8.62963
280,70,-7.51718
290,70,-5.3908
300,70,-3.37703
310,70,-1.74724
320,70,-0.500462
330,70,0.40515
340,70,1.01411
350,70,1.37054
360,70,1.50917
0,80,1.43529
10,80,1.36152
20,80,1.04381
30,80,0.424577
40,80,-0.565837
50,80,-2.00908
60,80,-4.03351
70,80,-6.88132
80,80,-10.8817
90,80,-14.2049
100,80,-11.0317
110,80,-6.9767
120,80,-4.0869
130,80,-2.04766
140,80,-0.606303
150,80,0.385199
160,80,1.02293
170,80,1.37476
180,80,1.48444
190,80,1.36593
200,80,0.999005
210,80,0.334431
220,80,-0.695875
230,80,-2.17945
240,80,-4.2531
250,80,-7.17411
260,80,-11.318
270,80,-14.7004
280,80,-11.1989
290,80,-7.10023
300,80,-4.23052
310,80,-2.20321
320,80,-0.75461
330,80,0.255823
340,80,0.915325
350,80,1.29185
360,80,1.43529
0,90,1.40581
10,90,1.3229
20,90,0.99213
30,90,0.349678
40,90,-0.684771
50,90,-2.21356
60,90,-4.41999
70,90,-7.74166
80,90,-13.6093
90,90,-33.4037
100,90,-13.6742
110,90,-7.77902
120,90,-4.45029
130,90,-2.25037
140,90,-0.733285
150,90,0.302525
160,90,0.970965
170,90,1.34515
180,90,1.46969
190,90,1.35727
200,90,0.984821
210,90,0.299807
220,90,-0.770133
230,90,-2.32572
240,90,-4.55056
250,90,-7.88277
260,90,-13.7649
270,90,-32.1618
280,90,-13.6563
290,90,-7.82308
300,90,-4.52588
310,90,-2.34019
320,90,-0.821562
330,90,0.221104
340,90,0.892584
350,90,1.26885
360,90,1.40581
0,100,1.43607
10,100,1.34047
20,100,1.00582
30,100,0.37731
40,100,-0.615541
50,100,-2.05812
60,100,-4.08355
70,100,-6.93294
80,100,-10.8902
90,100,-13.9426
100,100,-10.8012
110,100,-6.88426
120,100,-4.07189
130,100,-2.07859
140,100,-0.659987
150,100,0.330201
160,100,0.983225
170,100,1.35814
180,100,1.48926
190,100,1.38374
200,100,1.01979
210,100,0.353348
220,100,-0.673474
230,100,-2.13856
240,100,-4.17273
250,100,-7.01988
260,100,-10.989
270,100,-14.1337
280,100,-10.9415
290,100,-6.96596
300,100,-4.13121
310,100,-2.12387
320,100,-0.691041
330,100,0.306985
340,100,0.954127
350,100,1.314
360,100,1.43607
0,110,1.51793
10,110,1.41309
20,110,1.08924
30,110,0.511694
40,110,-0.364436
50,110,-1.58318
60,110,-3.18027
70,110,-5.13495
80,110,-7.13173
90,110,-8.08214
100,110,-7.06454
110,110,-5.07112
120,110,-3.14976
130,110,-1.58967
140,110,-0.398705
150,110,0.469657
160,110,1.06128
170,110,1.41017
180,110,1.53518
190,110,1.43712
200,110,1.09893
210,110,0.491524
220,110,-0.418713
230,110,-1.66748
240,110,-3.28989
250,110,-5.2749
260,110,-7.32698
270,110,-8.33592
280,110,-7.28447
290,110,-5.21067
300,110,-3.22518
310,110,-1.61804
320,110,-0.391965
330,110,0.495495
340,110,1.08478
350,110,1.41423
360,110,1.51793
0,120,1.62655
10,120,1.52528
20,120,1.23545
30,120,0.743824
40,120,0.0342491
50,120,-0.897748
60,120,-2.02323
70,120,-3.23324
80,120,-4.25671
90,120,-4.66618
100,120,-4.22716
110,120,-3.20006
120,120,-2.00812
130,120,-0.908094
140,120,0.00284266
150,120,0.70299
160,120,1.19701
170,120,1.49458
180,120,1.60084
190,120,1.51254
200,120,1.21853
210,120,0.704458
220,120,-0.0402979
230,120,-1.01382
240,120,-2.18425
250,120,-3.44297
260,120,-4.51406
270,120,-4.94431
280,120,-4.47149
290,120,-3.37351
300,120,-2.10678
310,120,-0.942047
320,120,0.0195232
330,120,0.751404
340,120,1.25409
350,120,1.54013
360,120,1.62655
0,130,1.74183
10,130,1.66048
20,130,1.42957
30,130,1.05077
40,130,0.528615
50,130,-0.118732
60,130,-0.844019
70,130,-1.5521
80,130,-2.09149
90,130,-2.29623
100,130,-2.09175
110,130,-1.55856
120,130,-0.862469
130,130,-0.150649
140,130,0.48604
150,130,1.00234
160,130,1.37929
170,130,1.60982
180,130,1.69003
190,130,1.615
200,130,1.37885
210,130,0.978116
220,130,0.418014
230,130,-0.278537
240,130,-1.05743
250,130,-1.81474
260,130,-2.38661
270,130,-2.59244
280,130,-2.35154
290,130,-1.75522
300,130,-0.987335
310,130,-0.208098
320,130,0.48438
330,130,1.03991
340,130,1.43666
350,130,1.66936
360,130,1.74183
0,140,1.85897
10,140,1.80812
20,140,1.65085
30,140,1.39515
40,140,1.05421
50,140,0.651426
60,140,0.22622
70,140,-0.162733
80,140,-0.443445
90,140,-0.551642
100,140,-0.460407
110,140,-0.19496
120,140,0.182098
130,140,0.599859
140,140,0.999553
150,140,1.34053
160,140,1.59777
170,140,1.75682
180,140,1.80922
190,140,1.74983
200,140,1.57659
210,140,1.29274
220,140,0.910961
230,140,0.458712
240,140,-0.0167295
250,140,-0.446509
260,140,-0.748279
270,140,-0.850658
280,140,-0.726633
290,140,-0.408908
300,140,0.0289635
310,140,0.506423
320,140,0.958111
330,140,1.33943
340,140,1.6238
350,140,1.7982
360,140,1.85897
0,150,1.97805
10,150,1.95722
20,150,1.87131
30,150,1.72808
40,150,1.53987
50,150,1.32458
60,150,1.10641
70,150,0.914683
80,150,0.779625
90,150,0.725179
100,150,0.761462
110,150,0.881225
120,150,1.06257
130,150,1.27594
140,150,1.49136
150,150,1.68313
160,150,1.83167
170,150,1.92334
180,150,1.94958
190,150,1.90618
200,150,1.79337
210,150,1.61685
220,150,1.38932
230,150,1.13198
240,150,0.874666
250,150,0.653362
260,150,0.504126
270,150,0.453986
280,150,0.512311
290,150,0.667631
300,150,0.892025
310,150,1.15007
320,150,1.40732
330,150,1.63539
340,150,1.81385
350,150,1.93005
360,150,1.97805
0,160,2.08922
10,160,2.08844
20,160,2.05665
30,160,1.99828
40,160,1.92032
50,160,1.83202
60,160,1.74436
70,160,1.66892
80,160,1.61635
90,160,1.59447
100,160,1.60664
110,160,1.65102
120,160,1.72095
130,160,1.80631
140,160,1.89536
150,160,1.97646
160,160,2.03947
170,160,2.07645
180,160,2.08221
190,160,2.05451
200,160,1.9943
210,160,1.90597
220,160,1.79742
230,160,1.67982
240,160,1.56675
250,160,1.47256
260,160,1.41011
270,160,1.38829
280,160,1.41018
290,160,1.47238
300,160,1.56592
310,160,1.67818
320,160,1.7953
330,160,1.90423
340,160,1.99418
350,160,2.05735
360,160,2.08922
0,170,2.1718
10,170,2.17731
20,170,2.17455
30,170,2.16463
40,170,2.14944
50,170,2.13139
60,170,2.1132
70,170,2.09753
80,170,2.08667
90,170,2.0822
100,170,2.0848
110,170,2.09411
120,170,2.1088
130,170,2.12673
140,170,2.14526
150,170,2.16158
160,170,2.17307
170,170,2.17761
180,170,2.17383
190,170,2.16129
200,170,2.14056
210,170,2.11319
220,170,2.08163
230,170,2.04897
240,170,2.0186
250,170,1.99383
260,170,1.97743
270,170,1.97127
280,170,1.97602
290,170,1.9911
300,170,2.01473
310,170,2.04425
320,170,2.07646
330,170,2.10805
340,170,2.13598
350,170,2.15777
360,170,2.1718
0,180,2.20429
10,180,2.20429
20,180,2.20429
30,180,2.20429
40,180,2.20429
50,180,2.20429
60,180,2.20429
70,180,2.20429
80,180,2.20429
90,180,2.20429
100,180,2.20429
110,180,2.20429
120,180,2.20429
130,180,2.20429
140,180,2.20429
150,180,2.20429
160,180,2.20429
170,180,2.20429
180,180,2.20429
190,180,2.20429
200,180,2.20429
210,180,2.20429
220,180,2.20429
230,180,2.20429
240,180,2.20429
250,180,2.20429
260,180,2.20429
270,180,2.20429
280,180,2.20429
290,180,2.20429
300,180,2.20429
310,180,2.20429
320,180,2.20429
330,180,2.20429
340,180,2.20429
350,180,2.20429
360,180,2.20429
