Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.14241
10,0,2.14241
20,0,2.14241
30,0,2.14241
40,0,2.14241
50,0,2.14241
60,0,2.14241
70,0,2.14241
80,0,2.14241
90,0,2.14241
100,0,2.14241
110,0,2.14241
120,0,2.14241
130,0,2.14241
140,0,2.14241
150,0,2.14241
160,0,2.14241
170,0,2.14241
180,0,2.14241
190,0,2.14241
200,0,2.14241
210,0,2.14241
220,0,2.14241
230,0,2.14241
240,0,2.14241
250,0,2.14241
260,0,2.14241
270,0,2.14241
280,0,2.14241
290,0,2.14241
300,0,2.14241
310,0,2.14241
320,0,2.14241
330,0,2.14241
340,0,2.14241
350,0,2.14241
360,0,2.14241
0,10,2.0866
10,10,2.10181
20,10,2.10861
30,10,2.10806
40,10,2.10201
50,10,2.09284
60,10,2.0832
70,10,2.07562
80,10,2.07212
90,10,2.074
100,10,2.08156
110,10,2.09409
120,10,2.10994
130,10,2.12678
140,10,2.14188
150,10,2.15249
160,10,2.15617
170,10,2.15109
180,10,2.13622
190,10,2.11155
200,10,2.07809
210,10,2.03786
220,10,1.99375
230,10,1.94932
240,10,1.90839
250,10,1.87464
260,10,1.8512
270,10,1.84018
280,10,1.84243
290,10,1.85743
300,10,1.88334
310,10,1.91729
320,10,1.95578
330,10,1.99508
340,10,2.03175
350,10,2.06292
360,10,2.0866
0,20,1.98781
10,20,2.00482
20,20,1.98905
30,20,1.9453
40,20,1.88118
50,20,1.80671
60,20,1.73341
70,20,1.67305
80,20,1.63592
90,20,1.62889
100,20,1.65397
110,20,1.70779
120,20,1.78237
130,20,1.86676
140,20,1.94899
150,20,2.01775
160,20,2.06358
170,20,2.07947
180,20,2.0612
190,20,2.00754
200,20,1.92043
210,20,1.80518
220,20,1.67061
230,20,1.52873
240,20,1.39391
250,20,1.28128
260,20,1.20443
270,20,1.17297
280,20,1.1906
290,20,1.2543
300,20,1.35509
310,20,1.47984
320,20,1.61364
330,20,1.74203
340,20,1.85269
350,20,1.93647
360,20,1.98781
0,30,1.86891
10,30,1.87661
20,30,1.81479
30,30,1.69162
40,30,1.52062
50,30,1.32138
60,30,1.11978
70,30,0.946421
80,30,0.831963
90,30,0.799432
100,30,0.856533
110,30,0.99258
120,30,1.18229
130,30,1.39391
140,30,1.59699
150,30,1.76683
160,30,1.8857
170,30,1.94207
180,30,1.92937
190,30,1.8451
200,30,1.69091
210,30,1.47363
220,30,1.20707
230,30,0.913507
240,30,0.623931
250,30,0.375486
