Phi[deg],Theta[deg],dB(GainTotal)
270,70,-8.64119
280,70,-7.41356
290,70,-5.08348
300,70,-2.97435
310,70,-1.34906
320,70,-0.176658
330,70,0.613947
340,70,1.09586
350,70,1.33843
360,70,1.39621
0,80,1.28864
10,80,1.18792
20,80,0.909069
30,80,0.391132
40,80,-0.452993
50,80,-1.73595
60,80,-3.62111
70,80,-6.38216
80,80,-10.4248
90,80,-14.2033
100,80,-11.0005
110,80,-6.80741
120,80,-3.91924
130,80,-1.94421
140,80,-0.594892
150,80,0.293067
160,80,0.830583
170,80,1.10886
180,80,1.19914
190,80,1.1322
200,80,0.884097
210,80,0.384603
220,80,-0.463146
230,80,-1.7774
240,80,-3.72491
250,80,-6.5952
260,80,-10.856
270,80,-14.6564
280,80,-10.8203
290,80,-6.54046
300,80,-3.65465
310,80,-1.69409
320,80,-0.369074
330,80,0.486034
340,80,0.987778
350,80,1.23168
360,80,1.28864
0,90,1.24331
10,90,1.15082
20,90,0.878513
30,90,0.355556
40,90,-0.51486
50,90,-1.85791
60,90,-3.87322
70,90,-6.98462
80,90,-12.4851
90,90,-30.3444
100,90,-13.7415
110,90,-7.58805
120,90,-4.24444
130,90,-2.1059
140,90,-0.685922
150,90,0.234239
160,90,0.787626
170,90,1.07777
180,90,1.18182
190,90,1.12922
200,90,0.888149
210,90,0.377651
220,90,-0.508603
230,90,-1.90025
240,90,-4.00032
250,90,-7.25575
260,90,-13.1145
270,90,-31.1651
280,90,-12.9001
290,90,-7.12156
300,90,-3.89237
310,90,-1.81194
320,90,-0.438725
330,90,0.433793
340,90,0.938861
350,90,1.18269
360,90,1.24331
0,100,1.27303
10,100,1.19182
20,100,0.932791
30,100,0.426943
40,100,-0.414763
50,100,-1.69655
60,100,-3.56566
70,100,-6.28154
80,100,-10.2524
90,100,-14.0965
100,100,-11.0427
110,100,-6.82523
120,100,-3.92258
130,100,-1.9449
140,100,-0.596595
150,100,0.292452
160,100,0.838395
170,100,1.13491
180,100,1.24996
190,100,1.2058
200,100,0.968476
210,100,0.461056
220,100,-0.411865
230,100,-1.75769
240,100,-3.72893
250,100,-6.60404
260,100,-10.8132
270,100,-14.3346
280,100,-10.586
290,100,-6.43401
300,100,-3.61018
310,100,-1.68361
320,100,-0.378727
330,100,0.463742
340,100,0.958904
350,100,1.20437
360,100,1.27303
0,110,1.37312
10,110,1.30345
20,110,1.06163
30,110,0.591485
40,110,-0.173653
50,110,-1.29584
60,110,-2.82884
70,110,-4.79262
80,110,-6.96764
90,110,-8.24867
100,110,-7.28229
110,110,-5.12123
120,110,-3.08546
130,110,-1.49515
140,110,-0.334151
150,110,0.466685
160,110,0.9792
170,110,1.26961
180,110,1.38572
190,110,1.34025
200,110,1.10402
210,110,0.617513
220,110,-0.187702
230,110,-1.37503
240,110,-3.00139
250,110,-5.08442
260,110,-7.34445
270,110,-8.4713
280,110,-7.21369
290,110,-4.95043
300,110,-2.90941
310,110,-1.33261
320,110,-0.192686
330,110,0.576583
340,110,1.04807
350,110,1.29468
360,110,1.37312
0,120,1.52087
10,120,1.46204
20,120,1.24231
30,120,0.824968
40,120,0.172664
50,120,-0.733063
60,120,-1.87337
70,120,-3.15402
80,120,-4.31069
90,120,-4.84997
100,120,-4.41924
110,120,-3.29744
120,120,-2.00935
130,120,-0.858225
140,120,0.0571226
150,120,0.728373
160,120,1.18029
170,120,1.44603
180,120,1.55068
190,120,1.49875
200,120,1.2704
210,120,0.829638
220,120,0.140608
230,120,-0.815181
240,120,-2.01922
250,120,-3.36706
260,120,-4.55419
270,120,-5.03517
280,120,-4.4948
290,120,-3.29842
300,120,-1.97734
310,120,-0.812015
320,120,0.105738
330,120,0.766199
340,120,1.19604
350,120,1.43604
360,120,1.52087
0,130,1.6844
10,130,1.63609
20,130,1.44703
30,130,1.10046
40,130,0.586145
50,130,-0.0839439
60,130,-0.860562
70,130,-1.64056
80,130,-2.25431
90,130,-2.50183
100,130,-2.28018
110,130,-1.68213
120,130,-0.912595
130,130,-0.147422
140,130,0.514275
150,130,1.03231
160,130,1.39918
170,130,1.62107
180,130,1.70489
190,130,1.65002
200,130,1.44634
210,130,1.07912
220,130,0.539858
230,130,-0.159871
240,130,-0.971395
250,130,-1.78621
260,130,-2.41952
270,130,-2.65778
280,130,-2.40539
290,130,-1.77412
300,130,-0.976352
310,130,-0.187354
320,130,0.491897
330,130,1.01802
340,130,1.38408
350,130,1.60165
360,130,1.6844
0,140,1.83477
10,140,1.79816
20,140,1.65128
30,140,1.39237
40,140,1.02845
50,140,0.583508
60,140,0.104522
70,140,-0.337429
80,140,-0.655701
90,140,-0.773184
100,140,-0.658843
110,140,-0.346853
120,140,0.0834741
130,140,0.546874
140,140,0.977995
150,140,1.3367
160,140,1.60255
170,140,1.76682
180,140,1.82585
190,140,1.77671
200,140,1.61627
210,140,1.3437
220,140,0.966213
230,140,0.506462
240,140,0.00992719
250,140,-0.451246
260,140,-0.78564
270,140,-0.910512
280,140,-0.792553
290,140,-0.467228
300,140,-0.0162596
310,140,0.471916
320,140,0.927626
330,140,1.3069
340,140,1.58812
350,140,1.76436
360,140,1.83477
0,150,1.9523
10,150,1.9295
20,150,1.83386
30,150,1.67039
40,150,1.45106
50,150,1.19691
60,150,0.938461
70,150,0.712941
80,150,0.55779
90,150,0.501088
100,150,0.552483
110,150,0.699829
120,150,0.914052
130,150,1.15905
140,150,1.40086
150,150,1.61259
160,150,1.77549
170,150,1.87766
180,150,1.91225
190,150,1.87613
200,150,1.7696
210,150,1.59742
220,150,1.37076
230,150,1.10935
240,150,0.84261
250,150,0.607879
260,150,0.444404
270,150,0.383182
280,150,0.436566
290,150,0.59379
300,150,0.82536
310,150,1.09309
320,150,1.35992
330,150,1.59604
340,150,1.78082
350,150,1.90179
360,150,1.9523
0,160,2.02652
10,160,2.01736
20,160,1.97175
30,160,1.8943
40,160,1.79319
50,160,1.67996
60,160,1.56862
70,160,1.47393
80,160,1.40908
90,160,1.38314
100,160,1.39919
110,160,1.45376
120,160,1.53781
130,160,1.6388
140,160,1.7431
150,160,1.83796
160,160,1.91279
170,160,1.95973
180,160,1.97382
190,160,1.95309
200,160,1.8986
210,160,1.81462
220,160,1.70884
230,160,1.59224
240,160,1.47852
250,160,1.38254
260,160,1.31812
270,160,1.2953
280,160,1.31811
290,160,1.38361
300,160,1.48257
310,160,1.60159
320,160,1.72566
330,160,1.84052
340,160,1.93427
350,160,1.9981
360,160,2.02652
0,170,2.05621
10,170,2.05573
20,170,2.04523
30,170,2.02617
40,170,2.00099
50,170,1.97282
60,170,1.94513
70,170,1.92133
80,170,1.90427
90,170,1.89588
100,170,1.89692
110,170,1.90686
120,170,1.92402
130,170,1.94582
140,170,1.96915
150,170,1.99079
160,170,2.00779
170,170,2.01781
180,170,2.01932
190,170,2.01176
200,170,1.99565
210,170,1.9725
220,170,1.94474
230,170,1.91547
240,170,1.88817
250,170,1.86624
260,170,1.85256
270,170,1.84913
280,170,1.85667
290,170,1.87458
300,170,1.90097
310,170,1.93293
320,170,1.96695
330,170,1.99934
340,170,2.0267
350,170,2.04627
360,170,2.05621
0,180,2.04958
10,180,2.04958
20,180,2.04958
30,180,2.04958
40,180,2.04958
50,180,2.04958
60,180,2.04958
70,180,2.04958
80,180,2.04958
90,180,2.04958
100,180,2.04958
110,180,2.04958
120,180,2.04958
130,180,2.04958
140,180,2.04958
150,180,2.04958
160,180,2.04958
170,180,2.04958
180,180,2.04958
190,180,2.04958
200,180,2.04958
210,180,2.04958
220,180,2.04958
230,180,2.04958
240,180,2.04958
250,180,2.04958
260,180,2.04958
270,180,2.04958
280,180,2.04958
290,180,2.04958
300,180,2.04958
310,180,2.04958
320,180,2.04958
330,180,2.04958
340,180,2.04958
350,180,2.04958
360,180,2.04958
