Phi[deg],Theta[deg],dB(GainTotal)
250,80,-7.03945
260,80,-11.2043
270,80,-14.6611
280,80,-11.2447
290,80,-7.10274
300,80,-4.16063
310,80,-2.07057
320,80,-0.5921
330,80,0.410018
340,80,1.034
350,80,1.36496
360,80,1.46629
0,90,1.4472
10,90,1.33791
20,90,1.00061
30,90,0.379464
40,90,-0.604349
50,90,-2.06471
60,90,-4.20441
70,90,-7.47222
80,90,-13.2693
90,90,-31.7293
100,90,-13.579
110,90,-7.6601
120,90,-4.32466
130,90,-2.12578
140,90,-0.626949
150,90,0.366689
160,90,0.976162
170,90,1.2951
180,90,1.39103
190,90,1.2893
200,90,0.963948
210,90,0.347431
220,90,-0.653628
230,90,-2.16259
240,90,-4.38101
250,90,-7.74778
260,90,-13.6724
270,90,-32.2555
280,90,-13.7342
290,90,-7.832
300,90,-4.45524
310,90,-2.20207
320,90,-0.652043
330,90,0.381603
340,90,1.01715
350,90,1.34926
360,90,1.4472
0,100,1.47318
10,100,1.36516
20,100,1.03477
30,100,0.433032
40,100,-0.51122
50,100,-1.89572
60,100,-3.87101
70,100,-6.68979
80,100,-10.6577
90,100,-13.8918
100,100,-10.7963
110,100,-6.81531
120,100,-3.9619
130,100,-1.94472
140,100,-0.523523
150,100,0.440986
160,100,1.0432
170,100,1.35963
180,100,1.44907
190,100,1.3378
200,100,1.00898
210,100,0.40719
220,100,-0.54952
230,100,-1.96822
240,100,-4.00254
250,100,-6.90274
260,100,-10.9767
270,100,-14.2724
280,100,-11.047
290,100,-6.99721
300,100,-4.08702
310,100,-2.01899
320,100,-0.559888
330,100,0.429121
340,100,1.0472
350,100,1.37535
360,100,1.47318
0,110,1.53372
10,110,1.43524
20,110,1.12814
30,110,0.579353
40,110,-0.258609
50,110,-1.44049
60,110,-3.0175
70,110,-4.98419
80,110,-7.04192
90,110,-8.0873
100,110,-7.09569
110,110,-5.06127
120,110,-3.09018
130,110,-1.48827
140,110,-0.271791
150,110,0.596412
160,110,1.15975
170,110,1.46289
180,110,1.54534
190,110,1.42876
200,110,1.10704
210,110,0.546553
220,110,-0.305829
230,110,-1.51276
240,110,-3.13214
250,110,-5.16294
260,110,-7.30509
270,110,-8.40765
280,110,-7.3747
290,110,-5.26096
300,110,-3.2223
310,110,-1.57414
320,110,-0.33328
330,110,0.545562
340,110,1.11728
350,110,1.43351
360,110,1.53372
0,120,1.60596
10,120,1.52655
20,120,1.26221
30,120,0.797177
40,120,0.111953
50,120,-0.804363
60,120,-1.93144
70,120,-3.16693
80,120,-4.23734
90,120,-4.69398
100,120,-4.27206
110,120,-3.22815
120,120,-2.00095
130,120,-0.859835
140,120,0.0870815
150,120,0.806623
160,120,1.29653
170,120,1.56968
180,120,1.64439
190,120,1.53456
200,120,1.24196
210,120,0.754438
220,120,0.0510459
230,120,-0.885135
240,120,-2.04171
250,120,-3.32267
260,120,-4.45107
270,120,-4.94861
280,120,-4.51428
290,120,-3.41808
300,120,-2.13711
310,120,-0.961967
320,120,-0.00223785
330,120,0.71992
340,120,1.21564
350,120,1.50508
360,120,1.60596
0,130,1.68206
10,130,1.62732
20,130,1.422
30,130,1.06335
40,130,0.553194
50,130,-0.0921715
60,130,-0.826889
70,130,-1.55522
80,130,-2.12062
90,130,-2.34762
100,130,-2.1528
110,130,-1.61352
120,130,-0.89731
130,130,-0.155885
140,130,0.512438
150,130,1.05309
160,130,1.43975
170,130,1.66412
180,130,1.72848
190,130,1.63899
200,130,1.40071
210,130,1.01577
220,130,0.486573
230,130,-0.174661
240,130,-0.928565
250,130,-1.6842
260,130,-2.28201
270,130,-2.53155
280,130,-2.33354
290,130,-1.76855
300,130,-1.02309
310,130,-0.263837
320,130,0.409456
330,130,0.950937
340,130,1.34473
350,130,1.58805
360,130,1.68206
0,140,1.77685
10,140,1.74474
20,140,1.60415
30,140,1.35918
40,140,1.02152
50,140,0.615089
60,140,0.181096
70,140,-0.219317
80,140,-0.511241
90,140,-0.627527
100,140,-0.539059
110,140,-0.26968
120,140,0.118509
130,140,0.553514
140,140,0.973268
150,140,1.33224
160,140,1.60098
170,140,1.76338
180,140,1.81342
190,140,1.7518
200,140,1.58336
210,140,1.31606
220,140,0.96254
230,140,0.544583
240,140,0.0996839
250,140,-0.313614
260,140,-0.619199
270,140,-0.744664
280,140,-0.656017
290,140,-0.378279
300,140,0.0197933
310,140,0.460516
320,140,0.881819
330,140,1.24308
340,140,1.52054
350,140,1.70091
360,140,1.77685
0,150,1.90346
10,150,1.88706
20,150,1.80509
30,150,1.66308
40,150,1.47268
50,150,1.25252
60,150,1.02832
70,150,0.83102
80,150,0.692093
90,150,0.636144
100,150,0.67355
110,150,0.797169
120,150,0.985093
130,150,1.2074
140,150,1.4331
150,150,1.63503
160,150,1.79227
170,150,1.89088
180,150,1.9235
190,150,1.88847
200,150,1.78896
210,150,1.63262
220,150,1.4318
230,150,1.20449
240,150,0.974962
250,150,0.773014
260,150,0.629987
270,150,0.571297
280,150,0.608031
290,150,0.732645
300,150,0.921941
310,150,1.14516
320,150,1.37204
330,150,1.57742
340,150,1.74243
350,150,1.85391
360,150,1.90346
0,160,2.04528
10,160,2.03833
20,160,2.00131
30,160,1.9379
40,160,1.85482
50,160,1.76154
60,160,1.6695
70,160,1.5908
80,160,1.53644
90,160,1.51435
100,160,1.52785
110,160,1.57495
120,160,1.64879
130,160,1.73908
140,160,1.83392
150,160,1.92156
160,160,1.99185
170,160,2.03717
180,160,2.05285
190,160,2.03737
200,160,1.99226
210,160,1.92193
220,160,1.8335
230,160,1.7364
240,160,1.64176
250,160,1.5613
260,160,1.50573
270,160,1.48283
280,160,1.49585
290,160,1.54273
300,160,1.61667
310,160,1.70756
320,160,1.80391
330,160,1.89451
340,160,1.96962
350,160,2.02158
360,160,2.04528
0,170,2.15872
10,170,2.15724
20,170,2.14818
30,170,2.13268
40,170,2.11262
50,170,2.09047
60,170,2.06899
70,170,2.05091
80,170,2.03856
90,170,2.03355
100,170,2.03654
110,170,2.04716
120,170,2.06403
130,170,2.085
140,170,2.10743
150,170,2.12853
160,170,2.14569
170,170,2.15683
180,170,2.16059
190,170,2.15646
200,170,2.14484
210,170,2.12699
220,170,2.1049
230,170,2.08109
240,170,2.05834
250,170,2.03933
260,170,2.02635
270,170,2.02098
280,170,2.02385
290,170,2.0346
300,170,2.05189
310,170,2.07361
320,170,2.09718
330,170,2.11982
340,170,2.13894
350,170,2.15241
360,170,2.15872
0,180,2.20222
10,180,2.20222
20,180,2.20222
30,180,2.20222
40,180,2.20222
50,180,2.20222
60,180,2.20222
70,180,2.20222
80,180,2.20222
90,180,2.20222
100,180,2.20222
110,180,2.20222
120,180,2.20222
130,180,2.20222
140,180,2.20222
150,180,2.20222
160,180,2.20222
170,180,2.20222
180,180,2.20222
190,180,2.20222
200,180,2.20222
210,180,2.20222
220,180,2.20222
230,180,2.20222
240,180,2.20222
250,180,2.20222
260,180,2.20222
270,180,2.20222
280,180,2.20222
290,180,2.20222
300,180,2.20222
310,180,2.20222
320,180,2.20222
330,180,2.20222
340,180,2.20222
350,180,2.20222
360,180,2.20222
