Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.15761
10,0,2.15761
20,0,2.15761
30,0,2.15761
40,0,2.15761
50,0,2.15761
60,0,2.15761
70,0,2.15761
80,0,2.15761
90,0,2.15761
100,0,2.15761
110,0,2.15761
120,0,2.15761
130,0,2.15761
140,0,2.15761
150,0,2.15761
160,0,2.15761
170,0,2.15761
180,0,2.15761
190,0,2.15761
200,0,2.15761
210,0,2.15761
220,0,2.15761
230,0,2.15761
240,0,2.15761
250,0,2.15761
260,0,2.15761
270,0,2.15761
280,0,2.15761
290,0,2.15761
300,0,2.15761
310,0,2.15761
320,0,2.15761
330,0,2.15761
340,0,2.15761
350,0,2.15761
360,0,2.15761
0,10,2.13997
10,10,2.14761
20,10,2.1462
30,10,2.13696
40,10,2.1219
50,10,2.10363
60,10,2.08503
70,10,2.06888
80,10,2.05748
90,10,2.05237
100,10,2.05403
110,10,2.06188
120,10,2.07436
130,10,2.08918
140,10,2.10363
150,10,2.115
160,10,2.12089
170,10,2.11952
180,10,2.10992
190,10,2.09206
200,10,2.06686
210,10,2.03618
220,10,2.0026
230,10,1.96926
240,10,1.93949
250,10,1.91646
260,10,1.90278
270,10,1.90014
280,10,1.90905
290,10,1.92876
300,10,1.95733
310,10,1.99191
320,10,2.02911
330,10,2.06542
340,10,2.09761
350,10,2.12304
360,10,2.13997
0,20,2.05864
10,20,2.06273
20,20,2.03382
30,20,1.97643
40,20,1.898
50,20,1.80863
60,20,1.72034
70,20,1.64569
80,20,1.59581
90,20,1.57825
100,20,1.59538
110,20,1.64386
120,20,1.71545
130,20,1.79884
140,20,1.88172
150,20,1.95262
160,20,2.00212
170,20,2.02354
180,20,2.01316
190,20,1.97025
200,20,1.89708
210,20,1.79892
220,20,1.68402
230,20,1.56335
240,20,1.44993
250,20,1.35742
260,20,1.29816
270,20,1.28083
280,20,1.30855
290,20,1.37802
300,20,1.48025
310,20,1.60231
320,20,1.7298
330,20,1.84901
340,20,1.94851
350,20,2.02002
360,20,2.05864
0,30,1.93523
10,30,1.92626
20,30,1.8493
30,30,1.71104
40,30,1.52361
50,30,1.30623
60,30,1.0859
70,30,0.895308
80,30,0.767078
90,30,0.725222
100,30,0.77731
110,30,0.911945
120,30,1.10311
130,30,1.31847
140,30,1.52708
150,30,1.70382
160,30,1.8307
170,30,1.89627
180,30,1.89452
190,30,1.82393
200,30,1.68716
210,30,1.49154
220,30,1.25024
230,30,0.983784
240,30,0.720663
250,30,0.495577
260,30,0.344038
270,30,0.293609
280,30,0.354973
290,30,0.51785
300,30,0.75445
310,30,1.02817
320,30,1.30265
330,30,1.54782
340,30,1.74239
350,30,1.87354
360,30,1.93523
0,40,1.80052
10,40,1.77444
20,40,1.63962
30,40,1.39972
40,40,1.06508
50,40,0.659706
60,40,0.227885
70,40,-0.164073
80,40,-0.437448
90,40,-0.526318
100,40,-0.408559
110,40,-0.117678
120,40,0.276442
130,40,0.699047
140,40,1.09086
150,40,1.41278
160,40,1.64209
170,40,1.76685
180,40,1.78151
190,40,1.6844
200,40,1.47673
210,40,1.16365
220,40,0.757751
230,40,0.285086
240,40,-0.208604
250,40,-0.6552
260,40,-0.971561
270,40,-1.08345
280,40,-0.959865
290,40,-0.631143
300,40,-0.172262
310,40,0.331529
320,40,0.809614
330,40,1.21449
340,40,1.52015
350,40,1.71613
360,40,1.80052
0,50,1.67649
10,50,1.63645
20,50,1.44606
30,50,1.0983
40,50,0.591292
50,50,-0.0578407
60,50,-0.795765
70,50,-1.51525
80,50,-2.05194
90,50,-2.23455
100,50,-1.99602
110,50,-1.43096
120,50,-0.715212
130,50,0.000761957
140,50,0.626813
150,50,1.11989
160,50,1.46336
170,50,1.65264
180,50,1.68729
190,50,1.56713
200,50,1.29014
210,50,0.853429
220,50,0.259378
230,50,-0.472298
240,50,-1.28838
250,50,-2.08338
260,50,-2.6892
270,50,-2.91631
280,50,-2.67383
290,50,-2.05165
300,50,-1.24266
310,50,-0.419675
320,50,0.309291
330,50,0.891476
340,50,1.31042
350,50,1.56926
360,50,1.67649
0,60,1.57006
10,60,1.52242
20,60,1.28625
30,60,0.836774
40,60,0.149666
50,60,-0.781311
60,60,-1.92106
70,60,-3.14829
80,60,-4.1765
90,60,-4.56482
100,60,-4.08503
110,60,-3.02239
120,60,-1.81336
130,60,-0.714098
140,60,0.181032
150,60,0.851964
160,60,1.30496
170,60,1.55283
180,60,1.60648
190,60,1.46966
200,60,1.13526
210,60,0.586043
220,60,-0.196543
230,60,-1.21696
240,60,-2.4443
250,60,-3.76815
260,60,-4.90661
270,60,-5.37943
280,60,-4.89005
290,60,-3.72863
300,60,-2.38644
310,60,-1.1564
320,60,-0.15039
330,60,0.606474
340,60,1.12767
350,60,1.44097
360,60,1.57006
0,70,1.48455
10,70,1.43279
20,70,1.16186
30,70,0.626112
40,70,-0.226477
50,70,-1.43973
60,70,-3.04202
70,70,-5.00652
80,70,-7.01684
90,70,-7.95538
100,70,-6.87733
110,70,-4.84222
120,70,-2.915
130,70,-1.36818
140,70,-0.201919
150,70,0.629512
160,70,1.17158
170,70,1.46312
180,70,1.53213
190,70,1.38821
200,70,1.0167
210,70,0.381665
220,70,-0.562306
230,70,-1.85931
240,70,-3.54741
250,70,-5.62346
260,70,-7.80938
270,70,-8.9293
280,70,-7.80537
290,70,-5.5875
300,70,-3.48613
310,70,-1.79811
320,70,-0.525317
330,70,0.382678
340,70,0.98518
350,70,1.33901
360,70,1.48455
0,80,1.43225
10,80,1.3754
20,80,1.07913
30,80,0.480862
40,80,-0.494302
50,80,-1.92761
60,80,-3.94127
70,80,-6.77572
80,80,-10.7505
90,80,-13.8243
100,80,-10.5302
110,80,-6.59175
120,80,-3.81017
130,80,-1.85381
140,80,-0.471163
150,80,0.476655
160,80,1.07659
170,80,1.39384
180,80,1.47419
190,80,1.33224
200,80,0.94474
210,80,0.258837
220,80,-0.793452
230,80,-2.29589
240,80,-4.3824
250,80,-7.31384
260,80,-11.5
270,80,-15.0933
280,80,-11.5205
290,80,-7.28679
300,80,-4.32927
