Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.1431
10,0,2.1431
20,0,2.1431
30,0,2.1431
40,0,2.1431
50,0,2.1431
60,0,2.1431
70,0,2.1431
80,0,2.1431
90,0,2.1431
100,0,2.1431
110,0,2.1431
120,0,2.1431
130,0,2.1431
140,0,2.1431
150,0,2.1431
160,0,2.1431
170,0,2.1431
180,0,2.1431
190,0,2.1431
200,0,2.1431
210,0,2.1431
220,0,2.1431
230,0,2.1431
240,0,2.1431
250,0,2.1431
260,0,2.1431
270,0,2.1431
280,0,2.1431
290,0,2.1431
300,0,2.1431
310,0,2.1431
320,0,2.1431
330,0,2.1431
340,0,2.1431
350,0,2.1431
360,0,2.1431
0,10,2.10118
10,10,2.09937
20,10,2.08964
30,10,2.07363
40,10,2.05371
50,10,2.03276
60,10,2.01379
70,10,1.9996
80,10,1.99237
90,10,1.9934
100,10,2.00286
110,10,2.01983
120,10,2.04234
130,10,2.06769
140,10,2.09279
150,10,2.11454
160,10,2.13022
170,10,2.13775
180,10,2.13596
190,10,2.12467
200,10,2.10474
210,10,2.07799
220,10,2.04703
230,10,2.01504
240,10,1.98536
250,10,1.96118
260,10,1.94508
270,10,1.93874
280,10,1.94266
290,10,1.95613
300,10,1.97729
310,10,2.00342
320,10,2.0313
330,10,2.05762
340,10,2.07943
350,10,2.09441
360,10,2.10118
0,20,2.02528
10,20,2.00955
20,20,1.96188
30,20,1.88815
40,20,1.79713
50,20,1.69991
60,20,1.60903
70,20,1.53698
80,20,1.49444
90,20,1.48828
100,20,1.52008
110,20,1.58576
120,20,1.6763
130,20,1.77958
140,20,1.88246
150,20,1.97264
160,20,2.03992
170,20,2.07697
180,20,2.07961
190,20,2.04694
200,20,1.9814
210,20,1.88866
220,20,1.77751
230,20,1.65938
240,20,1.54744
250,20,1.45517
260,20,1.39448
270,20,1.37356
280,20,1.39519
290,20,1.45607
300,20,1.54736
310,20,1.65647
320,20,1.76923
330,20,1.87214
340,20,1.95391
350,20,2.00645
360,20,2.02528
0,30,1.93831
10,30,1.90174
20,30,1.79576
30,30,1.62999
40,30,1.41978
50,30,1.18688
60,30,0.959293
70,30,0.769201
80,30,0.647882
90,30,0.618082
100,30,0.686692
110,30,0.841969
120,30,1.05731
130,30,1.29923
140,30,1.53521
150,30,1.73845
160,30,1.88945
170,30,1.97559
180,30,1.99011
190,30,1.9313
200,30,1.80236
210,30,1.61186
220,30,1.37463
230,30,1.1125
240,30,0.854335
250,30,0.633888
260,30,0.484856
270,30,0.433062
280,30,0.488468
290,30,0.641342
300,30,0.865211
310,30,1.12476
320,30,1.3843
330,30,1.61361
340,30,1.79049
350,30,1.90098
360,30,1.93831
0,40,1.85998
10,40,1.80272
20,40,1.63041
30,40,1.35186
40,40,0.983381
50,40,0.55368
60,40,0.108653
70,40,-0.287245
80,40,-0.558827
90,40,-0.642234
100,40,-0.514251
110,40,-0.205864
120,40,0.213891
130,40,0.668258
140,40,1.09426
150,40,1.4492
160,40,1.70789
170,40,1.85709
180,40,1.89066
190,40,1.8068
200,40,1.60744
210,40,1.29957
220,40,0.898483
230,40,0.432506
240,40,-0.0520405
250,40,-0.488924
260,40,-0.798907
270,40,-0.91161
280,40,-0.796925
290,40,-0.482332
300,40,-0.0385175
310,40,0.452429
320,40,0.920974
330,40,1.31844
340,40,1.6156
350,40,1.7978
360,40,1.85998
0,50,1.79632
10,50,1.72408
20,50,1.48983
30,50,1.09394
40,50,0.542764
50,50,-0.139932
60,50,-0.898087
70,50,-1.62725
80,50,-2.17026
90,50,-2.36105
100,50,-2.12819
110,50,-1.55585
120,50,-0.815049
130,50,-0.0605069
140,50,0.608988
150,50,1.14303
160,50,1.52158
170,50,1.7397
180,50,1.79739
190,50,1.69439
200,50,1.42899
210,50,1.00007
220,50,0.412833
230,50,-0.310698
240,50,-1.11648
250,50,-1.90008
260,50,-2.49838
270,50,-2.73011
280,50,-2.50646
290,50,-1.90782
300,50,-1.11642
310,50,-0.300847
320,50,0.430523
330,50,1.02126
340,50,1.44794
350,50,1.70541
360,50,1.79632
0,60,1.74004
10,60,1.66069
20,60,1.37736
30,60,0.874008
40,60,0.134361
50,60,-0.841845
60,60,-2.01512
70,60,-3.26224
80,60,-4.30318
90,60,-4.71357
100,60,-4.26372
110,60,-3.21013
