Phi[deg],Theta[deg],dB(GainTotal)
0,0,1.87426
10,0,1.87426
20,0,1.87426
30,0,1.87426
40,0,1.87426
50,0,1.87426
60,0,1.87426
70,0,1.87426
80,0,1.87426
90,0,1.87426
100,0,1.87426
110,0,1.87426
120,0,1.87426
130,0,1.87426
140,0,1.87426
150,0,1.87426
160,0,1.87426
170,0,1.87426
180,0,1.87426
190,0,1.87426
200,0,1.87426
210,0,1.87426
220,0,1.87426
230,0,1.87426
240,0,1.87426
250,0,1.87426
260,0,1.87426
270,0,1.87426
280,0,1.87426
290,0,1.87426
300,0,1.87426
310,0,1.87426
320,0,1.87426
330,0,1.87426
340,0,1.87426
350,0,1.87426
360,0,1.87426
0,10,1.84922
10,10,1.84997
20,10,1.84178
30,10,1.82599
40,10,1.80489
50,10,1.78143
60,10,1.75887
70,10,1.74039
80,10,1.72867
90,10,1.72549
100,10,1.73149
110,10,1.74604
120,10,1.76734
130,10,1.79271
140,10,1.81892
150,10,1.84262
160,10,1.86079
170,10,1.87104
180,10,1.87188
190,10,1.86284
200,10,1.84456
210,10,1.81869
220,10,1.78778
230,10,1.75503
240,10,1.72393
250,10,1.69791
260,10,1.67986
270,10,1.67176
280,10,1.67443
290,10,1.68737
300,10,1.70888
310,10,1.73629
320,10,1.76632
330,10,1.79553
340,10,1.82071
350,10,1.8392
360,10,1.84922
0,20,1.80516
10,20,1.80052
20,20,1.76091
30,20,1.69092
40,20,1.5986
50,20,1.49504
60,20,1.3935
70,20,1.3079
80,20,1.25079
90,20,1.23108
100,20,1.25214
110,20,1.31098
120,20,1.39893
130,20,1.50346
140,20,1.61052
150,20,1.70673
160,20,1.78093
170,20,1.825
180,20,1.83419
190,20,1.80709
200,20,1.74561
210,20,1.65482
220,20,1.54298
230,20,1.42129
240,20,1.30324
250,20,1.20327
260,20,1.13462
270,20,1.10685
280,20,1.1237
290,20,1.18231
300,20,1.27398
310,20,1.38616
320,20,1.50475
330,20,1.6162
340,20,1.70886
350,20,1.77378
360,20,1.80516
0,30,1.74517
10,30,1.73059
20,30,1.6425
30,30,1.48787
40,30,1.28035
50,30,1.041
60,30,0.798291
70,30,0.586295
80,30,0.439758
90,30,0.386006
100,30,0.436217
110,30,0.581034
120,30,0.793735
130,30,1.03889
140,30,1.28139
150,30,1.49223
160,30,1.65059
170,30,1.7435
180,30,1.76446
190,30,1.7121
200,30,1.58932
210,30,1.40338
220,30,1.16698
230,30,0.899961
240,30,0.630662
250,30,0.394839
260,30,0.230203
270,30,0.166562
280,30,0.215622
290,30,0.366776
300,30,0.591785
310,30,0.854648
320,30,1.12056
330,30,1.36077
340,30,1.55382
350,30,1.68496
360,30,1.74517
0,40,1.66976
10,40,1.64115
20,40,1.49502
30,40,1.23693
40,40,0.880846
50,40,0.453374
60,40,-0.00168042
70,40,-0.42036
80,40,-0.723479
90,40,-0.83802
100,40,-0.731221
110,40,-0.430662
120,40,-0.00898041
130,40,0.451021
140,40,0.881849
150,40,1.23881
160,40,1.49681
170,40,1.64424
180,40,1.67743
190,40,1.59691
200,40,1.40547
210,40,1.10831
220,40,0.715958
230,40,0.250445
240,40,-0.246379
250,40,-0.70658
260,40,-1.04165
270,40,-1.16993
280,40,-1.05762
290,40,-0.738576
300,40,-0.291796
310,40,0.198242
320,40,0.665672
330,40,1.06724
340,40,1.37708
350,40,1.58055
360,40,1.66976
0,50,1.58044
10,50,1.53499
20,50,1.33043
30,50,0.964585
40,50,0.441669
50,50,-0.218925
60,50,-0.969577
70,50,-1.71444
80,50,-2.29381
90,50,-2.52047
100,50,-2.29972
110,50,-1.71638
120,50,-0.960092
130,50,-0.199563
140,50,0.463694
150,50,0.982638
160,50,1.34194
170,50,1.5415
180,50,1.58638
190,50,1.48096
200,50,1.22597
210,50,0.818659
220,50,0.25723
230,50,-0.448514
240,50,-1.25801
250,50,-2.07175
260,50,-2.71082
270,50,-2.9626
280,50,-2.72632
290,50,-2.10612
300,50,-1.30934
310,50,-0.507082
320,50,0.203711
330,50,0.778914
340,50,1.20212
350,50,1.4693
360,50,1.58044
0,60,1.48181
10,60,1.42046
20,60,1.16731
30,60,0.705261
40,60,0.0166928
50,60,-0.905503
60,60,-2.04006
70,60,-3.28985
80,60,-4.3832
90,60,-4.8452
100,60,-4.379
110,60,-3.26848
120,60,-1.99831
130,60,-0.853038
140,60,0.0669922
150,60,0.745294
160,60,1.19549
170,60,1.43919
180,60,1.49552
190,60,1.37435
200,60,1.07211
210,60,0.572076
220,60,-0.149952
230,60,-1.11453
240,60,-2.31567
250,60,-3.66325
260,60,-4.86452
270,60,-5.37986
280,60,-4.87723
290,60,-3.69776
300,60,-2.36967
310,60,-1.17521
320,60,-0.203798
330,60,0.5329
340,60,1.0478
350,60,1.3592
360,60,1.48181
0,70,1.38541
10,70,1.31329
20,70,1.02858
30,70,0.494482
40,70,-0.336303
50,70,-1.5145
60,70,-3.08997
70,70,-5.06911
80,70,-7.17413
90,70,-8.24665
100,70,-7.15561
110,70,-5.02017
120,70,-3.02006
130,70,-1.44196
140,70,-0.274683
150,70,0.541377
160,70,1.06385
170,70,1.3412
180,70,1.40925
190,70,1.28417
200,70,0.956283
210,70,0.39134
220,70,-0.462045
230,70,-1.66702
240,70,-3.29423
250,70,-5.37888
260,70,-7.66284
270,70,-8.86471
280,70,-7.67083
290,70,-5.40843
300,70,-3.34008
310,70,-1.71787
320,70,-0.508887
330,70,0.353388
340,70,0.927406
350,70,1.26044
360,70,1.38541
0,80,1.31159
10,80,1.23463
20,80,0.935525
30,80,0.359442
40,80,-0.568091
50,80,-1.94231
60,80,-3.90875
70,80,-6.7279
80,80,-10.761
90,80,-14.0982
100,80,-10.7241
110,80,-6.65813
120,80,-3.83028
130,80,-1.87586
140,80,-0.521539
150,80,0.390904
160,80,0.961727
170,80,1.26241
180,80,1.34266
190,80,1.22327
200,80,0.888276
210,80,0.28816
220,80,-0.650608
230,80,-2.0291
240,80,-4.00878
250,80,-6.88385
260,80,-11.1181
270,80,-14.866
280,80,-11.1347
290,80,-6.90333
300,80,-4.03115
310,80,-2.05599
320,80,-0.682821
330,80,0.252537
340,80,0.852525
350,80,1.18945
360,80,1.31159
0,90,1.28199
10,90,1.20344
20,90,0.902142
30,90,0.314569
40,90,-0.646799
50,90,-2.09812
60,90,-4.23409
70,90,-7.49483
80,90,-13.2994
90,90,-29.6723
100,90,-13.1962
110,90,-7.4061
120,90,-4.16248
130,90,-2.05432
140,90,-0.628923
150,90,0.319837
160,90,0.91021
170,90,1.22358
180,90,1.31504
190,90,1.20544
200,90,0.874453
210,90,0.266115
220,90,-0.700889
230,90,-2.14139
240,90,-4.2561
250,90,-7.49364
260,90,-13.2696
270,90,-30.4744
280,90,-13.3322
290,90,-7.49882
300,90,-4.24656
310,90,-2.13868
320,90,-0.715471
330,90,0.234693
340,90,0.833719
350,90,1.16457
360,90,1.28199
0,100,1.30633
10,100,1.22729
20,100,0.932354
30,100,0.362391
40,100,-0.563011
50,100,-1.94378
60,100,-3.92742
70,100,-6.77838
80,100,-10.8757
90,100,-14.2435
100,100,-10.7499
110,100,-6.67959
120,100,-3.86657
130,100,-1.9203
140,100,-0.566752
150,100,0.348527
160,100,0.92518
170,100,1.23718
180,100,1.33447
190,100,1.23341
200,100,0.91286
210,100,0.321507
220,100,-0.612587
230,100,-1.98637
240,100,-3.95304
250,100,-6.79022
260,100,-10.9189
270,100,-14.5113
280,100,-10.954
290,100,-6.77504
300,100,-3.91863
310,100,-1.96167
320,100,-0.612037
330,100,0.297938
340,100,0.874822
350,100,1.1942
360,100,1.30633
0,110,1.37601
10,110,1.29892
20,110,1.02029
30,110,0.496053
40,110,-0.330573
50,110,-1.51724
60,110,-3.11499
70,110,-5.12688
80,110,-7.26155
90,110,-8.31679
100,110,-7.18226
110,110,-5.0481
120,110,-3.06847
130,110,-1.50379
140,110,-0.339693
150,110,0.478433
160,110,1.00733
170,110,1.29968
180,110,1.39263
190,110,1.29652
200,110,0.993447
210,110,0.444827
220,110,-0.39987
230,110,-1.59885
240,110,-3.21399
250,110,-5.27067
260,110,-7.513
270,110,-8.6952
280,110,-7.50709
290,110,-5.23921
300,110,-3.17115
310,110,-1.56618
320,110,-0.389119
330,110,0.433529
340,110,0.968351
350,110,1.26993
360,110,1.37601
0,120,1.47153
10,120,1.40173
20,120,1.15333
30,120,0.701328
40,120,0.018268
50,120,-0.909715
60,120,-2.06144
70,120,-3.33279
80,120,-4.43766
90,120,-4.88749
100,120,-4.40183
110,120,-3.29176
120,120,-2.03614
130,120,-0.90321
140,120,0.0113367
150,120,0.688102
160,120,1.14061
170,120,1.39505
180,120,1.47315
190,120,1.38055
200,120,1.10558
210,120,0.625349
220,120,-0.0858805
230,120,-1.04594
240,120,-2.24345
250,120,-3.58411
260,120,-4.77664
270,120,-5.28194
280,120,-4.75827
290,120,-3.55075
300,120,-2.20589
310,120,-1.01567
320,120,-0.0690217
330,120,0.628676
340,120,1.09999
350,120,1.37349
360,120,1.47153
0,130,1.57697
10,130,1.52049
20,130,1.31699
30,130,0.958107
40,130,0.440295
50,130,-0.22238
60,130,-0.982469
70,130,-1.73892
80,130,-2.32391
90,130,-2.54599
100,130,-2.3173
110,130,-1.73289
120,130,-0.982721
130,130,-0.229552
140,130,0.428105
150,130,0.942855
160,130,1.30043
170,130,1.50448
180,130,1.56279
190,130,1.47786
200,130,1.24485
210,130,0.855304
220,130,0.304363
230,130,-0.397913
240,130,-1.20826
250,130,-2.02357
260,130,-2.66122
270,130,-2.9036
280,130,-2.6466
290,130,-1.99975
300,130,-1.18201
310,130,-0.373794
320,130,0.324559
330,130,0.871518
340,130,1.25827
350,130,1.49065
