Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.07404
10,0,2.07404
20,0,2.07404
30,0,2.07404
40,0,2.07404
50,0,2.07404
60,0,2.07404
70,0,2.07404
80,0,2.07404
90,0,2.07404
100,0,2.07404
110,0,2.07404
120,0,2.07404
130,0,2.07404
140,0,2.07404
150,0,2.07404
160,0,2.07404
170,0,2.07404
180,0,2.07404
190,0,2.07404
200,0,2.07404
210,0,2.07404
220,0,2.07404
230,0,2.07404
240,0,2.07404
250,0,2.07404
260,0,2.07404
270,0,2.07404
280,0,2.07404
290,0,2.07404
300,0,2.07404
310,0,2.07404
320,0,2.07404
330,0,2.07404
340,0,2.07404
350,0,2.07404
360,0,2.07404
0,10,2.07828
10,10,2.07747
20,10,2.06663
30,10,2.04709
40,10,2.02114
50,10,1.99184
60,10,1.96266
70,10,1.93708
80,10,1.91814
90,10,1.90798
100,10,1.90758
110,10,1.91659
120,10,1.93341
130,10,1.95547
140,10,1.97959
150,10,2.00243
160,10,2.02093
170,10,2.0326
180,10,2.03583
190,10,2.03003
200,10,2.01565
210,10,1.99419
220,10,1.96804
230,10,1.94026
240,10,1.91425
250,10,1.89335
260,10,1.88039
270,10,1.8773
280,10,1.8848
290,10,1.9023
300,10,1.92797
310,10,1.95899
320,10,1.99198
330,10,2.02338
340,10,2.04989
350,10,2.06881
360,10,2.07828
0,20,2.03764
10,20,2.03073
20,20,1.9879
30,20,1.91287
40,20,1.81283
50,20,1.6985
60,20,1.58356
70,20,1.48306
80,20,1.41109
90,20,1.37791
100,20,1.38784
110,20,1.43833
120,20,1.52075
130,20,1.62239
140,20,1.72894
150,20,1.82682
160,20,1.90472
170,20,1.95437
180,20,1.9708
190,20,1.95224
200,20,1.89999
210,20,1.81852
220,20,1.71553
230,20,1.60195
240,20,1.49128
250,20,1.39819
260,20,1.3362
270,20,1.31506
280,20,1.33854
290,20,1.40358
300,20,1.50103
310,20,1.61779
320,20,1.73934
330,20,1.85201
340,20,1.9444
350,20,2.00807
360,20,2.03764
0,30,1.94532
10,30,1.92858
20,30,1.84096
30,30,1.68575
40,30,1.47229
50,30,1.21911
60,30,0.955479
70,30,0.719245
80,30,0.549841
90,30,0.477888
100,30,0.515645
110,30,0.653408
120,30,0.863716
130,30,1.11035
140,30,1.35739
150,30,1.57522
160,30,1.74288
170,30,1.84767
180,30,1.88313
190,30,1.8472
200,30,1.74125
210,30,1.57065
220,30,1.34664
230,30,1.08872
240,30,0.82598
250,30,0.595528
260,30,0.436248
270,30,0.378548
280,30,0.434135
290,30,0.591837
300,30,0.822187
310,30,1.08749
320,30,1.35153
330,30,1.58541
340,30,1.7693
350,30,1.89133
360,30,1.94532
0,40,1.80848
10,40,1.77971
20,40,1.64373
30,40,1.39716
40,40,1.04276
50,40,0.599834
60,40,0.113635
70,40,-0.342479
80,40,-0.678421
90,40,-0.815726
100,40,-0.722425
110,40,-0.428224
120,40,-0.00614399
130,40,0.460864
140,40,0.903762
150,40,1.27591
160,40,1.55164
170,40,1.72015
180,40,1.77841
190,40,1.72564
200,40,1.56122
210,40,1.28616
220,40,0.908096
230,40,0.449212
240,40,-0.0453376
250,40,-0.503247
260,40,-0.833574
270,40,-0.955238
280,40,-0.836139
290,40,-0.51118
300,40,-0.06079
310,40,0.427506
320,40,0.884582
330,40,1.26664
340,40,1.55173
350,40,1.7325
360,40,1.80848
0,50,1.64903
10,50,1.60659
20,50,1.4244
30,50,1.08593
40,50,0.575738
50,50,-0.10056
60,50,-0.893808
70,50,-1.69214
80,50,-2.31788
90,50,-2.57737
100,50,-2.37953
110,50,-1.80997
120,50,-1.05422
130,50,-0.28
140,50,0.406869
150,50,0.954155
160,50,1.34465
170,50,1.57938
180,50,1.664
190,50,1.60013
200,50,1.38259
210,50,1.00191
220,50,0.452065
230,50,-0.255552
240,50,-1.07177
250,50,-1.88563
260,50,-2.51352
270,50,-2.75065
280,50,-2.5062
290,50,-1.88399
300,50,-1.08795
310,50,-0.292056
320,50,0.400585
330,50,0.943731
340,50,1.32682
350,50,1.5578
360,50,1.64903
0,60,1.4947
10,60,1.43676
20,60,1.21201
30,60,0.787085
40,60,0.11976
50,60,-0.815629
60,60,-1.9974
70,60,-3.31115
80,60,-4.46912
90,60,-4.994
100,60,-4.58196
110,60,-3.49832
120,60,-2.22283
130,60,-1.04851
140,60,-0.0866965
150,60,0.638393
160,60,1.13818
170,60,1.43517
180,60,1.54757
190,60,1.48007
200,60,1.22111
210,60,0.746035
220,60,0.0257572
230,60,-0.957428
240,60,-2.18205
250,60,-3.53258
260,60,-4.70133
270,60,-5.17624
280,60,-4.6668
290,60,-3.50025
300,60,-2.18101
310,60,-0.994292
320,60,-0.0417415
330,60,0.659253
340,60,1.12766
350,60,1.39621
360,60,1.4947
0,70,1.37136
10,70,1.29727
20,70,1.03447
30,70,0.533089
40,70,-0.276211
50,70,-1.46122
60,70,-3.07174
70,70,-5.10382
80,70,-7.29318
90,70,-8.52681
100,70,-7.5652
110,70,-5.43422
120,70,-3.38587
130,70,-1.74568
140,70,-0.513053
150,70,0.368995
