Phi[deg],Theta[deg],dB(GainTotal)
140,110,-0.458782
150,110,0.462688
160,110,1.22214
170,110,1.83176
180,110,2.29003
190,110,2.48058
200,110,2.22971
210,110,1.36141
220,110,-0.305812
230,110,-2.92161
240,110,-6.29439
250,110,-8.95691
260,110,-9.24565
270,110,-8.53193
280,110,-7.80374
290,110,-6.581
300,110,-4.36921
310,110,-1.84304
320,110,0.198648
330,110,1.52099
340,110,2.17895
350,110,2.31081
360,110,2.09894
0,120,2.3408
10,120,2.13576
20,120,1.86698
30,120,1.5229
40,120,1.10194
50,120,0.710235
60,120,0.475259
70,120,0.384411
80,120,0.338878
90,120,0.287202
100,120,0.206712
110,120,0.0778601
120,120,-0.0299513
130,120,0.0654695
140,120,0.460343
150,120,1.02566
160,120,1.58148
170,120,2.03804
180,120,2.33665
190,120,2.37613
200,120,2.01571
210,120,1.10073
220,120,-0.515555
230,120,-2.87282
240,120,-5.50047
250,120,-6.94434
260,120,-6.70892
270,120,-6.12613
280,120,-5.76977
290,120,-5.20034
300,120,-3.74613
310,120,-1.69025
320,120,0.167846
330,120,1.45656
340,120,2.16143
350,120,2.40159
360,120,2.3408
0,130,2.51004
10,130,2.45748
20,130,2.31534
30,130,2.11778
40,130,1.9139
50,130,1.78976
60,130,1.80411
70,130,1.92044
80,130,2.04211
90,130,2.08402
100,130,1.99818
110,130,1.78341
120,130,1.5116
130,130,1.32647
140,130,1.34792
150,130,1.55982
160,130,1.84311
170,130,2.0784
180,130,2.17021
190,130,2.02025
200,130,1.51332
210,130,0.524803
220,130,-1.04487
230,130,-3.14094
240,130,-5.19756
250,130,-6.08567
260,130,-5.75278
270,130,-5.23795
280,130,-4.94314
290,130,-4.51029
300,130,-3.3782
310,130,-1.66627
320,130,0.00136803
330,130,1.25198
340,130,2.02556
350,130,2.40367
360,130,2.51004
0,140,2.45791
10,140,2.56527
20,140,2.57637
30,140,2.54868
40,140,2.53807
50,140,2.59133
60,140,2.71893
70,140,2.88213
80,140,3.01489
90,140,3.05632
100,140,2.97071
110,140,2.75894
120,140,2.46764
130,140,2.18331
140,140,1.9911
150,140,1.91642
160,140,1.90887
170,140,1.8782
180,140,1.72848
190,140,1.36549
200,140,0.693003
210,140,-0.382133
220,140,-1.9157
230,140,-3.81298
240,140,-5.58665
250,140,-6.41834
260,140,-6.23898
270,140,-5.76993
280,140,-5.3343
290,140,-4.68341
300,140,-3.49872
310,140,-1.92902
320,140,-0.399566
330,140,0.820242
340,140,1.66726
350,140,2.18598
360,140,2.45791
0,150,1.99897
10,150,2.2794
20,150,2.46401
30,150,2.60266
40,150,2.73381
50,150,2.87779
60,150,3.03153
70,150,3.17115
80,150,3.26269
90,150,3.27484
100,150,3.18902
110,150,3.00587
120,150,2.74804
130,150,2.45533
140,150,2.16861
150,150,1.9074
160,150,1.65573
170,150,1.36547
180,150,0.969794
190,150,0.394341
200,150,-0.436602
210,150,-1.59285
220,150,-3.11725
230,150,-4.965
240,150,-6.86692
250,150,-8.22907
260,150,-8.57461
270,150,-8.11032
280,150,-7.1907
290,150,-5.90092
300,150,-4.32274
310,150,-2.68068
320,150,-1.19774
330,150,0.00994253
340,150,0.920781
350,150,1.5659
360,150,1.99897
0,160,0.93012
10,160,1.36176
20,160,1.69728
30,160,1.96541
40,160,2.18651
50,160,2.3709
60,160,2.51907
70,160,2.62391
80,160,2.67462
90,160,2.66093
100,160,2.5766
110,160,2.42171
120,160,2.20279
130,160,1.93063
140,160,1.61532
150,160,1.26007
160,160,0.856156
170,160,0.38117
180,160,-0.199421
190,160,-0.928873
200,160,-1.85566
210,160,-3.03008
220,160,-4.49916
230,160,-6.29256
240,160,-8.37348
250,160,-10.4736
260,160,-11.7763
270,160,-11.3492
280,160,-9.6116
290,160,-7.54207
300,160,-5.59485
310,160,-3.89485
320,160,-2.4648
330,160,-1.29511
340,160,-0.361621
350,160,0.36799
360,160,0.93012
0,170,-0.732018
10,170,-0.299043
20,170,0.0619168
30,170,0.358483
40,170,0.596884
50,170,0.781471
60,170,0.914673
70,170,0.997302
80,170,1.0291
90,170,1.00936
100,170,0.937422
110,170,0.812968
120,170,0.635967
130,170,0.406304
140,170,0.123166
150,170,-0.215617
160,170,-0.614041
170,170,-1.07795
180,170,-1.61439
190,170,-2.23021
200,170,-2.92946
210,170,-3.70934
220,170,-4.55342
230,170,-5.42145
240,170,-6.23646
250,170,-6.87839
260,170,-7.20718
270,170,-7.13013
280,170,-6.66623
290,170,-5.93122
300,170,-5.06329
310,170,-4.1696
320,170,-3.31592
330,170,-2.53639
340,170,-1.84524
350,170,-1.24507
360,170,-0.732018
0,180,-2.06078
10,180,-2.06078
20,180,-2.06078
30,180,-2.06078
40,180,-2.06078
50,180,-2.06078
60,180,-2.06078
70,180,-2.06078
80,180,-2.06078
90,180,-2.06078
100,180,-2.06078
110,180,-2.06078
120,180,-2.06078
130,180,-2.06078
140,180,-2.06078
150,180,-2.06078
160,180,-2.06078
170,180,-2.06078
180,180,-2.06078
190,180,-2.06078
200,180,-2.06078
210,180,-2.06078
220,180,-2.06078
230,180,-2.06078
240,180,-2.06078
250,180,-2.06078
260,180,-2.06078
270,180,-2.06078
280,180,-2.06078
290,180,-2.06078
300,180,-2.06078
310,180,-2.06078
320,180,-2.06078
330,180,-2.06078
340,180,-2.06078
350,180,-2.06078
360,180,-2.06078
