Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.54566
10,0,2.54566
20,0,2.54566
30,0,2.54566
40,0,2.54566
50,0,2.54566
60,0,2.54566
70,0,2.54566
80,0,2.54566
90,0,2.54566
100,0,2.54566
110,0,2.54566
120,0,2.54566
130,0,2.54566
140,0,2.54566
150,0,2.54566
160,0,2.54566
170,0,2.54566
180,0,2.54566
190,0,2.54566
200,0,2.54566
210,0,2.54566
220,0,2.54566
230,0,2.54566
240,0,2.54566
250,0,2.54566
260,0,2.54566
270,0,2.54566
280,0,2.54566
290,0,2.54566
300,0,2.54566
310,0,2.54566
320,0,2.54566
330,0,2.54566
340,0,2.54566
350,0,2.54566
360,0,2.54566
0,10,2.50397
10,10,2.50459
20,10,2.49571
30,10,2.47895
40,10,2.45686
50,10,2.43263
60,10,2.40975
70,10,2.39147
80,10,2.38038
90,10,2.37795
100,10,2.38432
110,10,2.39825
120,10,2.41732
130,10,2.43832
140,10,2.45771
150,10,2.47213
160,10,2.47891
170,10,2.47631
180,10,2.46381
190,10,2.44209
200,10,2.41299
210,10,2.37927
220,10,2.34434
230,10,2.31184
240,10,2.28525
250,10,2.26747
260,10,2.26046
270,10,2.26502
280,10,2.28071
290,10,2.30592
300,10,2.33816
310,10,2.37429
320,10,2.41097
330,10,2.44488
340,10,2.4731
350,10,2.4933
360,10,2.50397
0,20,2.34112
10,20,2.33045
20,20,2.28381
30,20,2.20598
40,20,2.106
50,20,1.99667
60,20,1.8933
70,20,1.81146
80,20,1.76433
90,20,1.75994
100,20,1.79924
110,20,1.87577
120,20,1.97706
130,20,2.08725
140,20,2.19005
150,20,2.27123
160,20,2.3202
170,20,2.33071
180,20,2.301
190,20,2.23355
200,20,2.13471
210,20,2.01415
220,20,1.88422
230,20,1.75894
240,20,1.65267
250,20,1.57823
260,20,1.54484
270,20,1.55631
280,20,1.61031
290,20,1.69909
300,20,1.81134
310,20,1.9345
320,20,2.05642
330,20,2.16631
340,20,2.25501
350,20,2.31507
360,20,2.34112
0,30,2.10283
10,30,2.07772
20,30,1.97566
30,30,1.8021
40,30,1.57207
50,30,1.31141
60,30,1.05584
70,30,0.846947
80,30,0.72413
90,30,0.713803
100,30,0.820062
110,30,1.02249
120,30,1.28304
130,30,1.55777
140,30,1.8072
150,30,2.00185
160,30,2.1232
170,30,2.16217
180,30,2.11712
190,30,1.99247
200,30,1.79816
210,30,1.54974
220,30,1.26882
230,30,0.983255
240,30,0.726213
250,30,0.532886
260,30,0.43369
270,30,0.445238
280,30,0.563677
290,30,0.76561
300,30,1.01683
310,30,1.28317
320,30,1.53722
330,30,1.75934
340,30,1.93518
350,30,2.05298
360,30,2.10283
0,40,1.85675
10,40,1.82199
20,40,1.66301
30,40,1.37852
40,40,0.981095
50,40,0.504017
60,40,0.00646255
70,40,-0.426755
80,40,-0.698427
90,40,-0.732239
100,40,-0.513146
110,40,-0.0985465
120,40,0.413152
130,40,0.925614
140,40,1.36915
150,40,1.70425
160,40,1.91419
170,40,1.99538
180,40,1.95011
190,40,1.78315
200,40,1.50175
210,40,1.11822
220,40,0.654067
230,40,0.144736
240,40,-0.356417
250,40,-0.776936
260,40,-1.03396
270,40,-1.06221
280,40,-0.851869
290,40,-0.4601
300,40,0.021006
310,40,0.507885
320,40,0.946922
330,40,1.31188
340,40,1.59107
350,40,1.77606
360,40,1.85675
0,50,1.66046
10,50,1.62686
20,50,1.42612
30,50,1.03965
40,50,0.462171
50,50,-0.283704
60,50,-1.12948
70,50,-1.93879
80,50,-2.50089
90,50,-2.6042
100,50,-2.19667
110,50,-1.43858
120,50,-0.5636
130,50,0.25178
140,50,0.914607
150,50,1.3933
160,50,1.6903
170,50,1.82051
180,50,1.79709
190,50,1.6246
200,50,1.29901
210,50,0.814271
220,50,0.173912
230,50,-0.597093
240,50,-1.44136
250,50,-2.25103
260,50,-2.8473
270,50,-3.01981
280,50,-2.68003
290,50,-1.96261
300,50,-1.10557
310,50,-0.292228
320,50,0.389049
330,50,0.916748
340,50,1.29912
350,50,1.54701
360,50,1.66046
0,60,1.5314
10,60,1.50733
20,60,1.28392
30,60,0.816781
40,60,0.0690627
50,60,-0.971657
60,60,-2.26736
70,60,-3.66771
80,60,-4.79179
90,60,-5.06657
100,60,-4.30497
110,60,-2.9774
120,60,-1.6001
130,60,-0.426914
140,60,0.464079
150,60,1.07565
160,60,1.44519
170,60,1.61864
180,60,1.63054
190,60,1.48957
200,60,1.17443
210,60,0.645307
220,60,-0.131864
230,60,-1.16536
240,60,-2.42838
250,60,-3.82491
260,60,-5.07024
270,60,-5.59929
280,60,-5.02389
290,60,-3.71376
300,60,-2.27204
310,60,-1.02172
320,60,-0.057072
330,60,0.633326
340,60,1.1
350,60,1.3919
360,60,1.5314
0,70,1.45699
10,70,1.43657
20,70,1.19693
30,70,0.666818
40,70,-0.225912
50,70,-1.54535
60,70,-3.33829
70,70,-5.57555
80,70,-7.8192
90,70,-8.554
100,70,-6.96735
110,70,-4.65225
120,70,-2.62436
130,70,-1.06712
140,70,0.0440403
150,70,0.77215
160,70,1.19488
170,70,1.39537
180,70,1.44017
190,70,1.35013
200,70,1.08512
210,70,0.562533
220,70,-0.30052
230,70,-1.56146
240,70,-3.26363
250,70,-5.4309
260,70,-7.84371
270,70,-9.23419
280,70,-8.03432
290,70,-5.58861
300,70,-3.33817
310,70,-1.59641
320,70,-0.350897
330,70,0.480049
