Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.13398
10,0,2.13398
20,0,2.13398
30,0,2.13398
40,0,2.13398
50,0,2.13398
60,0,2.13398
70,0,2.13398
80,0,2.13398
90,0,2.13398
100,0,2.13398
110,0,2.13398
120,0,2.13398
130,0,2.13398
140,0,2.13398
150,0,2.13398
160,0,2.13398
170,0,2.13398
180,0,2.13398
190,0,2.13398
200,0,2.13398
210,0,2.13398
220,0,2.13398
230,0,2.13398
240,0,2.13398
250,0,2.13398
260,0,2.13398
270,0,2.13398
280,0,2.13398
290,0,2.13398
300,0,2.13398
310,0,2.13398
320,0,2.13398
330,0,2.13398
340,0,2.13398
350,0,2.13398
360,0,2.13398
0,10,2.10639
10,10,2.11926
20,10,2.123
30,10,2.11887
40,10,2.10895
50,10,2.09587
60,10,2.08245
70,10,2.07138
80,10,2.06486
90,10,2.06425
100,10,2.06992
110,10,2.08119
120,10,2.09639
130,10,2.11309
140,10,2.12846
150,10,2.13958
160,10,2.14385
170,10,2.13932
180,10,2.12488
190,10,2.10052
200,10,2.06729
210,10,2.02737
220,10,1.98381
230,10,1.94033
240,10,1.90091
250,10,1.86934
260,10,1.84877
270,10,1.84123
280,10,1.8474
290,10,1.86648
300,10,1.89633
310,10,1.93375
320,10,1.97495
330,10,2.01603
340,10,2.05339
350,10,2.08415
360,10,2.10639
0,20,2.04539
10,20,2.056
20,20,2.03238
30,20,1.98002
40,20,1.90735
50,20,1.82503
60,20,1.74501
70,20,1.6792
80,20,1.63782
90,20,1.62769
100,20,1.65087
110,20,1.7042
120,20,1.77987
130,20,1.86689
140,20,1.95287
150,20,2.02575
160,20,2.07511
170,20,2.09313
180,20,2.07509
190,20,2.01969
200,20,1.92924
210,20,1.8097
220,20,1.67075
230,20,1.52532
240,20,1.38876
250,20,1.27703
260,20,1.20427
270,20,1.18014
280,20,1.20774
290,20,1.28292
300,20,1.39521
310,20,1.53005
320,20,1.67144
330,20,1.80433
340,20,1.91629
350,20,1.99836
360,20,2.04539
0,30,1.95431
10,30,1.95058
20,30,1.87496
30,30,1.73718
40,30,1.55289
50,30,1.3437
60,30,1.13638
70,30,0.960841
80,30,0.845867
90,30,0.81271
100,30,0.868584
110,30,1.00389
120,30,1.19526
130,30,1.41235
140,30,1.62462
150,30,1.80552
160,30,1.9344
170,30,1.99694
180,30,1.98484
190,30,1.89537
200,30,1.73113
210,30,1.50059
220,30,1.21945
230,30,0.912125
240,30,0.611971
250,30,0.358606
260,30,0.191126
270,30,0.138212
280,30,0.209052
290,30,0.390198
300,30,0.650331
310,30,0.949837
320,30,1.25007
330,30,1.51925
340,30,1.73459
350,30,1.88194
360,30,1.95431
0,40,1.83949
10,40,1.81963
20,40,1.68223
30,40,1.43657
40,40,1.10119
50,40,0.706465
60,40,0.296662
70,40,-0.0692386
80,40,-0.322782
90,40,-0.404589
100,40,-0.291799
110,40,-0.0118796
120,40,0.372142
130,40,0.79
140,40,1.18314
150,40,1.50941
160,40,1.7409
170,40,1.86095
180,40,1.86121
190,40,1.73887
200,40,1.49499
210,40,1.1356
220,40,0.676308
230,40,0.148904
240,40,-0.392748
250,40,-0.872013
260,40,-1.20026
270,40,-1.30388
280,40,-1.15789
290,40,-0.799516
300,40,-0.307956
310,40,0.229819
320,40,0.742314
330,40,1.18085
340,40,1.51739
350,40,1.73857
360,40,1.83949
0,50,1.70935
10,50,1.68155
20,50,1.48847
30,50,1.13052
40,50,0.619422
50,50,-0.0154461
60,50,-0.719687
70,50,-1.39932
80,50,-1.90952
90,50,-2.09097
100,50,-1.87269
110,50,-1.33577
120,50,-0.644349
130,50,0.0573726
140,50,0.679871
150,50,1.17494
160,50,1.51796
170,50,1.6986
180,50,1.71484
190,50,1.56645
200,50,1.25038
210,50,0.76254
220,50,0.107289
230,50,-0.688416
240,50,-1.55953
250,50,-2.38738
260,50,-2.99585
270,50,-3.20057
280,50,-2.9266
290,50,-2.27446
300,50,-1.43586
310,50,-0.579126
320,50,0.189374
330,50,0.81513
340,50,1.27765
350,50,1.57475
360,50,1.70935
0,60,1.57399
10,60,1.54817
20,60,1.31378
30,60,0.85363
40,60,0.160673
50,60,-0.754151
60,60,-1.85312
70,60,-3.03146
80,60,-4.02832
90,60,-4.42189
100,60,-3.97889
110,60,-2.96142
120,60,-1.79009
130,60,-0.714443
140,60,0.171882
150,60,0.841922
160,60,1.29125
170,60,1.52651
180,60,1.55937
190,60,1.3955
200,60,1.02548
210,60,0.427531
220,60,-0.417163
230,60,-1.50514
240,60,-2.79062
250,60,-4.14603
260,60,-5.27754
270,60,-5.71479
280,60,-5.19485
290,60,-4.01896
300,60,-2.66122
310,60,-1.4017
320,60,-0.350866
330,60,0.460845
340,60,1.03933
350,60,1.40483
360,60,1.57399
0,70,1.44987
10,70,1.4297
20,70,1.16761
30,70,0.624423
40,70,-0.234106
50,70,-1.43391
60,70,-3.00142
70,70,-4.92517
80,70,-6.90527
90,70,-7.8426
100,70,-6.80821
110,70,-4.82906
120,70,-2.94704
130,70,-1.42888
140,70,-0.273873
150,70,0.556075
160,70,1.09361
170,70,1.37035
180,70,1.41663
190,70,1.24638
200,70,0.843389
210,70,0.165626
220,70,-0.834986
230,70,-2.19567
240,70,-3.93918
250,70,-6.04539
260,70,-8.2215
270,70,-9.29648
280,70,-8.15551
290,70,-5.94906
300,70,-3.84621
310,70,-2.13056
320,70,-0.806633
330,70,0.166235
340,70,0.836801
350,70,1.25358
360,70,1.44987
0,80,1.36136
10,80,1.34329
20,80,1.06286
30,80,0.462582
40,80,-0.516974
50,80,-1.94263
60,80,-3.93853
70,80,-6.76332
80,80,-10.7456
90,80,-13.7893
100,80,-10.5078
110,80,-6.62279
120,80,-3.88269
130,80,-1.95294
140,80,-0.580633
150,80,0.366964
160,80,0.963431
170,80,1.26459
180,80,1.31774
190,80,1.14453
200,80,0.724731
210,80,0.00218288
220,80,-1.09493
230,80,-2.64719
240,80,-4.77691
250,80,-7.73361
260,80,-11.9217
270,80,-15.474
280,80,-11.9155
290,80,-7.70817
300,80,-4.75134
310,80,-2.63909
320,80,-1.10969
330,80,-0.0253978
340,80,0.704348
350,80,1.15095
360,80,1.36136
0,90,1.33163
10,90,1.30982
20,90,1.01867
30,90,0.394323
40,90,-0.632618
