Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.19185
10,0,2.19185
20,0,2.19185
30,0,2.19185
40,0,2.19185
50,0,2.19185
60,0,2.19185
70,0,2.19185
80,0,2.19185
90,0,2.19185
100,0,2.19185
110,0,2.19185
120,0,2.19185
130,0,2.19185
140,0,2.19185
150,0,2.19185
160,0,2.19185
170,0,2.19185
180,0,2.19185
190,0,2.19185
200,0,2.19185
210,0,2.19185
220,0,2.19185
230,0,2.19185
240,0,2.19185
250,0,2.19185
260,0,2.19185
270,0,2.19185
280,0,2.19185
290,0,2.19185
300,0,2.19185
310,0,2.19185
320,0,2.19185
330,0,2.19185
340,0,2.19185
350,0,2.19185
360,0,2.19185
0,10,2.16784
10,10,2.17218
20,10,2.16766
30,10,2.15577
40,10,2.13882
50,10,2.11966
60,10,2.10131
70,10,2.08658
80,10,2.0777
90,10,2.07594
100,10,2.08151
110,10,2.0935
120,10,2.11001
130,10,2.12847
140,10,2.14597
150,10,2.15967
160,10,2.16711
170,10,2.16651
180,10,2.15695
190,10,2.13853
200,10,2.11233
210,10,2.0804
220,10,2.04556
230,10,2.01115
240,10,1.98066
250,10,1.95732
260,10,1.94367
270,10,1.94126
280,10,1.9504
290,10,1.97012
300,10,1.99831
310,10,2.032
320,10,2.06774
330,10,2.10202
340,10,2.13166
350,10,2.15414
360,10,2.16784
0,20,2.09684
10,20,2.09158
20,20,2.05244
30,20,1.98497
40,20,1.89801
50,20,1.80298
60,20,1.71282
70,20,1.64032
80,20,1.59608
90,20,1.58659
100,20,1.61288
110,20,1.67033
120,20,1.74974
130,20,1.83921
140,20,1.92632
150,20,1.99974
160,20,2.05035
170,20,2.07165
180,20,2.05993
190,20,2.01445
200,20,1.93762
210,20,1.8353
220,20,1.71672
230,20,1.59406
240,20,1.4813
250,20,1.39241
260,20,1.33919
270,20,1.32904
280,20,1.36354
290,20,1.43811
300,20,1.54303
310,20,1.66533
320,20,1.79094
330,20,1.90659
340,20,2.00109
350,20,2.06617
360,20,2.09684
0,30,1.99075
10,30,1.96751
20,30,1.872
30,30,1.71314
40,30,1.50692
50,30,1.27665
60,30,1.05192
70,30,0.865486
80,30,0.747697
90,30,0.719132
100,30,0.784145
110,30,0.929097
120,30,1.12684
130,30,1.34496
140,30,1.5534
150,30,1.72866
160,30,1.85434
170,30,1.91967
180,30,1.91793
190,30,1.84595
200,30,1.70503
210,30,1.50268
220,30,1.25441
230,30,0.984494
240,30,0.725
250,30,0.512125
260,30,0.379711
270,30,0.350856
280,30,0.430874
290,30,0.605603
300,30,0.846293
310,30,1.11802
320,30,1.38729
330,30,1.6264
340,30,1.81488
350,30,1.93897
360,30,1.99075
0,40,1.85975
10,40,1.81854
20,40,1.65841
30,40,1.3869
40,40,1.02255
50,40,0.598354
60,40,0.163881
70,40,-0.215884
80,40,-0.469337
90,40,-0.539224
100,40,-0.409038
110,40,-0.113573
120,40,0.278341
130,40,0.693649
140,40,1.07565
150,40,1.38903
160,40,1.61493
170,40,1.74296
180,40,1.76538
190,40,1.67525
200,40,1.46852
210,40,1.14856
220,40,0.731512
230,40,0.251071
240,40,-0.23875
250,40,-0.66512
260,40,-0.947009
270,40,-1.01974
280,40,-0.864987
290,40,-0.521429
300,40,-0.0640121
310,40,0.428252
320,40,0.892671
330,40,1.28757
340,40,1.58844
350,40,1.78171
360,40,1.85975
0,50,1.71206
10,50,1.6587
20,50,1.43869
30,50,1.05061
40,50,0.505456
50,50,-0.165024
60,50,-0.898827
70,50,-1.5915
80,50,-2.09264
90,50,-2.24888
100,50,-2.00286
110,50,-1.44586
120,50,-0.746172
130,50,-0.0495639
140,50,0.55721
150,50,1.03623
160,50,1.37677
170,50,1.57688
180,50,1.63223
190,50,1.53305
200,50,1.26711
210,50,0.826771
220,50,0.218293
230,50,-0.527963
240,50,-1.34623
250,50,-2.12142
260,50,-2.68419
270,50,-2.85849
280,50,-2.57724
290,50,-1.94445
300,50,-1.1488
310,50,-0.350396
320,50,0.355397
330,50,0.924366
340,50,1.34173
350,50,1.60483
360,50,1.71206
0,60,1.55675
10,60,1.49715
20,60,1.23058
30,60,0.738632
40,60,0.0113849
50,60,-0.940998
60,60,-2.07309
70,60,-3.26406
80,60,-4.24051
90,60,-4.59028
100,60,-4.10886
110,60,-3.06956
120,60,-1.88777
130,60,-0.812803
140,60,0.0620176
150,60,0.720417
160,60,1.175
170,60,1.4419
180,60,1.52728
190,60,1.42267
200,60,1.1077
210,60,0.558799
220,60,-0.238845
230,60,-1.27889
240,60,-2.51753
250,60,-3.83185
260,60,-4.93104
270,60,-5.34669
280,60,-4.82146
290,60,-3.66222
300,60,-2.3445
310,60,-1.14512
320,60,-0.16468
330,60,0.579622
340,60,1.10246
350,60,1.42427
360,60,1.55675
0,70,1.41203
10,70,1.34859
20,70,1.05202
30,70,0.482025
40,70,-0.402814
50,70,-1.63555
60,70,-3.23862
70,70,-5.1816
80,70,-7.14057
90,70,-8.0215
100,70,-6.95011
110,70,-4.95034
120,70,-3.04521
130,70,-1.50943
140,70,-0.349837
150,70,0.479802
160,70,1.03052
170,70,1.34493
180,70,1.44706
190,70,1.33493
200,70,0.981704
210,70,0.346643
220,70,-0.611525
230,70,-1.92803
240,70,-3.63115
250,70,-5.7071
260,70,-7.86437
270,70,-8.93396
280,70,-7.79996
290,70,-5.60449
300,70,-3.52632
310,70,-1.85883
320,70,-0.601935
330,70,0.299365
340,70,0.904995
350,70,1.26553
360,70,1.41203
0,80,1.3086
10,80,1.2405
20,80,0.928682
30,80,0.313315
40,80,-0.67752
50,80,-2.12434
60,80,-4.15154
70,80,-6.99864
80,80,-10.968
90,80,-13.9994
100,80,-10.7376
110,80,-6.80298
120,80,-4.0009
130,80,-2.02101
140,80,-0.620167
150,80,0.341375
160,80,0.955874
170,80,1.29245
180,80,1.39496
190,80,1.27059
200,80,0.888999
210,80,0.196528
220,80,-0.86958
230,80,-2.38621
240,80,-4.48077
250,80,-7.40702
260,80,-11.561
270,80,-15.1203
280,80,-11.6332
290,80,-7.41839
300,80,-4.4588
310,80,-2.37232
320,80,-0.895807
330,80,0.121773
340,80,0.781997
350,80,1.1607
360,80,1.3086
0,90,1.27743
10,90,1.20337
20,90,0.886512
30,90,0.259134
40,90,-0.764564
50,90,-2.28633
60,90,-4.48094
70,90,-7.77706
80,90,-13.5964
90,90,-31.0482
100,90,-13.5872
110,90,-7.72811
120,90,-4.41303
130,90,-2.21755
140,90,-0.703552
150,90,0.318213
160,90,0.956965
170,90,1.29374
180,90,1.38415
190,90,1.24338
200,90,0.842944
210,90,0.126627
220,90,-0.97497
230,90,-2.55642
240,90,-4.79576
250,90,-8.12197
260,90,-13.9224
270,90,-30.5236
280,90,-14.1348
290,90,-8.21098
300,90,-4.83161
310,90,-2.57369
320,90,-1.0044
330,90,0.0667083
340,90,0.752003
350,90,1.13505
360,90,1.27743
0,100,1.32972
10,100,1.25137
20,100,0.937786
30,100,0.330068
40,100,-0.646719
50,100,-2.07447
60,100,-4.07226
70,100,-6.86252
80,100,-10.72
90,100,-13.8065
100,100,-10.8401
110,100,-6.91355
120,100,-4.06578
130,100,-2.03443
140,100,-0.586835
150,100,0.406352
160,100,1.02919
170,100,1.35089
180,100,1.42393
190,100,1.26723
200,100,0.860731
210,100,0.158684
220,100,-0.896661
230,100,-2.38222
240,100,-4.42865
250,100,-7.27505
260,100,-11.1994
270,100,-14.2868
280,100,-11.2817
290,100,-7.35722
300,100,-4.48675
310,100,-2.41316
320,100,-0.914599
330,100,0.13332
340,100,0.812667
350,100,1.19242
360,100,1.32972
0,110,1.44805
10,110,1.37194
20,110,1.07421
30,110,0.517203
40,110,-0.344951
50,110,-1.55026
60,110,-3.12221
70,110,-5.03193
80,110,-6.98489
90,110,-7.96541
100,110,-7.0335
110,110,-5.07119
120,110,-3.1299
130,110,-1.52721
140,110,-0.295564
150,110,0.587942
160,110,1.15694
170,110,1.45149
180,110,1.50823
190,110,1.34471
200,110,0.952736
210,110,0.305797
220,110,-0.629782
230,110,-1.89139
240,110,-3.51703
250,110,-5.49564
260,110,-7.52748
270,110,-8.53728
280,110,-7.56502
290,110,-5.56234
300,110,-3.58329
310,110,-1.9327
320,110,-0.642632
330,110,0.306546
340,110,0.945437
350,110,1.31294
360,110,1.44805
0,120,1.59776
10,120,1.53363
20,120,1.27093
30,120,0.79503
40,120,0.0918688
50,120,-0.836126
60,120,-1.95135
70,120,-3.1422
80,120,-4.14992
90,120,-4.56907
100,120,-4.16208
110,120,-3.15685
120,120,-1.95814
130,120,-0.827698
140,120,0.119042
150,120,0.838438
160,120,1.32071
170,120,1.57547
180,120,1.61983
190,120,1.46633
200,120,1.11642
210,120,0.562714
220,120,-0.203267
230,120,-1.18142
240,120,-2.34462
250,120,-3.59038
260,120,-4.65306
270,120,-5.10251
280,120,-4.6893
290,120,-3.65601
300,120,-2.4175
310,120,-1.23575
320,120,-0.226178
330,120,0.565695
340,120,1.12735
350,120,1.46605
360,120,1.59776
0,130,1.74829
10,130,1.70422
20,130,1.49647
30,130,1.12639
40,130,0.601891
50,130,-0.052319
60,130,-0.782151
70,130,-1.48935
80,130,-2.02549
90,130,-2.23094
100,130,-2.03228
110,130,-1.50219
120,130,-0.797366
130,130,-0.0636633
140,130,0.599426
150,130,1.1328
160,130,1.50614
170,130,1.70937
180,130,1.7445
190,130,1.61786
200,130,1.33515
210,130,0.901282
220,130,0.325086
230,130,-0.371829
240,130,-1.14104
250,130,-1.88779
260,130,-2.46028
270,130,-2.68967
280,130,-2.49558
290,130,-1.95086
300,130,-1.21538
310,130,-0.436976
320,130,0.284014
330,130,0.887188
340,130,1.3396
350,130,1.62739
360,130,1.74829
0,140,1.8846
10,140,1.86263
20,140,1.72103
30,140,1.46772
40,140,1.11892
50,140,0.703164
60,140,0.265409
70,140,-0.131838
80,140,-0.415499
90,140,-0.522338
100,140,-0.426504
110,140,-0.152636
120,140,0.238086
130,140,0.674272
140,140,1.09299
150,140,1.44683
160,140,1.70463
170,140,1.84957
180,140,1.87576
190,140,1.7844
200,140,1.58107
210,140,1.27522
220,140,0.882521
230,140,0.429479
240,140,-0.0412076
250,140,-0.467767
260,140,-0.775401
270,140,-0.897448
280,140,-0.805016
290,140,-0.521549
300,140,-0.108431
310,140,0.362601
320,140,0.828463
330,140,1.24098
340,140,1.56669
350,140,1.78482
360,140,1.8846
0,150,2.00269
10,150,1.99824
20,150,1.92004
