Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.16257
10,0,2.16257
20,0,2.16257
30,0,2.16257
40,0,2.16257
50,0,2.16257
60,0,2.16257
70,0,2.16257
80,0,2.16257
90,0,2.16257
100,0,2.16257
110,0,2.16257
120,0,2.16257
130,0,2.16257
140,0,2.16257
150,0,2.16257
160,0,2.16257
170,0,2.16257
180,0,2.16257
190,0,2.16257
200,0,2.16257
210,0,2.16257
220,0,2.16257
230,0,2.16257
240,0,2.16257
250,0,2.16257
260,0,2.16257
270,0,2.16257
280,0,2.16257
290,0,2.16257
300,0,2.16257
310,0,2.16257
320,0,2.16257
330,0,2.16257
340,0,2.16257
350,0,2.16257
360,0,2.16257
0,10,2.14234
10,10,2.1565
20,10,2.16116
30,10,2.15733
40,10,2.14688
50,10,2.13236
60,10,2.11662
70,10,2.1025
80,10,2.09244
90,10,2.08809
100,10,2.09013
110,10,2.09813
120,10,2.11062
130,10,2.12531
140,10,2.1394
150,10,2.14999
160,10,2.15445
170,10,2.15078
180,10,2.13783
190,10,2.11549
200,10,2.08476
210,10,2.04765
220,10,2.00706
230,10,1.96649
240,10,1.92969
250,10,1.90025
260,10,1.88116
270,10,1.87441
280,10,1.88076
290,10,1.89958
300,10,1.92898
310,10,1.96602
320,10,2.00715
330,10,2.04858
340,10,2.08677
350,10,2.11873
360,10,2.14234
0,20,2.07855
10,20,2.09769
20,20,2.08185
30,20,2.03528
40,20,1.96533
50,20,1.88209
60,20,1.7975
70,20,1.72406
80,20,1.67301
90,20,1.65243
100,20,1.66566
110,20,1.71059
120,20,1.78001
130,20,1.86304
140,20,1.94701
150,20,2.01938
160,20,2.06936
170,20,2.08893
180,20,2.07339
190,20,2.02162
200,20,1.93608
210,20,1.82278
220,20,1.69105
230,20,1.55317
240,20,1.42337
250,20,1.31641
260,20,1.24543
270,20,1.21969
280,20,1.24272
290,20,1.31157
300,20,1.41736
310,20,1.54711
320,20,1.68598
330,20,1.81949
340,20,1.93516
350,20,2.02353
360,20,2.07855
0,30,1.98026
10,30,1.99483
20,30,1.93703
30,30,1.81414
40,30,1.63939
50,30,1.43273
60,30,1.22045
70,30,1.03322
80,30,0.901475
90,30,0.84892
100,30,0.885844
110,30,1.00577
120,30,1.18732
130,30,1.40025
140,30,1.61237
150,30,1.79502
160,30,1.92601
170,30,1.99053
180,30,1.98068
190,30,1.89463
200,30,1.73613
210,30,1.51462
220,30,1.24595
230,30,0.953311
240,30,0.667199
250,30,0.42334
260,30,0.257329
270,30,0.196404
280,30,0.251344
290,30,0.412862
300,30,0.654667
310,30,0.941172
320,30,1.23578
330,30,1.50684
340,30,1.73054
350,30,1.8912
360,30,1.98026
0,40,1.86384
10,40,1.86628
20,40,1.75184
30,40,1.52747
40,40,1.20853
50,40,0.822651
60,40,0.412699
70,40,0.0372142
80,40,-0.235721
90,40,-0.345822
100,40,-0.265062
110,40,-0.0118622
120,40,0.358019
130,40,0.774886
140,40,1.17499
150,40,1.50987
160,40,1.74782
170,40,1.87129
180,40,1.87289
190,40,1.75177
200,40,1.5119
210,40,1.16267
220,40,0.721693
230,40,0.219347
240,40,-0.296332
250,40,-0.75754
260,40,-1.08409
270,40,-1.20604
280,40,-1.09423
290,40,-0.775072
300,40,-0.316279
310,40,0.201964
320,40,0.709103
330,40,1.1536
340,40,1.50353
350,40,1.74246
