Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.05282
10,0,2.05282
20,0,2.05282
30,0,2.05282
40,0,2.05282
50,0,2.05282
60,0,2.05282
70,0,2.05282
80,0,2.05282
90,0,2.05282
100,0,2.05282
110,0,2.05282
120,0,2.05282
130,0,2.05282
140,0,2.05282
150,0,2.05282
160,0,2.05282
170,0,2.05282
180,0,2.05282
190,0,2.05282
200,0,2.05282
210,0,2.05282
220,0,2.05282
230,0,2.05282
240,0,2.05282
250,0,2.05282
260,0,2.05282
270,0,2.05282
280,0,2.05282
290,0,2.05282
300,0,2.05282
310,0,2.05282
320,0,2.05282
330,0,2.05282
340,0,2.05282
350,0,2.05282
360,0,2.05282
0,10,2.03408
10,10,2.0394
20,10,2.03617
30,10,2.0257
40,10,2.01011
50,10,1.99207
60,10,1.97448
70,10,1.96008
80,10,1.95111
90,10,1.94898
100,10,1.95408
110,10,1.96572
120,10,1.98222
130,10,2.00116
140,10,2.01973
150,10,2.03506
160,10,2.04458
170,10,2.04635
180,10,2.03926
190,10,2.02318
200,10,1.999
210,10,1.96858
220,10,1.93458
230,10,1.90022
240,10,1.86894
250,10,1.844
260,10,1.82806
270,10,1.82284
280,10,1.82888
290,10,1.84547
300,10,1.87073
310,10,1.90187
320,10,1.93561
330,10,1.96852
340,10,1.99745
350,10,2.01986
360,10,2.03408
0,20,1.98976
10,20,1.98989
20,20,1.95712
30,20,1.89644
40,20,1.81591
50,20,1.72616
60,20,1.63932
70,20,1.56763
80,20,1.5216
90,20,1.5082
100,20,1.52951
110,20,1.58225
120,20,1.65851
130,20,1.74727
140,20,1.83624
150,20,1.91368
160,20,1.96965
170,20,1.99681
180,20,1.99083
190,20,1.95061
200,20,1.87832
210,20,1.7795
220,20,1.66292
230,20,1.54019
240,20,1.42483
250,20,1.33068
260,20,1.26987
270,20,1.25063
280,20,1.27562
290,20,1.34133
300,20,1.43887
310,20,1.55574
320,20,1.67802
330,20,1.79239
340,20,1.88755
350,20,1.95506
360,20,1.98976
0,30,1.92504
10,30,1.91275
20,30,1.83032
30,30,1.68599
40,30,1.49439
50,30,1.27683
60,30,1.06058
70,30,0.876415
80,30,0.753836
90,30,0.714373
100,30,0.765277
110,30,0.897062
120,30,1.08653
130,30,1.30343
140,30,1.51725
150,30,1.70181
160,30,1.83735
170,30,1.91066
180,30,1.91435
190,30,1.8461
200,30,1.70851
210,30,1.50973
220,30,1.26462
230,30,0.995693
240,30,0.732901
250,30,0.510994
260,30,0.363867
270,30,0.316522
280,30,0.377519
290,30,0.53603
300,30,0.765443
310,30,1.03131
320,30,1.29935
330,30,1.54066
340,30,1.73378
350,30,1.86454
360,30,1.92504
0,40,1.84245
10,40,1.81529
20,40,1.67292
30,40,1.42282
40,40,1.08178
50,40,0.679418
60,40,0.260557
70,40,-0.114691
80,40,-0.377648
90,40,-0.469743
100,40,-0.368054
110,40,-0.0977377
120,40,0.281114
130,40,0.699074
140,40,1.09618
150,40,1.42889
160,40,1.66971
170,40,1.80352
180,40,1.82331
190,40,1.72678
200,40,1.51519
210,40,1.19505
220,40,0.782185
230,40,0.306995
240,40,-0.181338
250,40,-0.614739
260,40,-0.915027
270,40,-1.01601
280,40,-0.892508
290,40,-0.574288
300,40,-0.130616
310,40,0.359848
320,40,0.830955
330,40,1.2365
340,40,1.54865
350,40,1.75283
360,40,1.84245
0,50,1.74504
10,50,1.70405
20,50,1.50142
