Phi[deg],Theta[deg],dB(GainTotal)
170,100,1.30951
180,100,1.38826
190,100,1.21121
200,100,0.764216
210,100,0.0114063
220,100,-1.09696
230,100,-2.63385
240,100,-4.72692
250,100,-7.60417
260,100,-11.497
270,100,-14.4007
280,100,-11.4448
290,100,-7.59949
300,100,-4.7509
310,100,-2.66617
320,100,-1.13402
330,100,-0.0381194
340,100,0.697638
350,100,1.13577
360,100,1.32208
0,110,1.38333
10,110,1.33523
20,110,1.05037
30,110,0.491248
40,110,-0.385062
50,110,-1.613
60,110,-3.20756
70,110,-5.11966
80,110,-7.03198
90,110,-7.96897
100,110,-7.07192
110,110,-5.15652
120,110,-3.23317
130,110,-1.63413
140,110,-0.398802
150,110,0.49893
160,110,1.09245
170,110,1.4124
180,110,1.48225
190,110,1.31119
200,110,0.891106
210,110,0.202055
220,110,-0.780141
230,110,-2.08193
240,110,-3.72743
250,110,-5.68683
260,110,-7.64832
270,110,-8.59319
280,110,-7.64886
290,110,-5.69615
300,110,-3.74411
310,110,-2.10476
320,110,-0.815313
330,110,0.144945
340,110,0.808437
350,110,1.21122
360,110,1.38333
0,120,1.49937
10,120,1.46079
20,120,1.22183
30,120,0.763045
40,120,0.0661144
50,120,-0.86803
60,120,-1.99589
70,120,-3.19234
80,120,-4.19026
90,120,-4.5977
100,120,-4.19247
110,120,-3.19281
120,120,-1.99698
130,120,-0.871704
140,120,0.0679776
150,120,0.785656
160,120,1.27601
170,120,1.54467
180,120,1.59912
190,120,1.44285
200,120,1.07346
210,120,0.486213
220,120,-0.318936
230,120,-1.32917
240,120,-2.50319
250,120,-3.72928
260,120,-4.74989
270,120,-5.16629
280,120,-4.74968
290,120,-3.72707
300,120,-2.50064
310,120,-1.33389
320,120,-0.341909
330,120,0.436406
340,120,0.995863
350,120,1.34605
360,120,1.49937
0,130,1.65347
10,130,1.62734
20,130,1.4429
30,130,1.095
40,130,0.584725
50,130,-0.0671398
60,130,-0.804227
70,130,-1.52039
80,130,-2.05983
90,130,-2.26143
100,130,-2.05384
110,130,-1.5124
120,130,-0.799198
130,130,-0.0653152
140,130,0.590704
150,130,1.11613
160,130,1.48614
170,130,1.6907
180,130,1.72676
190,130,1.59408
200,130,1.29413
210,130,0.832486
220,130,0.224132
230,130,-0.499221
240,130,-1.2791
250,130,-2.01634
260,130,-2.56457
270,130,-2.76727
280,130,-2.55274
290,130,-1.99515
300,130,-1.2554
310,130,-0.48376
320,130,0.220572
330,130,0.803738
340,130,1.24114
350,130,1.52465
360,130,1.65347
0,140,1.82337
10,140,1.80924
20,140,1.68158
30,140,1.4435
40,140,1.106
50,140,0.694345
60,140,0.254013
70,140,-0.148338
80,140,-0.434408
90,140,-0.537674
100,140,-0.432392
110,140,-0.146599
120,140,0.25334
130,140,0.6921
140,140,1.10661
150,140,1.45263
160,140,1.70248
170,140,1.84046
180,140,1.85897
190,140,1.75614
200,140,1.53539
210,140,1.2068
220,140,0.790055
230,140,0.317886
240,140,-0.161145
250,140,-0.582603
260,140,-0.873548
270,140,-0.972378
280,140,-0.855725
290,140,-0.551679
300,140,-0.125648
310,140,0.347857
320,140,0.805984
330,140,1.20442
340,140,1.51566
350,140,1.72446
360,140,1.82337
0,150,1.98326
10,150,1.97919
20,150,1.90487
30,150,1.76597
40,150,1.57436
50,150,1.34965
60,150,1.11968
70,150,0.918328
80,150,0.779741
90,150,0.729759
100,150,0.777922
110,150,0.914406
120,150,1.11373
130,150,1.34274
140,150,1.56849
150,150,1.76321
160,150,1.90615
170,150,1.98355
180,150,1.98788
190,150,1.91725
200,150,1.77529
210,150,1.57166
220,150,1.32283
230,150,1.05249
240,150,0.790836
250,150,0.571849
260,150,0.427946
270,150,0.382546
280,150,0.443152
290,150,0.598773
300,150,0.823532
310,150,1.08429
320,150,1.3482
330,150,1.58755
340,150,1.78156
350,150,1.91622
360,150,1.98326
0,160,2.10868
10,160,2.11204
20,160,2.08167
30,160,2.02169
40,160,1.93938
50,160,1.84506
60,160,1.75124
70,160,1.67123
80,160,1.61706
90,160,1.5972
100,160,1.61476
110,160,1.66679
120,160,1.74503
130,160,1.83763
140,160,1.93137
150,160,2.01356
160,160,2.07353
170,160,2.10346
180,160,2.09882
190,160,2.05854
200,160,1.98513
210,160,1.88461
220,160,1.76634
230,160,1.64243
240,160,1.52669
250,160,1.43302
260,160,1.37334
270,160,1.35553
280,160,1.38188
290,160,1.44866
300,160,1.54697
310,160,1.66448
320,160,1.78759
330,160,1.90328
340,160,2.00046
350,160,2.07073
360,160,2.10868
0,170,2.18412
10,170,2.18993
20,170,2.18668
30,170,2.17559
40,170,2.15872
50,170,2.13878
60,170,2.11879
70,170,2.10173
80,170,2.09009
90,170,2.08556
100,170,2.08876
110,170,2.09911
120,170,2.11498
130,170,2.13389
140,170,2.15287
150,170,2.16886
160,170,2.17915
170,170,2.18162
180,170,2.17509
190,170,2.15937
200,170,2.13538
210,170,2.10503
220,170,2.07109
230,170,2.03687
240,170,2.00589
250,170,1.98146
260,170,1.96626
270,170,1.96199
280,170,1.96915
290,170,1.98698
300,170,2.01354
310,170,2.04603
320,170,2.08112
330,170,2.11535
340,170,2.14553
350,170,2.16905
360,170,2.18412
0,180,2.20543
10,180,2.20543
20,180,2.20543
30,180,2.20543
40,180,2.20543
50,180,2.20543
60,180,2.20543
70,180,2.20543
80,180,2.20543
90,180,2.20543
100,180,2.20543
110,180,2.20543
120,180,2.20543
130,180,2.20543
140,180,2.20543
150,180,2.20543
160,180,2.20543
170,180,2.20543
180,180,2.20543
190,180,2.20543
200,180,2.20543
210,180,2.20543
220,180,2.20543
230,180,2.20543
240,180,2.20543
250,180,2.20543
260,180,2.20543
270,180,2.20543
280,180,2.20543
290,180,2.20543
300,180,2.20542
310,180,2.20542
320,180,2.20543
330,180,2.20543
340,180,2.20543
350,180,2.20543
360,180,2.20543
