Phi[deg],Theta[deg],dB(GainTotal)
300,80,-4.51699
310,80,-2.42454
320,80,-0.882287
330,80,0.233458
340,80,0.985077
350,80,1.41553
360,80,1.56088
0,90,1.52069
10,90,1.39627
20,90,1.00204
30,90,0.306762
40,90,-0.748509
50,90,-2.27067
60,90,-4.46737
70,90,-7.79817
80,90,-13.6849
90,90,-30.9571
100,90,-13.8218
110,90,-7.97715
120,90,-4.62655
130,90,-2.3632
140,90,-0.769543
150,90,0.328866
160,90,1.03246
170,90,1.41442
180,90,1.52404
190,90,1.37748
200,90,0.955559
210,90,0.213275
220,90,-0.911309
230,90,-2.50975
240,90,-4.76118
250,90,-8.10233
260,90,-13.9622
270,90,-33.1402
280,90,-14.0541
290,90,-8.15356
300,90,-4.80094
310,90,-2.54279
320,90,-0.935255
330,90,0.201531
340,90,0.954805
350,90,1.38067
360,90,1.52069
0,100,1.50981
10,100,1.39235
20,100,1.01471
30,100,0.347254
40,100,-0.660128
50,100,-2.09106
60,100,-4.09208
70,100,-6.91282
80,100,-10.8172
90,100,-13.8755
100,100,-10.9578
110,100,-7.09299
120,100,-4.24424
130,100,-2.17228
140,100,-0.668734
150,100,0.381172
160,100,1.05585
170,100,1.4199
180,100,1.51936
190,100,1.37022
200,100,0.956916
210,100,0.24231
220,100,-0.823968
230,100,-2.31481
240,100,-4.36072
250,100,-7.20637
260,100,-11.1431
270,100,-14.2098
280,100,-11.1136
290,100,-7.19023
300,100,-4.34747
310,100,-2.29713
320,100,-0.802615
330,100,0.2627
340,100,0.971625
350,100,1.37509
360,100,1.50981
0,110,1.53028
10,110,1.43193
20,110,1.09685
30,110,0.503233
40,110,-0.378191
50,110,-1.5836
60,110,-3.15121
70,110,-5.06695
80,110,-7.03188
90,110,-8.02373
100,110,-7.1284
110,110,-5.20381
120,110,-3.26732
130,110,-1.64205
140,110,-0.377839
150,110,0.537606
160,110,1.13625
170,110,1.45827
180,110,1.53736
190,110,1.38784
200,110,1.00254
210,110,0.360423
220,110,-0.565859
230,110,-1.80912
240,110,-3.40526
250,110,-5.3437
260,110,-7.32813
270,110,-8.29623
280,110,-7.31044
290,110,-5.32224
300,110,-3.37623
310,110,-1.76801
320,110,-0.517866
330,110,0.404455
340,110,1.03328
350,110,1.40047
360,110,1.53028
0,120,1.58142
10,120,1.50958
20,120,1.23574
30,120,0.748472
40,120,0.0404937
50,120,-0.883244
60,120,-1.99053
70,120,-3.17832
80,120,-4.1929
90,120,-4.63034
100,120,-4.24821
110,120,-3.25912
120,120,-2.05866
130,120,-0.91484
140,120,0.0455763
150,120,0.773468
160,120,1.26112
170,120,1.52237
180,120,1.57602
190,120,1.43392
200,120,1.09771
210,120,0.562598
220,120,-0.176384
230,120,-1.11708
240,120,-2.23345
250,120,-3.42841
260,120,-4.44642
270,120,-4.86826
280,120,-4.44737
290,120,-3.42425
300,120,-2.21489
310,120,-1.07993
320,120,-0.12612
330,120,0.614281
340,120,1.13939
350,120,1.45863
360,120,1.58142
0,130,1.66584
10,130,1.62062
20,130,1.41591
30,130,1.04978
40,130,0.530352
50,130,-0.116628
60,130,-0.838316
70,130,-1.54018
80,130,-2.07735
90,130,-2.29025
100,130,-2.10017
110,130,-1.57286
120,130,-0.863839
130,130,-0.124886
140,130,0.537657
150,130,1.06273
160,130,1.42368
170,130,1.61627
180,130,1.64702
190,130,1.52454
200,130,1.2557
210,130,0.846554
220,130,0.306465
230,130,-0.34443
240,130,-1.06237
250,130,-1.7604
260,130,-2.29548
270,130,-2.50416
280,130,-2.30579
290,130,-1.77178
300,130,-1.06317
310,130,-0.327918
320,130,0.339059
330,130,0.887835
340,130,1.29625
350,130,1.55653
360,130,1.66584
0,140,1.78617
10,140,1.76176
20,140,1.62416
30,140,1.37753
40,140,1.03626
50,140,0.62864
60,140,0.199434
70,140,-0.189804
80,140,-0.467223
90,140,-0.569816
100,140,-0.470552
110,140,-0.193043
120,140,0.200309
130,140,0.634805
140,140,1.04473
150,140,1.38291
160,140,1.62165
170,140,1.74928
180,140,1.76473
190,140,1.67273
200,140,1.48085
210,140,1.19916
220,140,0.842223
230,140,0.433168
240,140,0.00897731
250,140,-0.375701
260,140,-0.652535
270,140,-0.758453
280,140,-0.664786
290,140,-0.393738
300,140,-0.00570268
310,140,0.429098
320,140,0.851458
330,140,1.2197
340,140,1.50758
350,140,1.69952
360,140,1.78617
0,150,1.9335
10,150,1.92271
20,150,1.84356
30,150,1.7018
40,150,1.51026
50,150,1.28945
60,150,1.06689
70,150,0.87456
80,150,0.743894
90,150,0.698597
100,150,0.747574
110,150,0.881742
120,150,1.07679
130,150,1.30025
140,150,1.51931
150,150,1.70646
160,150,1.84227
170,150,1.91568
180,150,1.92273
190,150,1.86484
200,150,1.74741
210,150,1.57933
220,150,1.37333
230,150,1.14699
240,150,0.923406
250,150,0.730376
260,150,0.596728
270,150,0.545588
280,150,0.587012
290,150,0.714221
300,150,0.905976
310,150,1.13335
320,150,1.36681
330,150,1.58077
340,150,1.7553
350,150,1.87603
360,150,1.9335
0,160,2.08198
10,160,2.07935
20,160,2.04527
30,160,1.98363
40,160,1.90166
50,160,1.80955
60,160,1.71943
70,160,1.64396
80,160,1.59427
90,160,1.57802
100,160,1.59778
110,160,1.65045
120,160,1.72793
130,160,1.81877
140,160,1.91031
150,160,1.9907
160,160,2.05037
170,160,2.08282
180,160,2.0848
190,160,2.05618
200,160,1.99959
210,160,1.92017
220,160,1.82528
230,160,1.72426
240,160,1.62787
250,160,1.54731
260,160,1.49279
270,160,1.47173
280,160,1.48725
290,160,1.5374
300,160,1.61557
310,160,1.71179
320,160,1.81444
330,160,1.91199
340,160,1.99413
350,160,2.05267
360,160,2.08198
0,170,2.1958
10,170,2.1971
20,170,2.19053
30,170,2.17724
40,170,2.15921
50,170,2.13899
60,170,2.11945
70,170,2.10336
80,170,2.09302
90,170,2.08994
100,170,2.09461
110,170,2.10641
120,170,2.12374
130,170,2.14422
140,170,2.16507
150,170,2.1835
160,170,2.19702
170,170,2.20375
180,170,2.20262
190,170,2.19344
200,170,2.1769
210,170,2.15454
220,170,2.12852
230,170,2.10149
240,170,2.07627
250,170,2.05558
260,170,2.0417
270,170,2.03618
280,170,2.03964
290,170,2.05167
300,170,2.07088
310,170,2.09507
320,170,2.12153
330,170,2.14734
340,170,2.16974
350,170,2.18644
360,170,2.1958
0,180,2.24196
10,180,2.24196
20,180,2.24196
30,180,2.24196
40,180,2.24196
50,180,2.24196
60,180,2.24196
70,180,2.24196
80,180,2.24196
90,180,2.24196
100,180,2.24196
110,180,2.24196
120,180,2.24196
130,180,2.24196
140,180,2.24196
150,180,2.24196
160,180,2.24196
170,180,2.24196
180,180,2.24196
190,180,2.24196
200,180,2.24196
210,180,2.24196
220,180,2.24196
230,180,2.24196
240,180,2.24196
250,180,2.24196
260,180,2.24196
270,180,2.24196
280,180,2.24196
290,180,2.24196
300,180,2.24196
310,180,2.24196
320,180,2.24196
330,180,2.24196
340,180,2.24196
350,180,2.24196
360,180,2.24196
