Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.01425
10,0,2.01425
20,0,2.01425
30,0,2.01425
40,0,2.01425
50,0,2.01425
60,0,2.01425
70,0,2.01425
80,0,2.01425
90,0,2.01425
100,0,2.01425
110,0,2.01425
120,0,2.01425
130,0,2.01425
140,0,2.01425
150,0,2.01425
160,0,2.01425
170,0,2.01425
180,0,2.01425
190,0,2.01425
200,0,2.01425
210,0,2.01425
220,0,2.01425
230,0,2.01425
240,0,2.01425
250,0,2.01425
260,0,2.01425
270,0,2.01425
280,0,2.01425
290,0,2.01425
300,0,2.01425
310,0,2.01425
320,0,2.01425
330,0,2.01425
340,0,2.01425
350,0,2.01425
360,0,2.01425
0,10,1.99936
10,10,1.99715
20,10,1.98616
30,10,1.968
40,10,1.94512
50,10,1.92051
60,10,1.89738
70,10,1.87878
80,10,1.86719
90,10,1.86416
100,10,1.87011
110,10,1.8842
120,10,1.90451
130,10,1.92827
140,10,1.95224
150,10,1.97318
160,10,1.98817
170,10,1.99505
180,10,1.99257
190,10,1.98059
200,10,1.9601
210,10,1.93307
220,10,1.90234
230,10,1.87128
240,10,1.84339
250,10,1.82192
260,10,1.80943
270,10,1.80742
280,10,1.81615
290,10,1.83458
300,10,1.86053
310,10,1.89102
320,10,1.92261
330,10,1.95189
340,10,1.97583
350,10,1.99213
360,10,1.99936
0,20,1.94452
10,20,1.92883
20,20,1.88017
30,20,1.80376
40,20,1.7079
50,20,1.60361
60,20,1.50382
70,20,1.42191
80,20,1.36968
90,20,1.35511
100,20,1.38068
110,20,1.44269
120,20,1.53201
130,20,1.63595
140,20,1.74054
150,20,1.83258
160,20,1.90112
170,20,1.93824
180,20,1.93952
190,20,1.90412
200,20,1.83485
210,20,1.7381
220,20,1.62355
230,20,1.50363
240,20,1.39239
250,20,1.30396
260,20,1.25038
270,20,1.23937
280,20,1.27261
290,20,1.34525
300,20,1.44694
310,20,1.56407
320,20,1.6822
330,20,1.78824
340,20,1.87167
350,20,1.92515
360,20,1.94452
0,30,1.85983
10,30,1.82544
20,30,1.72215
30,30,1.55718
40,30,1.34385
50,30,1.10296
60,30,0.862839
70,30,0.657198
80,30,0.519741
90,30,0.476041
100,30,0.535331
110,30,0.686819
120,30,0.903222
130,30,1.14935
140,30,1.39075
150,30,1.59908
160,30,1.7538
170,30,1.84163
180,30,1.85543
190,30,1.79335
200,30,1.65885
210,30,1.46139
220,30,1.21728
230,30,0.950117
240,30,0.690498
250,30,0.473828
260,30,0.335039
270,30,0.299911
280,30,0.376116
290,30,0.549606
300,30,0.789337
310,30,1.05729
320,30,1.31793
330,30,1.54359
340,30,1.71555
350,30,1.82278
360,30,1.85983
0,40,1.76554
10,40,1.71328
20,40,1.5497
30,40,1.27876
40,40,0.912747
50,40,0.477908
60,40,0.0192662
70,40,-0.397976
80,40,-0.695265
90,40,-0.802206
100,40,-0.68879
110,40,-0.383939
120,40,0.0397971
130,40,0.500581
140,40,0.932294
150,40,1.29148
160,40,1.55352
170,40,1.7059
180,40,1.74244
190,40,1.66027
200,40,1.46009
210,40,1.14878
220,40,0.743074
230,40,0.27326
240,40,-0.21284
250,40,-0.646968
260,40,-0.945947
270,40,-1.03582
280,40,-0.888863
290,40,-0.542223
300,40,-0.0773956
310,40,0.418189
320,40,0.876748
330,40,1.25624
340,40,1.53545
350,40,1.70604
360,40,1.76554
0,50,1.67488
10,50,1.6089
20,50,1.38924
30,50,1.00969
40,50,0.471061
50,50,-0.207317
60,50,-0.974137
70,50,-1.73006
80,50,-2.31712
90,50,-2.55306
100,50,-2.34313
110,50,-1.76763
120,50,-1.01415
130,50,-0.251999
140,50,0.417228
150,50,0.947312
160,50,1.32361
170,50,1.54508
180,50,1.6126
190,50,1.52309
200,50,1.27005
210,50,0.849381
220,50,0.267059
230,50,-0.453007
240,50,-1.25728
250,50,-2.04146
260,50,-2.63352
270,50,-2.83675
280,50,-2.5627
290,50,-1.91539
300,50,-1.09934
310,50,-0.288713
320,50,0.414884
330,50,0.96729
340,50,1.35806
350,50,1.59175
360,50,1.67488
0,60,1.58698
10,60,1.51123
20,60,1.24602
30,60,0.769088
40,60,0.058793
50,60,-0.891254
60,60,-2.05286
70,60,-3.32362
80,60,-4.44262
90,60,-4.95361
100,60,-4.54167
110,60,-3.45677
120,60,-2.18581
130,60,-1.02721
140,60,-0.0870684
150,60,0.617813
160,60,1.1021
170,60,1.38717
180,60,1.48744
190,60,1.40205
200,60,1.11473
210,60,0.602396
220,60,-0.152684
230,60,-1.15302
240,60,-2.37057
250,60,-3.69695
260,60,-4.83553
270,60,-5.27845
280,60,-4.73767
290,60,-3.54316
300,60,-2.19875
310,60,-0.989055
320,60,-0.0146928
330,60,0.708542
340,60,1.19906
350,60,1.48475
360,60,1.58698
0,70,1.50049
10,70,1.4168
20,70,1.1186
30,70,0.565778
40,70,-0.291455
50,70,-1.50194
60,70,-3.10509
70,70,-5.09752
80,70,-7.23297
90,70,-8.44781
100,70,-7.50889
110,70,-5.38839
120,70,-3.34807
130,70,-1.72332
140,70,-0.509372
150,70,0.355441
160,70,0.930729
170,70,1.26551
180,70,1.39177
190,70,1.31469
200,70,1.00942
210,70,0.430656
220,70,-0.47168
230,70,-1.74523
240,70,-3.43506
250,70,-5.5417
260,70,-7.75596
270,70,-8.80676
280,70,-7.56971
290,70,-5.32642
300,70,-3.24776
310,70,-1.59675
320,70,-0.36465
330,70,0.503496
340,70,1.06892
350,70,1.38819
360,70,1.50049
0,80,1.4291
10,80,1.33745
20,80,1.01764
30,80,0.416203
40,80,-0.539732
50,80,-1.94168
60,80,-3.92156
70,80,-6.71481
80,80,-10.6973
90,80,-14.489
100,80,-11.4774
110,80,-7.22967
120,80,-4.26637
130,80,-2.217
140,80,-0.784144
150,80,0.20072
160,80,0.840325
170,80,1.20633
180,80,1.3465
190,80,1.27425
200,80,0.960557
210,80,0.342585
220,80,-0.658762
230,80,-2.13766
240,80,-4.23916
250,80,-7.23801
260,80,-11.5415
270,80,-14.9028
280,80,-11.0571
290,80,-6.91218
300,80,-4.0339
310,80,-2.01233
320,80,-0.591554
330,80,0.372844
340,80,0.981947
350,80,1.316
360,80,1.4291
0,90,1.39828
10,90,1.29869
20,90,0.967306
30,90,0.347521
40,90,-0.640583
50,90,-2.10625
60,90,-4.22846
70,90,-7.40045
80,90,-12.8603
90,90,-29.3685
100,90,-14.3221
110,90,-8.04852
120,90,-4.61549
130,90,-2.38707
140,90,-0.863601
150,90,0.173227
160,90,0.841033
170,90,1.21873
180,90,1.36101
190,90,1.28688
200,90,0.96808
210,90,0.336287
220,90,-0.698859
230,90,-2.25148
240,90,-4.51612
250,90,-7.95324
260,90,-14.1266
270,90,-32.8146
280,90,-13.1842
290,90,-7.54549
300,90,-4.30362
310,90,-2.14486
320,90,-0.660289
330,90,0.334588
340,90,0.955343
350,90,1.29009
360,90,1.39828
0,100,1.42677
10,100,1.32186
20,100,0.990643
30,100,0.385073
40,100,-0.562494
50,100,-1.94232
60,100,-3.88901
70,100,-6.63223
80,100,-10.4874
90,100,-13.9807
100,100,-11.2101
110,100,-7.1374
120,100,-4.22475
130,100,-2.1815
140,100,-0.734872
150,100,0.26916
160,100,0.922746
170,100,1.29267
180,100,1.42786
190,100,1.34647
200,100,1.02457
210,100,0.402715
220,100,-0.596721
230,100,-2.06725
240,100,-4.15233
250,100,-7.11797
260,100,-11.3143
270,100,-14.415
280,100,-10.7688
290,100,-6.7625
300,100,-3.94664
310,100,-1.9582
320,100,-0.555642
330,100,0.398414
340,100,0.999927
350,100,1.32524
360,100,1.42677
0,110,1.51137
10,110,1.40766
20,110,1.09292
30,110,0.53518
40,110,-0.3085
50,110,-1.48686
60,110,-3.04647
70,110,-4.98835
80,110,-7.05735
90,110,-8.21344
100,110,-7.31666
110,110,-5.27802
120,110,-3.28286
130,110,-1.66332
140,110,-0.428593
150,110,0.465471
160,110,1.06304
170,110,1.40535
180,110,1.52545
190,110,1.43513
200,110,1.11689
210,110,0.530468
220,110,-0.372069
230,110,-1.63787
240,110,-3.31224
250,110,-5.39494
260,110,-7.56794
270,110,-8.56157
280,110,-7.32373
290,110,-5.13232
300,110,-3.10761
310,110,-1.49724
320,110,-0.292075
330,110,0.558995
340,110,1.11162
350,110,1.41691
360,110,1.51137
0,120,1.62773
10,120,1.53412
20,120,1.25525
30,120,0.776001
40,120,0.0794595
50,120,-0.842798
60,120,-1.97126
70,120,-3.21219
80,120,-4.30811
90,120,-4.80977
100,120,-4.41595
110,120,-3.36649
120,120,-2.12083
130,120,-0.963304
140,120,-0.00303915
150,120,0.730421
160,120,1.23804
170,120,1.53339
180,120,1.63082
190,120,1.53461
200,120,1.23471
210,120,0.712579
220,120,-0.047296
