Phi[deg],Theta[deg],dB(GainTotal)
130,30,1.08602
140,30,1.33633
150,30,1.55615
160,30,1.72391
170,30,1.82615
180,30,1.85598
190,30,1.81134
200,30,1.69395
210,30,1.50984
220,30,1.27135
230,30,0.999826
240,30,0.727302
250,30,0.494795
260,30,0.344963
270,30,0.309424
280,30,0.39645
290,30,0.587483
300,30,0.84527
310,30,1.12734
320,30,1.39662
330,30,1.62601
340,30,1.79825
350,30,1.90377
360,30,1.93811
0,40,1.8149
10,40,1.75785
20,40,1.59386
30,40,1.32351
40,40,0.954609
50,40,0.509841
60,40,0.033987
70,40,-0.403351
80,40,-0.716422
90,40,-0.830114
100,40,-0.715898
110,40,-0.407149
120,40,0.021805
130,40,0.490294
140,40,0.932804
150,40,1.30456
160,40,1.57954
170,40,1.7459
180,40,1.80011
190,40,1.74139
200,40,1.56868
210,40,1.28192
220,40,0.887731
230,40,0.40823
240,40,-0.109178
250,40,-0.585568
260,40,-0.918336
270,40,-1.0161
280,40,-0.849665
290,40,-0.471778
300,40,0.0180115
310,40,0.523776
320,40,0.978727
330,40,1.34593
340,40,1.60956
350,40,1.76567
360,40,1.8149
0,50,1.65665
10,50,1.58394
20,50,1.37169
30,50,1.00771
40,50,0.484024
50,50,-0.188944
60,50,-0.964382
70,50,-1.737
80,50,-2.33123
90,50,-2.55048
100,50,-2.31
110,50,-1.7126
120,50,-0.951856
130,50,-0.188165
140,50,0.483897
150,50,1.01819
160,50,1.39822
170,50,1.62477
180,50,1.70484
190,50,1.64145
200,50,1.42783
210,50,1.04973
220,50,0.495597
230,50,-0.227695
240,50,-1.074
250,50,-1.92924
260,50,-2.58888
270,50,-2.81195
280,50,-2.49928
290,50,-1.7956
300,50,-0.94722
310,50,-0.138931
320,50,0.536778
330,50,1.04881
340,50,1.39758
350,50,1.59598
360,50,1.65665
0,60,1.48977
10,60,1.40641
20,60,1.15893
30,60,0.716362
40,60,0.0444985
50,60,-0.878144
60,60,-2.03709
70,60,-3.32968
80,60,-4.46121
90,60,-4.92263
100,60,-4.42209
110,60,-3.28845
120,60,-2.01752
130,60,-0.877694
140,60,0.0424871
150,60,0.728885
160,60,1.1954
170,60,1.46736
180,60,1.56897
190,60,1.50939
200,60,1.274
210,60,0.827683
220,60,0.129671
230,60,-0.846946
240,60,-2.09135
250,60,-3.501
260,60,-4.7542
270,60,-5.2504
280,60,-4.64134
290,60,-3.35224
300,60,-1.96981
310,60,-0.781825
320,60,0.133385
330,60,0.781472
340,60,1.19771
350,60,1.42341
360,60,1.48977
0,70,1.34103
10,70,1.25108
20,70,0.981434
30,70,0.480486
40,70,-0.316167
50,70,-1.47602
60,70,-3.06195
70,70,-5.08868
80,70,-7.27627
90,70,-8.39536
100,70,-7.24532
110,70,-5.06117
120,70,-3.05302
130,70,-1.48345
140,70,-0.327644
150,70,0.479995
160,70,1.00317
170,70,1.29937
180,70,1.41295
190,70,1.36068
200,70,1.11994
210,70,0.632499
220,70,-0.176557
230,70,-1.38061
240,70,-3.04493
250,70,-5.19571
260,70,-7.56421
270,70,-8.77206
280,70,-7.42832
290,70,-5.04613
300,70,-2.93304
310,70,-1.32506
320,70,-0.181223
330,70,0.57882
340,70,1.03889
350,70,1.27534
360,70,1.34103
0,80,1.24086
10,80,1.14632
20,80,0.864331
30,80,0.326816
40,80,-0.555586
50,80,-1.89365
60,80,-3.84574
70,80,-6.68463
80,80,-10.8213
90,80,-14.4281
100,80,-10.887
110,80,-6.70721
120,80,-3.8479
130,80,-1.8961
140,80,-0.565501
150,80,0.314728
160,80,0.861249
170,80,1.16144
180,80,1.27638
190,80,1.2292
200,80,0.991634
210,80,0.487161
220,80,-0.387785
230,80,-1.74983
240,80,-3.75462
250,80,-6.68435
260,80,-11.0216
270,80,-14.8477
280,80,-10.8659
290,80,-6.55785
300,80,-3.6584
310,80,-1.69146
320,80,-0.374283
330,80,0.461267
340,80,0.943792
350,80,1.17988
360,80,1.24086
0,90,1.21632
10,90,1.11793
20,90,0.830465
30,90,0.279426
40,90,-0.635022
50,90,-2.04193
60,90,-4.14353
70,90,-7.37326
80,90,-13.1129
90,90,-31.2417
100,90,-13.3673
110,90,-7.43568
120,90,-4.13911
130,90,-2.0243
140,90,-0.632939
150,90,0.260079
160,90,0.800256
170,90,1.09127
180,90,1.20121
190,90,1.15476
200,90,0.921623
210,90,0.418566
220,90,-0.470008
230,90,-1.87998
240,90,-4.00901
250,90,-7.29013
260,90,-13.1489
270,90,-31.0959
280,90,-13.0335
290,90,-7.20828
300,90,-3.93384
310,90,-1.81708
320,90,-0.429189
330,90,0.436575
340,90,0.926587
350,90,1.15999
360,90,1.21632
0,100,1.27435
10,100,1.17375
20,100,0.887297
30,100,0.346807
40,100,-0.538675
50,100,-1.87981
60,100,-3.82847
70,100,-6.63737
80,100,-10.6555
90,100,-14.0688
100,100,-10.7788
110,100,-6.6683
120,100,-3.80045
130,100,-1.84189
140,100,-0.527469
150,100,0.318582
160,100,0.829481
170,100,1.10508
180,100,1.20862
190,100,1.1606
200,100,0.931879
210,100,0.44615
220,100,-0.402414
230,100,-1.73412
240,100,-3.70295
250,100,-6.5707
260,100,-10.7331
270,100,-14.2793
280,100,-10.7066
290,100,-6.53325
300,100,-3.65292
310,100,-1.67657
320,100,-0.344949
330,100,0.500489
340,100,0.985883
350,100,1.21918
360,100,1.27435
0,110,1.39315
10,110,1.29468
20,110,1.01845
30,110,0.51297
40,110,-0.287695
50,110,-1.45037
60,110,-3.03057
70,110,-5.0285
80,110,-7.15755
90,110,-8.25395
100,110,-7.16463
110,110,-5.00342
120,110,-2.97777
130,110,-1.40181
140,110,-0.275603
150,110,0.474901
160,110,0.93908
170,110,1.19471
180,110,1.29118
190,110,1.24185
200,110,1.02161
210,110,0.570987
220,110,-0.189179
230,110,-1.33836
240,110,-2.94197
250,110,-5.01389
260,110,-7.27866
270,110,-8.4706
280,110,-7.28571
290,110,-5.01253
300,110,-2.92434
310,110,-1.30321
320,110,-0.137831
330,110,0.637381
340,110,1.10231
350,110,1.33532
360,110,1.39315
0,120,1.5337
10,120,1.44384
20,120,1.19097
30,120,0.744726
40,120,0.0705478
50,120,-0.852288
60,120,-2.00589
70,120,-3.28431
80,120,-4.39882
90,120,-4.85823
100,120,-4.36647
110,120,-3.22511
120,120,-1.93603
130,120,-0.797524
140,120,0.0853892
150,120,0.708607
160,120,1.11133
170,120,1.34002
180,120,1.42615
190,120,1.37668
200,120,1.17316
210,120,0.776754
220,120,0.140704
230,120,-0.769582
240,120,-1.94861
250,120,-3.29831
260,120,-4.51803
270,120,-5.05266
280,120,-4.54245
290,120,-3.3294
300,120,-1.9703
310,120,-0.772166
320,120,0.162892
330,120,0.826112
340,120,1.24844
350,120,1.4728
360,120,1.5337
0,130,1.66378
10,130,1.58853
20,130,1.37401
30,130,1.00904
40,130,0.486157
50,130,-0.183771
60,130,-0.95349
70,130,-1.71794
80,130,-2.30318
90,130,-2.51326
100,130,-2.25998
110,130,-1.64496
120,130,-0.871997
130,130,-0.117096
140,130,0.518982
150,130,0.999747
160,130,1.32766
170,130,1.51995
180,130,1.59091
190,130,1.54303
200,130,1.36566
210,130,1.03929
220,130,0.545337
230,130,-0.117945
240,130,-0.913656
250,130,-1.73895
260,130,-2.40462
270,130,-2.67807
280,130,-2.43875
290,130,-1.79283
300,130,-0.969217
310,130,-0.160212
320,130,0.52678
330,130,1.0497
340,130,1.4046
350,130,1.60451
360,130,1.66378
0,140,1.77215
10,140,1.71549
20,140,1.55236
30,140,1.28445
40,140,0.920466
50,140,0.483648
60,140,0.0189356
70,140,-0.404092
80,140,-0.699673
90,140,-0.792893
100,140,-0.656842
110,140,-0.329562
120,140,0.107338
130,140,0.567177
140,140,0.984466
150,140,1.32184
160,140,1.56468
170,140,1.71117
180,140,1.76302
190,140,1.71975
200,140,1.57733
210,140,1.33074
220,140,0.98007
230,140,0.539619
240,140,0.0482186
250,140,-0.423663
260,140,-0.779034
270,140,-0.92353
280,140,-0.813348
290,140,-0.482939
300,140,-0.0219499
310,140,0.47244
320,140,0.926608
330,140,1.297
340,140,1.56392
350,140,1.72206
360,140,1.77215
0,150,1.86148
10,150,1.82551
20,150,1.72092
30,150,1.5544
40,150,1.33864
50,150,1.09434
60,150,0.85083
70,150,0.643916
80,150,0.509585
90,150,0.474283
100,150,0.545701
110,150,0.709632
120,150,0.935248
130,150,1.18539
140,150,1.4261
150,150,1.63194
160,150,1.78682
170,150,1.88201
180,150,1.91335
190,150,1.879
200,150,1.77887
210,150,1.61561
220,150,1.39713
230,150,1.13977
240,150,0.870703
250,150,0.627392
260,150,0.451815
270,150,0.37907
280,150,0.424548
290,150,0.577549
300,150,0.80604
310,150,1.06881
320,150,1.32712
330,150,1.55115
340,150,1.72127
350,150,1.82641
360,150,1.86148
0,160,1.93546
10,160,1.91921
20,160,1.86984
30,160,1.79259
40,160,1.69595
50,160,1.59132
60,160,1.49219
70,160,1.41256
80,160,1.3646
90,160,1.3563
100,160,1.38954
110,160,1.45972
120,160,1.55681
130,160,1.66765
140,160,1.77845
150,160,1.87678
160,160,1.95278
170,160,1.99954
180,160,2.01295
190,160,1.99153
200,160,1.93638
210,160,1.85136
220,160,1.74347
230,160,1.62305
240,160,1.50347
250,160,1.39982
260,160,1.32656
270,160,1.29455
280,160,1.30836
290,160,1.36507
300,160,1.45509
310,160,1.56448
320,160,1.67801
330,160,1.78156
340,160,1.86375
350,160,1.91657
360,160,1.93546
0,170,1.99526
10,170,1.99253
20,170,1.98149
30,170,1.96379
40,170,1.94188
50,170,1.91883
60,170,1.89792
70,170,1.88224
80,170,1.87425
90,170,1.87546
100,170,1.88615
110,170,1.90536
120,170,1.931
130,170,1.96019
140,170,1.98962
150,170,2.01597
160,170,2.0363
170,170,2.04831
180,170,2.05057
190,170,2.04265
200,170,2.02512
210,170,1.99958
220,170,1.96848
230,170,1.93501
240,170,1.90269
250,170,1.87505
260,170,1.8551
270,170,1.84498
280,170,1.84554
290,170,1.8563
300,170,1.87547
310,170,1.90025
320,170,1.92729
330,170,1.9531
340,170,1.97453
350,170,1.9891
360,170,1.99526
0,180,2.0379
10,180,2.0379
20,180,2.0379
30,180,2.0379
40,180,2.0379
50,180,2.0379
60,180,2.0379
70,180,2.0379
80,180,2.0379
90,180,2.0379
100,180,2.0379
110,180,2.0379
120,180,2.0379
130,180,2.0379
140,180,2.0379
150,180,2.0379
160,180,2.0379
170,180,2.0379
180,180,2.0379
190,180,2.0379
200,180,2.0379
210,180,2.0379
220,180,2.0379
230,180,2.0379
240,180,2.0379
250,180,2.0379
260,180,2.0379
270,180,2.0379
280,180,2.0379
290,180,2.0379
300,180,2.0379
310,180,2.0379
320,180,2.0379
330,180,2.0379
340,180,2.0379
350,180,2.0379
360,180,2.0379
