Phi[deg],Theta[deg],dB(GainTotal)
0,0,2.25047
10,0,2.25047
20,0,2.25047
30,0,2.25047
40,0,2.25047
50,0,2.25047
60,0,2.25047
70,0,2.25047
80,0,2.25047
90,0,2.25047
100,0,2.25047
110,0,2.25047
120,0,2.25047
130,0,2.25047
140,0,2.25047
150,0,2.25047
160,0,2.25047
170,0,2.25047
180,0,2.25047
190,0,2.25047
200,0,2.25047
210,0,2.25047
220,0,2.25047
230,0,2.25047
240,0,2.25047
250,0,2.25047
260,0,2.25047
270,0,2.25047
280,0,2.25047
290,0,2.25047
300,0,2.25047
310,0,2.25047
320,0,2.25047
330,0,2.25047
340,0,2.25047
350,0,2.25047
360,0,2.25047
0,10,2.19557
10,10,2.2048
20,10,2.20558
30,10,2.19915
40,10,2.18763
50,10,2.17371
60,10,2.16034
70,10,2.15026
80,10,2.14564
90,10,2.14776
100,10,2.15681
110,10,2.17183
120,10,2.1909
130,10,2.21137
140,10,2.23027
150,10,2.24466
160,10,2.25202
170,10,2.25051
180,10,2.23922
190,10,2.21821
200,10,2.1886
210,10,2.15245
220,10,2.11264
230,10,2.07257
240,10,2.03584
250,10,2.00588
260,10,1.9855
270,10,1.97658
280,10,1.97979
290,10,1.99451
300,10,2.01893
310,10,2.05028
320,10,2.0852
330,10,2.12017
340,10,2.15189
350,10,2.17765
360,10,2.19557
0,20,2.09332
10,20,2.10135
20,20,2.07524
30,20,2.01996
40,20,1.94395
50,20,1.85851
60,20,1.7766
70,20,1.71117
80,20,1.6731
90,20,1.66919
100,20,1.70075
110,20,1.76334
120,20,1.84771
130,20,1.94172
140,20,2.03247
150,20,2.10807
160,20,2.1589
170,20,2.1782
180,20,2.16233
190,20,2.11086
200,20,2.02655
210,20,1.91544
220,20,1.78663
230,20,1.65199
240,20,1.52524
250,20,1.42051
260,20,1.35034
270,20,1.32341
280,20,1.34285
290,20,1.4055
300,20,1.50267
310,20,1.62184
320,20,1.74889
330,20,1.87008
340,20,1.97347
350,20,2.04988
360,20,2.09332
0,30,1.97489
10,30,1.97483
20,30,1.90036
30,30,1.75984
40,30,1.5689
50,30,1.35059
60,30,1.13447
70,30,0.953691
80,30,0.839591
90,30,0.814177
100,30,0.883251
110,30,1.03414
120,30,1.23982
130,30,1.46706
140,30,1.68411
150,30,1.86517
