Phi[deg],Theta[deg],dB(GainTotal)
210,50,0.828624
220,50,0.18904
230,50,-0.578721
240,50,-1.4151
250,50,-2.21623
260,50,-2.82401
270,50,-3.06101
280,50,-2.83577
290,50,-2.22284
300,50,-1.40351
310,50,-0.551247
320,50,0.219836
330,50,0.850783
340,50,1.31916
350,50,1.62157
360,50,1.75999
0,60,1.64375
10,60,1.60297
20,60,1.347
30,60,0.861413
40,60,0.138126
50,60,-0.812543
60,60,-1.94478
70,60,-3.13687
80,60,-4.12119
90,60,-4.50322
100,60,-4.08081
110,60,-3.09452
120,60,-1.92827
130,60,-0.823476
140,60,0.112105
150,60,0.833279
160,60,1.32485
170,60,1.59014
180,60,1.63926
190,60,1.47679
200,60,1.09716
210,60,0.489995
220,60,-0.349617
230,60,-1.41105
240,60,-2.6532
250,60,-3.96406
260,60,-5.07721
270,60,-5.55112
280,60,-5.10233
290,60,-3.97622
300,60,-2.63435
310,60,-1.37235
320,60,-0.311212
330,60,0.514663
340,60,1.10674
350,60,1.479
360,60,1.64375
0,70,1.55288
10,70,1.49752
20,70,1.19008
30,70,0.600821
40,70,-0.303332
50,70,-1.55056
60,70,-3.15795
70,70,-5.0846
80,70,-7.00494
90,70,-7.89056
100,70,-6.91707
110,70,-4.99942
120,70,-3.11231
130,70,-1.53868
140,70,-0.309002
150,70,0.587801
160,70,1.17192
170,70,1.47498
180,70,1.52926
190,70,1.34837
200,70,0.919693
210,70,0.21425
220,70,-0.79896
230,70,-2.14776
240,70,-3.85663
250,70,-5.90908
260,70,-8.02338
270,70,-9.1075
280,70,-8.07226
290,70,-5.92609
300,70,-3.83151
310,70,-2.10495
320,70,-0.759454
330,70,0.243353
340,70,0.942075
350,70,1.37029
360,70,1.55288
0,80,1.4901
10,80,1.42045
20,80,1.07748
30,80,0.419598
40,80,-0.610166
50,80,-2.08616
60,80,-4.12985
70,80,-6.96439
80,80,-10.8288
90,80,-13.6952
100,80,-10.6849
110,80,-6.86515
120,80,-4.0758
130,80,-2.05885
140,80,-0.595385
150,80,0.423954
160,80,1.06504
170,80,1.38848
180,80,1.44628
190,80,1.25871
200,80,0.805171
210,80,0.0393388
220,80,-1.09363
230,80,-2.66321
240,80,-4.79215
250,80,-7.72634
260,80,-11.8245
270,80,-15.2378
280,80,-11.8844
290,80,-7.72914
300,80,-4.76393
310,80,-2.62998
320,80,-1.06548
330,80,0.0662467
340,80,0.83892
350,80,1.30143
360,80,1.4901
0,90,1.46217
10,90,1.38152
20,90,1.02304
30,90,0.342684
40,90,-0.726347
50,90,-2.28265
60,90,-4.51052
70,90,-7.84698
80,90,-13.7131
90,90,-29.8255
100,90,-13.591
110,90,-7.78397
120,90,-4.46702
130,90,-2.24467
140,90,-0.690031
150,90,0.369272
160,90,1.02659
170,90,1.3567
180,90,1.41856
190,90,1.23312
200,90,0.775026
210,90,-0.00956067
220,90,-1.18459
230,90,-2.83748
240,90,-5.14272
250,90,-8.53313
260,90,-14.4265
270,90,-30.8461
280,90,-14.349
290,90,-8.48763
300,90,-5.11235
310,90,-2.81948
320,90,-1.1726
330,90,0.00755226
340,90,0.806341
350,90,1.27741
360,90,1.46217
0,100,1.47343
10,100,1.38996
20,100,1.03994
30,100,0.387181
40,100,-0.625357
50,100,-2.08063
60,100,-4.11628
70,100,-6.9772
80,100,-10.9621
90,100,-14.1219
100,100,-10.9529
110,100,-6.9615
120,100,-4.08895
130,100,-2.03873
140,100,-0.574112
150,100,0.433896
160,100,1.06702
170,100,1.39149
180,100,1.45699
190,100,1.27915
200,100,0.833808
210,100,0.0735661
220,100,-1.05468
230,100,-2.61791
240,100,-4.73593
250,100,-7.63501
260,100,-11.5523
270,100,-14.4537
280,100,-11.4367
290,100,-7.56724
300,100,-4.70643
310,100,-2.60869
320,100,-1.05363
330,100,0.0762724
340,100,0.84525
350,100,1.29859
360,100,1.47343
0,110,1.52376
10,110,1.44887
20,110,1.13308
30,110,0.553407
40,110,-0.32503
50,110,-1.5447
60,110,-3.14675
70,110,-5.11542
80,110,-7.14161
90,110,-8.14454
100,110,-7.15136
110,110,-5.12044
120,110,-3.13488
130,110,-1.51178
140,110,-0.276455
150,110,0.60581
160,110,1.17798
170,110,1.48151
180,110,1.54693
190,110,1.38175
200,110,0.968082
210,110,0.275135
220,110,-0.725881
230,110,-2.05894
240,110,-3.74352
250,110,-5.74503
260,110,-7.73745
270,110,-8.67109
280,110,-7.68399
290,110,-5.69719
300,110,-3.71705
310,110,-2.04868
320,110,-0.728003
330,110,0.26325
340,110,0.950846
350,110,1.36249
360,110,1.52376
0,120,1.61291
10,120,1.55631
20,120,1.29609
30,120,0.82165
40,120,0.120629
50,120,-0.811134
60,120,-1.94795
70,120,-3.18247
80,120,-4.24001
90,120,-4.68206
100,120,-4.25209
110,120,-3.19726
120,120,-1.95386
130,120,-0.801401
140,120,0.145876
150,120,0.858005
160,120,1.33899
170,120,1.6031
180,120,1.66168
190,120,1.51551
200,120,1.15464
210,120,0.566669
220,120,-0.252142
230,120,-1.28812
240,120,-2.49603
250,120,-3.75634
260,120,-4.79793
270,120,-5.21121
280,120,-4.77393
290,120,-3.7247
300,120,-2.46849
310,120,-1.27106
320,120,-0.251859
330,120,0.54662
340,120,1.11732
350,120,1.46877
360,120,1.61291
0,130,1.74104
10,130,1.70639
20,130,1.51248
30,130,1.15733
40,130,0.644351
50,130,-0.00833469
60,130,-0.752479
70,130,-1.48876
80,130,-2.05691
90,130,-2.27937
100,130,-2.07183
110,130,-1.51326
120,130,-0.778512
130,130,-0.0286078
140,130,0.634634
150,130,1.16089
160,130,1.53071
170,130,1.73881
180,130,1.78361
190,130,1.66244
200,130,1.37202
210,130,0.913446
220,130,0.299348
230,130,-0.438371
240,130,-1.23851
250,130,-1.99639
260,130,-2.55839
270,130,-2.76326
280,130,-2.53988
290,130,-1.96555
300,130,-1.20467
310,130,-0.412302
320,130,0.307584
330,130,0.89885
340,130,1.33775
350,130,1.61828
360,130,1.74104
0,140,1.90027
10,140,1.88509
20,140,1.75676
30,140,1.5184
40,140,1.18089
50,140,0.768209
60,140,0.323281
70,140,-0.0890048
80,140,-0.388818
90,140,-0.504844
100,140,-0.406788
110,140,-0.12179
120,140,0.28118
130,140,0.723408
140,140,1.14005
150,140,1.4874
160,140,1.73973
170,140,1.88308
180,140,1.91
190,140,1.81708
200,140,1.60521
210,140,1.28211
220,140,0.865988
230,140,0.389401
240,140,-0.09781
250,140,-0.528519
260,140,-0.826443
270,140,-0.927409
280,140,-0.807244
290,140,-0.495053
300,140,-0.0587415
310,140,0.423918
320,140,0.887489
330,140,1.28709
340,140,1.59667
350,140,1.80311
360,140,1.90027
0,150,2.06605
10,150,2.06477
20,150,1.99357
30,150,1.85733
40,150,1.66718
50,150,1.44205
60,150,1.20918
70,150,1.00226
80,150,0.855999
90,150,0.797546
100,150,0.837869
110,150,0.96803
120,150,1.16266
130,150,1.3883
140,150,1.61182
150,150,1.80565
160,150,1.94952
170,150,2.03001
180,150,2.03939
190,150,1.97495
200,150,1.83917
210,150,1.64058
220,150,1.39479
230,150,1.12523
240,150,0.862491
250,150,0.641524
260,150,0.496006
270,150,0.450405
280,150,0.512645
290,150,0.671354
300,150,0.899642
310,150,1.16321
320,150,1.42854
330,150,1.66809
340,150,1.86199
350,150,1.99722
360,150,2.06605
0,160,2.20273
10,160,2.20913
20,160,2.18164
30,160,2.12385
40,160,2.04264
50,160,1.94796
60,160,1.85219
70,160,1.7687
80,160,1.70978
90,160,1.68433
100,160,1.69595
110,160,1.74217
120,160,1.8151
130,160,1.90319
140,160,1.99341
150,160,2.07329
160,160,2.13227
170,160,2.16253
180,160,2.1594
190,160,2.1215
200,160,2.0509
210,160,1.9532
220,160,1.83741
230,160,1.71544
240,160,1.60113
250,160,1.50855
260,160,1.44989
270,160,1.43325
280,160,1.46103
290,160,1.52945
300,160,1.62945
310,160,1.74856
320,160,1.87316
330,160,1.99039
340,160,2.0894
350,160,2.16198
360,160,2.20273
0,170,2.2822
10,170,2.28942
20,170,2.28728
30,170,2.27687
40,170,2.26014
50,170,2.23973
60,170,2.21865
70,170,2.19988
80,170,2.18602
90,170,2.17888
100,170,2.17922
110,170,2.18663
120,170,2.19965
130,170,2.21594
140,170,2.23265
150,170,2.24684
160,170,2.25582
170,170,2.25751
180,170,2.25069
190,170,2.23513
200,170,2.21166
210,170,2.18211
220,170,2.14915
230,170,2.11603
240,170,2.08622
250,170,2.06302
260,170,2.04909
270,170,2.04614
280,170,2.05468
290,170,2.07392
300,170,2.10196
310,170,2.13598
320,170,2.17265
330,170,2.20851
340,170,2.24036
350,170,2.26554
360,170,2.2822
0,180,2.29596
10,180,2.29596
20,180,2.29596
30,180,2.29596
40,180,2.29596
50,180,2.29596
60,180,2.29596
70,180,2.29596
80,180,2.29596
90,180,2.29596
100,180,2.29596
110,180,2.29596
120,180,2.29596
130,180,2.29596
140,180,2.29596
150,180,2.29596
160,180,2.29596
170,180,2.29596
180,180,2.29596
190,180,2.29596
200,180,2.29596
210,180,2.29596
220,180,2.29596
230,180,2.29596
240,180,2.29596
250,180,2.29596
260,180,2.29596
270,180,2.29596
280,180,2.29596
290,180,2.29596
300,180,2.29596
310,180,2.29596
320,180,2.29596
330,180,2.29596
340,180,2.29596
350,180,2.29596
360,180,2.29596
