Phi[deg],Theta[deg],dB(GainTotal)
200,90,0.992976
210,90,0.309044
220,90,-0.759896
230,90,-2.31451
240,90,-4.54072
250,90,-7.88576
260,90,-13.8074
270,90,-32.4456
280,90,-13.728
290,90,-7.92381
300,90,-4.62186
310,90,-2.40849
320,90,-0.85435
330,90,0.222596
340,90,0.925105
350,90,1.32551
360,90,1.47164
0,100,1.50788
10,100,1.41775
20,100,1.07341
30,100,0.431459
40,100,-0.566409
50,100,-1.99888
60,100,-3.9977
70,100,-6.80456
80,100,-10.7075
90,100,-13.8008
100,100,-10.7907
110,100,-6.90105
120,100,-4.08891
130,100,-2.06927
140,100,-0.60724
150,100,0.416489
160,100,1.07155
170,100,1.41882
180,100,1.5129
190,100,1.37971
200,100,1.00195
210,100,0.330062
220,100,-0.698438
230,100,-2.16252
240,100,-4.19695
250,100,-7.05721
260,100,-11.0679
270,100,-14.2629
280,100,-11.0809
290,100,-7.12614
300,100,-4.28502
310,100,-2.24262
320,100,-0.763236
330,100,0.279735
340,100,0.967485
350,100,1.36247
360,100,1.50788
0,110,1.58511
10,110,1.49921
20,110,1.17915
30,110,0.595467
40,110,-0.287177
50,110,-1.50444
60,110,-3.08926
70,110,-5.02652
80,110,-7.0194
90,110,-8.00947
100,110,-7.05192
110,110,-5.08699
120,110,-3.15693
130,110,-1.5572
140,110,-0.314949
150,110,0.587642
160,110,1.17748
170,110,1.49215
180,110,1.5703
190,110,1.43161
200,110,1.06615
210,110,0.443217
220,110,-0.472978
230,110,-1.7185
240,110,-3.33154
250,110,-5.30937
260,110,-7.36516
270,110,-8.39769
280,110,-7.39591
290,110,-5.36469
300,110,-3.38585
310,110,-1.75142
320,110,-0.481862
330,110,0.450324
340,110,1.08133
350,110,1.44947
360,110,1.58511
0,120,1.68752
10,120,1.60977
20,120,1.33016
30,120,0.835348
40,120,0.114264
50,120,-0.830691
60,120,-1.96688
70,120,-3.18754
80,120,-4.22778
90,120,-4.66308
100,120,-4.24969
110,120,-3.23082
120,120,-2.01858
130,120,-0.872905
140,120,0.0903534
150,120,0.824799
160,120,1.31968
170,120,1.58676
180,120,1.64612
190,120,1.51069
200,120,1.17913
210,120,0.640942
220,120,-0.112525
230,120,-1.07847
240,120,-2.22817
250,120,-3.46224
260,120,-4.51916
270,120,-4.96218
280,120,-4.53086
290,120,-3.47625
300,120,-2.22765
310,120,-1.05117
320,120,-0.059388
330,120,0.708585
340,120,1.24756
350,120,1.569
360,120,1.68752
0,130,1.79994
10,130,1.73541
20,130,1.50961
30,130,1.12211
40,130,0.57949
50,130,-0.0949453
60,130,-0.84852
70,130,-1.58231
80,130,-2.14246
90,130,-2.36093
100,130,-2.16023
110,130,-1.61606
120,130,-0.890454
130,130,-0.134302
140,130,0.548206
150,130,1.09504
160,130,1.47635
170,130,1.68524
180,130,1.72691
190,130,1.60868
200,130,1.33518
210,130,0.910378
220,130,0.344076
230,130,-0.339737
240,130,-1.09122
250,130,-1.81687
260,130,-2.36738
270,130,-2.57466
280,130,-2.35798
290,130,-1.79289
300,130,-1.0448
310,130,-0.266122
320,130,0.441627
330,130,1.02085
340,130,1.44422
350,130,1.70358
360,130,1.79994
0,140,1.91232
10,140,1.8652
20,140,1.70162
30,140,1.42817
40,140,1.0595
50,140,0.623193
60,140,0.164437
70,140,-0.252421
80,140,-0.55108
90,140,-0.665011
100,140,-0.566786
110,140,-0.281992
120,140,0.125182
130,140,0.579185
140,140,1.01304
150,140,1.37692
160,140,1.63977
170,140,1.78681
180,140,1.81462
190,140,1.72614
200,140,1.52782
210,140,1.22986
220,140,0.849124
230,140,0.413267
240,140,-0.0348596
250,140,-0.434941
260,140,-0.71475
270,140,-0.810179
280,140,-0.694298
290,140,-0.392395
300,140,0.0318628
310,140,0.504345
320,140,0.96063
330,140,1.35337
340,140,1.65226
350,140,1.84087
360,140,1.91232
0,150,2.01674
10,150,1.98838
20,150,1.88785
30,150,1.72279
40,150,1.50705
50,150,1.26171
60,150,1.0151
70,150,0.800685
80,150,0.651836
90,150,0.593998
100,150,0.637104
110,150,0.772328
120,150,0.975043
130,150,1.21193
140,150,1.44856
150,150,1.65512
160,150,1.80957
170,150,1.89834
180,150,1.9155
190,150,1.86117
200,150,1.74038
210,150,1.5628
220,150,1.34324
230,150,1.10244
240,150,0.867196
250,150,0.668631
260,150,0.537702
270,150,0.497998
280,150,0.558495
290,150,0.710295
300,150,0.929452
310,150,1.1839
320,150,1.44065
330,150,1.6709
340,150,1.8525
350,150,1.97055
360,150,2.01674
0,160,2.10222
10,160,2.08997
20,160,2.04324
30,160,1.96686
40,160,1.86894
50,160,1.76042
60,160,1.65424
70,160,1.5639
80,160,1.50147
90,160,1.47546
100,160,1.4891
110,160,1.53965
120,160,1.61896
130,160,1.71512
140,160,1.81459
150,160,1.90433
160,160,1.97343
170,160,2.01411
180,160,2.02212
190,160,1.9967
200,160,1.94041
210,160,1.85887
220,160,1.76046
230,160,1.65592
240,160,1.55753
250,160,1.47785
260,160,1.42794
270,160,1.41546
280,160,1.44305
290,160,1.50776
300,160,1.60152
310,160,1.71269
320,160,1.828
330,160,1.93445
340,160,2.0208
350,160,2.07851
360,160,2.10222
0,170,2.15399
10,170,2.15181
20,170,2.1404
30,170,2.12119
40,170,2.09649
50,170,2.06922
60,170,2.04263
70,170,2.01984
80,170,2.00352
90,170,1.99547
100,170,1.99637
110,170,2.00575
120,170,2.02199
130,170,2.04262
140,170,2.06464
150,170,2.08497
160,170,2.1008
170,170,2.10995
180,170,2.11111
190,170,2.10392
200,170,2.08907
210,170,2.06816
220,170,2.04357
230,170,2.01818
240,170,1.9951
250,170,1.97726
260,170,1.96705
270,170,1.96605
280,170,1.9747
290,170,1.99232
300,170,2.01712
310,170,2.04648
320,170,2.07723
330,170,2.10608
340,170,2.12999
350,170,2.14651
360,170,2.15399
0,180,2.15853
10,180,2.15853
20,180,2.15853
30,180,2.15853
40,180,2.15853
50,180,2.15853
60,180,2.15853
70,180,2.15853
80,180,2.15853
90,180,2.15853
100,180,2.15853
110,180,2.15853
120,180,2.15853
130,180,2.15853
140,180,2.15853
150,180,2.15853
160,180,2.15853
170,180,2.15853
180,180,2.15853
190,180,2.15853
200,180,2.15853
210,180,2.15853
220,180,2.15853
230,180,2.15853
240,180,2.15853
250,180,2.15853
260,180,2.15853
270,180,2.15853
280,180,2.15853
290,180,2.15853
300,180,2.15853
310,180,2.15853
320,180,2.15853
330,180,2.15853
340,180,2.15853
350,180,2.15853
360,180,2.15853
