Phi[deg],Theta[deg],dB(GainTotal)
0,0,1.92739
10,0,1.92739
20,0,1.92739
30,0,1.92739
40,0,1.92739
50,0,1.92739
60,0,1.92739
70,0,1.92739
80,0,1.92739
90,0,1.92739
100,0,1.92739
110,0,1.92739
120,0,1.92739
130,0,1.92739
140,0,1.92739
150,0,1.92739
160,0,1.92739
170,0,1.92739
180,0,1.92739
190,0,1.92739
200,0,1.92739
210,0,1.92739
220,0,1.92739
230,0,1.92739
240,0,1.92739
250,0,1.92739
260,0,1.92739
270,0,1.92739
280,0,1.92739
290,0,1.92739
300,0,1.92739
310,0,1.92739
320,0,1.92739
330,0,1.92739
340,0,1.92739
350,0,1.92739
360,0,1.92739
0,10,1.91944
10,10,1.92954
20,10,1.93007
30,10,1.92205
40,10,1.90739
50,10,1.88862
60,10,1.86864
70,10,1.85033
80,10,1.83624
90,10,1.8282
100,10,1.82715
110,10,1.83294
120,10,1.84441
130,10,1.85953
140,10,1.87569
150,10,1.89003
160,10,1.89979
170,10,1.90268
180,10,1.89713
190,10,1.88253
200,10,1.85937
210,10,1.82923
220,10,1.79465
230,10,1.75891
240,10,1.72569
250,10,1.6986
260,10,1.68073
270,10,1.67423
280,10,1.68001
290,10,1.69758
300,10,1.72516
310,10,1.75992
320,10,1.79834
330,10,1.83669
340,10,1.87146
350,10,1.89973
360,10,1.91944
0,20,1.87916
10,20,1.88926
20,20,1.86434
30,20,1.8088
40,20,1.72991
50,20,1.63746
60,20,1.54314
70,20,1.45939
80,20,1.39769
90,20,1.36661
100,20,1.37019
110,20,1.40717
120,20,1.47144
130,20,1.55331
140,20,1.64119
150,20,1.72314
160,20,1.78814
170,20,1.82707
180,20,1.83346
190,20,1.80413
200,20,1.73963
210,20,1.64447
220,20,1.52712
230,20,1.3995
240,20,1.27597
250,20,1.17177
260,20,1.10072
270,20,1.07289
280,20,1.09252
290,20,1.15719
300,20,1.25835
310,20,1.38307
320,20,1.51643
330,20,1.64374
340,20,1.75236
350,20,1.8328
360,20,1.87916
0,30,1.8187
10,30,1.81733
20,30,1.74322
30,30,1.60419
40,30,1.41305
50,30,1.18872
60,30,0.956973
70,30,0.749132
80,30,0.597448
90,30,0.527454
100,30,0.55034
110,30,0.659668
120,30,0.834437
130,30,1.04608
140,30,1.2651
150,30,1.46492
160,30,1.62347
170,30,1.72365
180,30,1.75363
190,30,1.70735
200,30,1.58497
210,30,1.39364
220,30,1.14817
230,30,0.871529
240,30,0.594497
250,30,0.35345
260,30,0.185182
270,30,0.118624
280,30,0.166209
290,30,0.319732
300,30,0.553424
310,30,0.831956
320,30,1.11871
330,30,1.38148
340,30,1.59544
350,30,1.74406
360,30,1.8187
0,40,1.74969
10,40,1.7293
20,40,1.59088
30,40,1.34234
40,40,0.997258
50,40,0.580394
60,40,0.133893
70,40,-0.279935
80,40,-0.58543
90,40,-0.715302
100,40,-0.640516
110,40,-0.385074
120,40,-0.0108353
130,40,0.411925
140,40,0.824229
150,40,1.18286
160,40,1.45751
170,40,1.6275
180,40,1.67981
190,40,1.60804
200,40,1.41221
210,40,1.09973
220,40,0.687796
230,40,0.206774
240,40,-0.295852
250,40,-0.753114
260,40,-1.08397
270,40,-1.21491
280,40,-1.11305
290,40,-0.804136
300,40,-0.356756
310,40,0.149621
320,40,0.64632
330,40,1.08201
340,40,1.42225
350,40,1.6474
360,40,1.74969
0,50,1.67599
10,50,1.63538
20,50,1.4299
30,50,1.0609
40,50,0.533507
50,50,-0.131666
60,50,-0.883297
70,50,-1.62211
80,50,-2.19315
90,50,-2.42567
100,50,-2.23838
110,50,-1.70804
120,50,-1.0019
130,50,-0.270227
140,50,0.392417
150,50,0.93456
160,50,1.32872
170,50,1.56065
180,50,1.62405
190,50,1.5168
200,50,1.2388
210,50,0.79307
220,50,0.19034
230,50,-0.543517
240,50,-1.35582
250,50,-2.14784
260,50,-2.75943
270,50,-3.00559
280,50,-2.79447
290,50,-2.20812
300,50,-1.4258
310,50,-0.606721
320,50,0.147004
330,50,0.776096
340,50,1.24787
350,50,1.54826
360,50,1.67599
0,60,1.59626
10,60,1.5398
20,60,1.2763
30,60,0.792571
40,60,0.0748364
50,60,-0.875952
60,60,-2.02516
70,60,-3.26314
80,60,-4.32317
90,60,-4.77129
100,60,-4.34795
110,60,-3.30561
120,60,-2.081
130,60,-0.94136
140,60,0.00879742
150,60,0.737566
160,60,1.23876
170,60,1.51695
180,60,1.58103
190,60,1.4371
200,60,1.08347
210,60,0.512324
220,60,-0.28308
230,60,-1.29985
240,60,-2.51052
250,60,-3.81719
260,60,-4.95113
270,60,-5.44056
280,60,-4.99049
290,60,-3.87992
300,60,-2.57869
310,60,-1.35862
320,60,-0.322212
330,60,0.495783
340,60,1.08466
350,60,1.44767
360,60,1.59626
0,70,1.51709
10,70,1.45179
20,70,1.14639
30,70,0.567889
40,70,-0.322239
50,70,-1.55736
60,70,-3.16499
70,70,-5.13085
80,70,-7.16812
90,70,-8.1885
100,70,-7.17374
110,70,-5.12862
120,70,-3.15465
130,70,-1.54543
140,70,-0.311241
150,70,0.581829
160,70,1.16702
170,70,1.47647
180,70,1.53914
190,70,1.37038
200,70,0.964013
210,70,0.296078
220,70,-0.665271
230,70,-1.95647
240,70,-3.62032
250,70,-5.66844
260,70,-7.83994
270,70,-8.97582
280,70,-7.89992
290,70,-5.73902
300,70,-3.68211
310,70,-2.00524
320,70,-0.699751
330,70,0.27424
340,70,0.948882
350,70,1.35396
360,70,1.51709
0,80,1.45892
10,80,1.39023
20,80,1.05915
30,80,0.415445
40,80,-0.599774
50,80,-2.05533
60,80,-4.07255
70,80,-6.90025
80,80,-10.8778
90,80,-14.0973
100,80,-10.8726
110,80,-6.87053
120,80,-4.02188
130,80,-1.99614
140,80,-0.544353
150,80,0.463315
160,80,1.10268
170,80,1.43209
180,80,1.49822
190,80,1.32305
200,80,0.894127
210,80,0.171452
220,80,-0.900214
230,80,-2.39713
240,80,-4.45503
250,80,-7.34372
260,80,-11.4825
270,80,-15.0983
280,80,-11.6312
290,80,-7.43815
300,80,-4.51109
310,80,-2.43498
320,80,-0.931999
330,80,0.140376
340,80,0.861716
350,80,1.2876
360,80,1.45892
0,90,1.44256
10,90,1.37092
20,90,1.02641
30,90,0.353075
40,90,-0.713115
50,90,-2.25475
60,90,-4.44288
70,90,-7.71828
80,90,-13.5125
90,90,-30.4546
100,90,-13.5316
110,90,-7.6906
120,90,-4.38497
130,90,-2.18453
140,90,-0.650295
150,90,0.398348
160,90,1.05733
170,90,1.39733
180,90,1.47256
190,90,1.30625
200,90,0.881253
210,90,0.14919
220,90,-0.95603
230,90,-2.52778
240,90,-4.74458
250,90,-8.03763
260,90,-13.7937
270,90,-30.5325
280,90,-14.0671
290,90,-8.14473
300,90,-4.79253
310,90,-2.55604
320,90,-0.985539
330,90,0.112368
340,90,0.841451
350,90,1.26994
360,90,1.44256
0,100,1.46943
10,100,1.39145
20,100,1.04452
30,100,0.382027
40,100,-0.646744
50,100,-2.10484
60,100,-4.11322
70,100,-6.92133
80,100,-10.8619
90,100,-14.0609
100,100,-10.8999
110,100,-6.91168
120,100,-4.06577
130,100,-2.04243
140,100,-0.593395
150,100,0.412031
160,100,1.053
170,100,1.39216
180,100,1.47748
190,100,1.32784
200,100,0.92562
210,100,0.225823
220,100,-0.830774
230,100,-2.32102
240,100,-4.37246
250,100,-7.22615
260,100,-11.2019
270,100,-14.4621
280,100,-11.328
290,100,-7.29798
300,100,-4.40422
310,100,-2.33958
320,100,-0.854791
330,100,0.192585
340,100,0.892037
350,100,1.30513
360,100,1.46943
0,110,1.51828
10,110,1.43283
20,110,1.09996
30,110,0.492237
40,110,-0.41651
50,110,-1.65082
60,110,-3.23837
70,110,-5.17093
80,110,-7.17292
90,110,-8.18592
100,110,-7.19746
110,110,-5.17031
120,110,-3.20314
130,110,-1.5979
140,110,-0.368456
150,110,0.519644
160,110,1.10505
170,110,1.42698
180,110,1.51699
190,110,1.38632
200,110,1.02088
210,110,0.388382
220,110,-0.550033
230,110,-1.8333
240,110,-3.49661
250,110,-5.52971
260,110,-7.64425
270,110,-8.72002
280,110,-7.67601
290,110,-5.55542
300,110,-3.50821
310,110,-1.84147
320,110,-0.565798
330,110,0.36405
340,110,0.997184
350,110,1.3739
360,110,1.51828
0,120,1.56434
10,120,1.47831
20,120,1.18356
30,120,0.672117
40,120,-0.0586838
50,120,-1.0003
60,120,-2.12001
70,120,-3.31863
80,120,-4.34497
90,120,-4.77931
100,120,-4.35902
110,120,-3.32031
120,120,-2.09457
130,120,-0.953273
140,120,-0.00538494
150,120,0.717334
160,120,1.21471
170,120,1.49939
180,120,1.58434
190,120,1.47313
200,120,1.15684
210,120,0.618786
220,120,-0.155968
230,120,-1.16897
240,120,-2.38929
250,120,-3.70652
260,120,-4.83812
270,120,-5.31171
280,120,-4.84181
290,120,-3.70898
300,120,-2.39025
310,120,-1.17415
320,120,-0.171159
330,120,0.593642
340,120,1.12813
350,120,1.44807
360,120,1.56434
0,130,1.6035
10,130,1.53087
20,130,1.29892
30,130,0.912311
40,130,0.382521
50,130,-0.266247
60,130,-0.98598
70,130,-1.68692
80,130,-2.22512
90,130,-2.4355
100,130,-2.23332
110,130,-1.68843
120,130,-0.966499
130,130,-0.222063
140,130,0.445487
150,130,0.984138
160,130,1.37141
170,130,1.6005
180,130,1.67028
190,130,1.57894
200,130,1.32222
210,130,0.896374
220,130,0.30511
230,130,-0.43015
240,130,-1.25537
250,130,-2.0636
260,130,-2.68304
270,130,-2.92047
280,130,-2.68481
290,130,-2.06831
300,130,-1.26604
310,130,-0.451138
320,130,0.270395
330,130,0.847943
340,130,1.26369
350,130,1.51498
360,130,1.6035
0,140,1.65512
10,140,1.6088
20,140,1.45349
30,140,1.19838
40,140,0.858838
50,140,0.45981
60,140,0.0404314
70,140,-0.342439
80,140,-0.618217
90,140,-0.721421
100,140,-0.621332
110,140,-0.339973
120,140,0.0596956
130,140,0.503209
140,140,0.927296
150,140,1.28755
160,140,1.55659
170,140,1.71906
180,140,1.76679
190,140,1.69559
200,140,1.50449
210,140,1.19753
220,140,0.787756
230,140,0.302807
240,140,-0.209193
250,140,-0.676778
260,140,-1.01254
270,140,-1.1386
280,140,-1.02322
290,140,-0.699304
300,140,-0.245603
310,140,0.250334
320,140,0.718058
330,140,1.1115
340,140,1.40523
350,140,1.58764
360,140,1.65512
0,150,1.73749
10,150,1.72006
20,150,1.63762
30,150,1.49817
40,150,1.31429
50,150,1.10399
60,150,0.891363
70,150,0.705681
80,150,0.577592
90,150,0.53204
100,150,0.580287
110,150,0.715512
120,150,0.914984
130,150,1.14729
140,150,1.38023
150,150,1.58614
160,150,1.74401
170,150,1.83938
180,150,1.86345
190,150,1.81227
200,150,1.68668
210,150,1.4931
220,150,1.24502
230,150,0.964394
240,150,0.682117
250,150,0.435888
260,150,0.264223
270,150,0.196836
280,150,0.244973
290,150,0.397292
300,150,0.62416
310,150,0.887508
320,150,1.15054
330,150,1.38364
340,150,1.56625
350,150,1.68607
360,150,1.73749
0,160,1.8423
10,160,1.84433
20,160,1.81577
30,160,1.76098
40,160,1.68694
50,160,1.60293
60,160,1.52
70,160,1.44997
80,160,1.40379
90,160,1.3896
100,160,1.41091
110,160,1.46573
120,160,1.54685
130,160,1.64331
140,160,1.74243
150,160,1.8317
160,160,1.90023
170,160,1.93967
180,160,1.94459
190,160,1.9128
200,160,1.84551
210,160,1.74749
220,160,1.62715
230,160,1.49624
240,160,1.36907
250,160,1.26085
260,160,1.18539
270,160,1.15253
280,160,1.16597
290,160,1.22253
300,160,1.31296
310,160,1.42409
320,160,1.54142
330,160,1.65138
340,160,1.74288
350,160,1.80803
360,160,1.8423
0,170,1.93744
10,170,1.94442
20,170,1.9435
30,170,1.93575
40,170,1.92305
50,170,1.90781
60,170,1.89277
70,170,1.88059
80,170,1.87358
90,170,1.8733
100,170,1.88036
110,170,1.89428
120,170,1.91354
130,170,1.93576
140,170,1.95806
150,170,1.97739
160,170,1.99091
170,170,1.99635
180,170,1.99226
190,170,1.97819
200,170,1.95476
210,170,1.92365
220,170,1.8875
230,170,1.84961
240,170,1.81365
250,170,1.7832
260,170,1.76131
270,170,1.75008
280,170,1.7504
290,170,1.7618
300,170,1.78258
310,170,1.81007
320,170,1.84101
330,170,1.87203
340,170,1.89999
350,170,1.92237
360,170,1.93744
0,180,1.99164
10,180,1.99164
20,180,1.99164
30,180,1.99164
40,180,1.99164
50,180,1.99164
60,180,1.99164
70,180,1.99164
80,180,1.99164
90,180,1.99164
100,180,1.99164
110,180,1.99164
120,180,1.99164
130,180,1.99164
140,180,1.99164
150,180,1.99164
160,180,1.99164
170,180,1.99164
180,180,1.99164
190,180,1.99164
200,180,1.99164
210,180,1.99164
220,180,1.99164
230,180,1.99164
240,180,1.99164
250,180,1.99164
260,180,1.99164
270,180,1.99164
280,180,1.99164
290,180,1.99164
300,180,1.99164
310,180,1.99164
320,180,1.99164
330,180,1.99164
340,180,1.99164
350,180,1.99164
360,180,1.99164
