Phi[deg],Theta[deg],dB(GainTotal)
270,30,0.235302
280,30,0.300468
290,30,0.470948
300,30,0.713484
310,30,0.987774
320,30,1.25699
330,30,1.49297
340,30,1.67683
350,30,1.79738
360,30,1.84906
0,40,1.75623
10,40,1.71638
20,40,1.57143
30,40,1.3247
40,40,0.986546
50,40,0.579915
60,40,0.145773
70,40,-0.253792
80,40,-0.541139
90,40,-0.645368
100,40,-0.536359
110,40,-0.243304
120,40,0.162068
130,40,0.60013
140,40,1.00752
150,40,1.34362
160,40,1.58668
170,40,1.72705
180,40,1.76096
190,40,1.68655
200,40,1.50264
210,40,1.21023
220,40,0.816824
230,40,0.34358
240,40,-0.165734
250,40,-0.637775
260,40,-0.975205
270,40,-1.08797
280,40,-0.942095
290,40,-0.582556
300,40,-0.103492
310,40,0.400459
320,40,0.861205
330,40,1.23965
340,40,1.51789
350,40,1.69024
360,40,1.75623
0,50,1.63027
10,50,1.57121
20,50,1.3739
30,50,1.03037
40,50,0.537175
50,50,-0.0939797
60,50,-0.821342
70,50,-1.55164
80,50,-2.12415
90,50,-2.349
100,50,-2.13145
110,50,-1.55945
120,50,-0.82341
130,50,-0.0890609
140,50,0.546507
150,50,1.04124
160,50,1.38539
170,50,1.5836
180,50,1.64222
190,50,1.5619
200,50,1.33545
210,50,0.950771
220,50,0.398619
230,50,-0.314586
240,50,-1.14684
250,50,-1.99076
260,50,-2.64872
270,50,-2.88192
280,50,-2.584
290,50,-1.89019
300,50,-1.04369
310,50,-0.230528
320,50,0.454781
330,50,0.979345
340,50,1.34225
350,50,1.55533
360,50,1.63027
0,60,1.48783
10,60,1.41665
20,60,1.18117
30,60,0.75602
40,60,0.113117
50,60,-0.766613
60,60,-1.87303
70,60,-3.11645
80,60,-4.22463
90,60,-4.70719
100,60,-4.25206
110,60,-3.15257
120,60,-1.903
130,60,-0.785887
140,60,0.102429
150,60,0.750501
160,60,1.1806
170,60,1.42414
180,60,1.50529
190,60,1.43011
200,60,1.18277
210,60,0.730285
220,60,0.0344005
230,60,-0.932609
240,60,-2.1646
250,60,-3.56542
260,60,-4.81909
270,60,-5.32348
280,60,-4.71808
290,60,-3.42615
300,60,-2.04016
310,60,-0.847602
320,60,0.0755151
330,60,0.735244
340,60,1.16585
350,60,1.40703
360,60,1.48783
0,70,1.35691
10,70,1.28256
20,70,1.02523
30,70,0.539682
40,70,-0.23194
50,70,-1.35436
60,70,-2.89258
70,70,-4.86823
80,70,-7.01901
90,70,-8.1576
100,70,-7.07175
110,70,-4.93114
120,70,-2.9489
130,70,-1.40107
140,70,-0.271276
150,70,0.504035
160,70,0.994127
170,70,1.26377
180,70,1.35985
190,70,1.29685
200,70,1.04969
210,70,0.560294
220,70,-0.245324
230,70,-1.44221
240,70,-3.10014
250,70,-5.25117
260,70,-7.63408
270,70,-8.85816
280,70,-7.4944
290,70,-5.09615
300,70,-2.98651
310,70,-1.38595
320,70,-0.241376
330,70,0.530539
340,70,1.01069
350,70,1.27032
360,70,1.35691
0,80,1.26635
10,80,1.1954
20,80,0.930288
30,80,0.408268
40,80,-0.454946
50,80,-1.7678
60,80,-3.68916
70,80,-6.49399
80,80,-10.5897
90,80,-14.1358
100,80,-10.6657
110,80,-6.55992
120,80,-3.75219
130,80,-1.83255
140,80,-0.523519
150,80,0.334183
160,80,0.854594
170,80,1.13157
180,80,1.23277
190,80,1.18187
200,80,0.946904
210,80,0.447883
220,80,-0.420926
230,80,-1.77842
240,80,-3.78224
250,80,-6.71605
260,80,-11.0775
270,80,-14.9695
280,80,-10.9059
290,80,-6.58413
300,80,-3.70898
310,80,-1.76827
320,80,-0.4596
330,80,0.389804
340,80,0.902116
350,80,1.17359
360,80,1.26635
0,90,1.23541
10,90,1.16894
20,90,0.905259
30,90,0.371982
40,90,-0.529054
50,90,-1.92517
60,90,-4.01736
70,90,-7.24486
80,90,-13.0232
90,90,-30.2925
100,90,-13.0627
110,90,-7.27119
120,90,-4.05627
130,90,-1.98538
140,90,-0.611823
150,90,0.269275
160,90,0.791625
170,90,1.06261
180,90,1.16043
190,90,1.1145
200,90,0.891078
210,90,0.400113
220,90,-0.47977
230,90,-1.88764
240,90,-4.01984
250,90,-7.30151
260,90,-13.1435
270,90,-30.6156
280,90,-13.0377
290,90,-7.23432
300,90,-4.00025
310,90,-1.92161
320,90,-0.547833
330,90,0.333844
340,90,0.860913
350,90,1.13858
360,90,1.23541
0,100,1.26771
10,100,1.20254
20,100,0.944996
30,100,0.425241
40,100,-0.449833
50,100,-1.78953
60,100,-3.7407
70,100,-6.55572
80,100,-10.5915
90,100,-13.9246
100,100,-10.5536
110,100,-6.52237
120,100,-3.73183
130,100,-1.81745
140,100,-0.517068
150,100,0.324562
160,100,0.823844
170,100,1.08033
180,100,1.16816
190,100,1.1166
200,100,0.89598
210,100,0.422548
220,100,-0.41803
230,100,-1.75125
240,100,-3.72976
250,100,-6.60653
260,100,-10.7684
270,100,-14.324
280,100,-10.7591
290,100,-6.59866
300,100,-3.75259
310,100,-1.81066
320,100,-0.49116
330,100,0.37121
340,100,0.893834
350,100,1.17115
360,100,1.26771
0,110,1.35157
10,110,1.28532
20,110,1.03838
30,110,0.555587
40,110,-0.233208
50,110,-1.39362
60,110,-2.9729
70,110,-4.96181
80,110,-7.06582
90,110,-8.11505
100,110,-7.00619
110,110,-4.8835
120,110,-2.91052
130,110,-1.36882
140,110,-0.253478
150,110,0.494989
160,110,0.949616
170,110,1.18422
180,110,1.25674
190,110,1.1913
200,110,0.966617
210,110,0.518588
220,110,-0.240552
230,110,-1.39707
240,110,-3.01693
250,110,-5.10707
260,110,-7.38189
270,110,-8.57044
280,110,-7.38035
290,110,-5.11782
300,110,-3.05434
310,110,-1.45624
320,110,-0.296315
330,110,0.495194
340,110,0.990932
350,110,1.25937
360,110,1.35157
0,120,1.46705
10,120,1.40234
20,120,1.17528
30,120,0.752202
40,120,0.0946956
50,120,-0.817246
60,120,-1.95891
70,120,-3.21678
80,120,-4.30184
90,120,-4.73465
100,120,-4.23764
110,120,-3.11628
120,120,-1.85673
130,120,-0.740026
140,120,0.134085
150,120,0.753414
160,120,1.14494
170,120,1.3497
180,120,1.40398
190,120,1.32445
200,120,1.09935
210,120,0.689542
220,120,0.0428256
230,120,-0.880869
240,120,-2.07638
250,120,-3.43824
260,120,-4.65464
270,120,-5.17135
280,120,-4.65084
290,120,-3.44687
300,120,-2.10601
310,120,-0.921496
320,120,0.0131851
330,120,0.689757
340,120,1.13362
350,120,1.38193
360,120,1.46705
0,130,1.59597
10,130,1.53976
20,130,1.34718
30,130,1.00511
40,130,0.50353
50,130,-0.147173
60,130,-0.897514
70,130,-1.6407
80,130,-2.20544
90,130,-2.4023
100,130,-2.14795
110,130,-1.54299
120,130,-0.785088
130,130,-0.0432352
140,130,0.584453
150,130,1.05757
160,130,1.3714
170,130,1.53876
180,130,1.57581
190,130,1.49155
200,130,1.28181
210,130,0.929821
220,130,0.415962
230,130,-0.263335
240,130,-1.07007
250,130,-1.89622
260,130,-2.54825
270,130,-2.79993
280,130,-2.54666
290,130,-1.90188
300,130,-1.08706
310,130,-0.284121
320,130,0.404741
330,130,0.93698
340,130,1.30535
350,130,1.52029
360,130,1.59597
0,140,1.72571
10,140,1.68528
20,140,1.54163
30,140,1.29539
40,140,0.953406
50,140,0.537298
60,140,0.090894
70,140,-0.317439
80,140,-0.603681
90,140,-0.694329
100,140,-0.562301
110,140,-0.243826
120,140,0.182084
130,140,0.631041
140,140,1.0382
150,140,1.36435
160,140,1.59155
170,140,1.71559
180,140,1.73862
190,140,1.66344
200,140,1.49024
210,140,1.21721
220,140,0.846043
230,140,0.391949
240,140,-0.10481
250,140,-0.572011
260,140,-0.913203
270,140,-1.03945
280,140,-0.914873
290,140,-0.577734
300,140,-0.115103
310,140,0.380723
320,140,0.839111
330,140,1.21682
340,140,1.49319
350,140,1.66242
360,140,1.72571
0,150,1.8442
10,150,1.823
20,150,1.73515
30,150,1.58641
40,150,1.38802
50,150,1.1589
60,150,0.926749
70,150,0.726118
80,150,0.59242
90,150,0.552442
100,150,0.615052
110,150,0.767627
120,150,0.980803
130,150,1.21837
140,150,1.44655
150,150,1.63924
160,150,1.77921
170,150,1.85689
180,150,1.86819
190,150,1.81251
200,150,1.69167
210,150,1.51033
220,150,1.27804
230,150,1.01241
240,150,0.741401
250,150,0.502581
260,150,0.336714
270,150,0.276295
280,150,0.333748
290,150,0.496638
300,150,0.733042
310,150,1.00293
320,150,1.26866
330,150,1.50099
340,150,1.68053
350,150,1.79648
360,150,1.8442
0,160,1.93689
10,160,1.93216
20,160,1.89445
30,160,1.82834
40,160,1.74141
50,160,1.64411
60,160,1.5491
70,160,1.46986
80,160,1.4185
90,160,1.40338
100,160,1.42717
110,160,1.48615
120,160,1.57116
130,160,1.66966
140,160,1.76818
150,160,1.85439
160,160,1.91832
170,160,1.95298
180,160,1.95439
190,160,1.92143
200,160,1.8558
210,160,1.76207
220,160,1.64793
230,160,1.52423
240,160,1.4046
250,160,1.30399
260,160,1.2364
270,160,1.21187
280,160,1.23415
290,160,1.29966
300,160,1.39849
310,160,1.5167
320,160,1.63916
330,160,1.75195
340,160,1.84386
350,160,1.907
360,160,1.93689
0,170,1.9932
10,170,1.99637
20,170,1.99062
30,170,1.97731
40,170,1.95866
50,170,1.93749
60,170,1.91691
70,170,1.89993
80,170,1.88905
90,170,1.88592
100,170,1.89106
110,170,1.90378
120,170,1.92232
130,170,1.94409
140,170,1.96602
150,170,1.98503
160,170,1.99834
170,170,2.00382
180,170,2.00018
190,170,1.98712
200,170,1.96537
210,170,1.93667
220,170,1.90359
230,170,1.86939
240,170,1.83762
250,170,1.81176
260,170,1.79473
270,170,1.7885
280,170,1.79377
290,170,1.80987
300,170,1.83486
310,170,1.86581
320,170,1.89925
330,170,1.93161
340,170,1.95963
350,170,1.98073
360,170,1.9932
0,180,2.01277
10,180,2.01277
20,180,2.01277
30,180,2.01277
40,180,2.01277
50,180,2.01277
60,180,2.01277
70,180,2.01277
80,180,2.01277
90,180,2.01277
100,180,2.01277
110,180,2.01277
120,180,2.01277
130,180,2.01277
140,180,2.01277
150,180,2.01277
160,180,2.01277
170,180,2.01277
180,180,2.01277
190,180,2.01277
200,180,2.01277
210,180,2.01277
220,180,2.01277
230,180,2.01277
240,180,2.01277
250,180,2.01277
260,180,2.01277
270,180,2.01277
280,180,2.01277
290,180,2.01277
300,180,2.01277
310,180,2.01277
320,180,2.01277
330,180,2.01277
340,180,2.01277
350,180,2.01277
360,180,2.01277
