Phi[deg],Theta[deg],dB(GainTotal)
0,0,1.9637
10,0,1.9637
20,0,1.9637
30,0,1.9637
40,0,1.9637
50,0,1.9637
60,0,1.9637
70,0,1.9637
80,0,1.9637
90,0,1.9637
100,0,1.9637
110,0,1.9637
120,0,1.9637
130,0,1.9637
140,0,1.9637
150,0,1.9637
160,0,1.9637
170,0,1.9637
180,0,1.9637
190,0,1.9637
200,0,1.9637
210,0,1.9637
220,0,1.9637
230,0,1.9637
240,0,1.9637
250,0,1.9637
260,0,1.9637
270,0,1.9637
280,0,1.9637
290,0,1.9637
300,0,1.9637
310,0,1.9637
320,0,1.9637
330,0,1.9637
340,0,1.9637
350,0,1.9637
360,0,1.9637
0,10,1.94424
10,10,1.94934
20,10,1.94568
30,10,1.93461
40,10,1.91829
50,10,1.89948
60,10,1.88118
70,10,1.86629
80,10,1.85716
90,10,1.85533
100,10,1.86124
110,10,1.8742
120,10,1.89248
130,10,1.91354
140,10,1.9344
150,10,1.95202
160,10,1.96369
170,10,1.96731
180,10,1.96163
190,10,1.94641
200,10,1.92246
210,10,1.89159
220,10,1.85648
230,10,1.82044
240,10,1.78708
250,10,1.75989
260,10,1.74179
270,10,1.73473
280,10,1.7394
290,10,1.75513
300,10,1.78002
310,10,1.81116
320,10,1.84511
330,10,1.87832
340,10,1.90751
350,10,1.93006
360,10,1.94424
0,20,1.90835
10,20,1.90658
20,20,1.87165
30,20,1.80837
40,20,1.72466
50,20,1.63106
60,20,1.53999
70,20,1.46426
80,20,1.41521
90,20,1.40061
100,20,1.42298
110,20,1.47903
120,20,1.56036
130,20,1.65521
140,20,1.75064
150,20,1.83439
160,20,1.89626
170,20,1.92878
180,20,1.9275
190,20,1.89108
200,20,1.82131
210,20,1.72319
220,20,1.605
230,20,1.47815
240,20,1.35657
250,20,1.25527
260,20,1.18796
270,20,1.16438
280,20,1.18789
290,20,1.25472
300,20,1.35488
310,20,1.47458
320,20,1.59891
330,20,1.71411
340,20,1.80894
350,20,1.87529
360,20,1.90835
0,30,1.84906
10,30,1.83048
20,30,1.74405
30,30,1.5967
40,30,1.40111
50,30,1.17694
60,30,0.951051
70,30,0.75565
80,30,0.623335
90,30,0.579124
100,30,0.632264
110,30,0.772591
120,30,0.974096
130,30,1.20335
140,30,1.42789
150,30,1.62123
160,30,1.76451
170,30,1.84573
180,30,1.85837
190,30,1.80019
200,30,1.67275
210,30,1.48202
220,30,1.23995
230,30,0.966507
240,30,0.69122
250,30,0.452088
260,30,0.289553
