Phi[deg],Theta[deg],dB(GainTotal)
100,40,-0.577243
110,40,-0.306212
120,40,0.0848517
130,40,0.52128
140,40,0.940274
150,40,1.29752
160,40,1.56575
170,40,1.73053
180,40,1.78534
190,40,1.72759
200,40,1.55685
210,40,1.27604
220,40,0.895567
230,40,0.439467
240,40,-0.0478541
250,40,-0.497454
260,40,-0.821773
270,40,-0.940178
280,40,-0.818393
290,40,-0.489616
300,40,-0.0344038
310,40,0.459039
320,40,0.921316
330,40,1.30813
340,40,1.5958
350,40,1.7742
360,40,1.84065
0,50,1.72104
10,50,1.65545
20,50,1.44387
30,50,1.08256
40,50,0.570416
50,50,-0.0798045
60,50,-0.824582
70,50,-1.56762
80,50,-2.14746
90,50,-2.3802
100,50,-2.17831
110,50,-1.62597
120,50,-0.901888
130,50,-0.163881
140,50,0.490899
150,50,1.01454
160,50,1.38926
170,50,1.61279
180,50,1.68754
190,50,1.61341
200,50,1.38526
210,50,0.99567
220,50,0.442628
230,50,-0.25894
240,50,-1.06097
250,50,-1.85984
260,50,-2.48016
270,50,-2.71699
280,50,-2.4718
290,50,-1.84459
300,50,-1.04135
310,50,-0.237518
320,50,0.46433
330,50,1.01762
340,50,1.40876
350,50,1.64061
360,50,1.72104
0,60,1.58722
10,60,1.50964
20,60,1.25687
30,60,0.806475
40,60,0.130834
50,60,-0.786976
60,60,-1.92869
70,60,-3.19043
80,60,-4.29024
90,60,-4.75521
100,60,-4.30366
110,60,-3.21817
120,60,-1.96913
130,60,-0.834798
140,60,0.0839203
150,60,0.769766
160,60,1.23729
170,60,1.50886
180,60,1.6013
190,60,1.51778
200,60,1.24545
210,60,0.760086
220,60,0.0366882
230,60,-0.936941
240,60,-2.13968
250,60,-3.46786
260,60,-4.6307
270,60,-5.11598
280,60,-4.61248
290,60,-3.44295
300,60,-2.11951
310,60,-0.927648
320,60,0.0336452
330,60,0.746203
340,60,1.22458
350,60,1.49629
360,60,1.58722
0,70,1.45807
10,70,1.37897
20,70,1.10615
30,70,0.592427
40,70,-0.224918
50,70,-1.40945
60,70,-3.01264
70,70,-5.0283
80,70,-7.15947
90,70,-8.24451
100,70,-7.16664
110,70,-5.03126
120,70,-3.01769
130,70,-1.42573
140,70,-0.250204
150,70,0.573211
160,70,1.11091
170,70,1.41615
180,70,1.52208
190,70,1.43576
200,70,1.13569
210,70,0.578275
220,70,-0.289967
230,70,-1.52361
240,70,-3.1735
250,70,-5.24711
260,70,-7.46247
270,70,-8.58765
280,70,-7.42118
290,70,-5.20589
300,70,-3.15341
310,70,-1.52995
320,70,-0.321817
330,70,0.523857
340,70,1.06472
350,70,1.36002
360,70,1.45807
0,80,1.36692
10,80,1.29049
20,80,1.01073
30,80,0.459028
40,80,-0.457746
50,80,-1.84923
60,80,-3.86218
70,80,-6.74435
80,80,-10.8513
90,80,-14.3164
100,80,-10.898
110,80,-6.73954
120,80,-3.84195
130,80,-1.84563
140,80,-0.475936
150,80,0.440208
160,80,1.02017
170,80,1.34328
180,80,1.45622
190,80,1.36991
200,80,1.05642
210,80,0.456659
220,80,-0.506823
230,80,-1.93064
240,80,-3.96146
250,80,-6.86794
260,80,-11.0584
270,80,-14.5926
280,80,-10.978
290,80,-6.81756
300,80,-3.94561
310,80,-1.94641
320,80,-0.551583
330,80,0.38399
340,80,0.960679
350,80,1.26578
360,80,1.36692
0,90,1.34318
10,90,1.26487
20,90,0.979696
30,90,0.411594
40,90,-0.543915
50,90,-2.01594
60,90,-4.19849
70,90,-7.51116
80,90,-13.3257
90,90,-30.1207
100,90,-13.3942
110,90,-7.48197
120,90,-4.15257
130,90,-1.99503
140,90,-0.555342
150,90,0.390926
160,90,0.981661
170,90,1.30671
180,90,1.41902
190,90,1.3318
200,90,1.01524
210,90,0.404971
220,90,-0.585592
230,90,-2.07183
240,90,-4.24877
250,90,-7.55655
260,90,-13.4256
270,90,-31.629
280,90,-13.3634
290,90,-7.53514
300,90,-4.24975
310,90,-2.0895
320,90,-0.620029
330,90,0.348991
340,90,0.93715
350,90,1.24352
360,90,1.34318
0,100,1.39143
10,100,1.30486
20,100,1.01296
30,100,0.450201
40,100,-0.474378
50,100,-1.86957
60,100,-3.87856
70,100,-6.73095
80,100,-10.701
90,100,-13.8292
100,100,-10.6478
110,100,-6.64929
120,100,-3.8031
130,100,-1.82681
140,100,-0.467779
150,100,0.438856
160,100,1.00765
170,100,1.31927
180,100,1.42339
190,100,1.33314
200,100,1.02211
210,100,0.432784
220,100,-0.512238
230,100,-1.91282
240,100,-3.91937
250,100,-6.7955
260,100,-10.9149
270,100,-14.3697
280,100,-10.9383
290,100,-6.82289
300,100,-3.94384
310,100,-1.9292
320,100,-0.523341
330,100,0.41692
340,100,0.994071
350,100,1.29656
360,100,1.39143
0,110,1.48775
10,110,1.39431
20,110,1.10395
30,110,0.573792
40,110,-0.255768
50,110,-1.44701
60,110,-3.04715
70,110,-5.03479
80,110,-7.0877
90,110,-8.07891
100,110,-7.01274
110,110,-4.93447
120,110,-2.95734
130,110,-1.38533
140,110,-0.224621
150,110,0.582068
160,110,1.09923
170,110,1.38341
180,110,1.47319
190,110,1.37983
200,110,1.08449
210,110,0.54497
220,110,-0.293982
230,110,-1.49375
240,110,-3.11387
250,110,-5.16579
260,110,-7.36892
270,110,-8.51778
280,110,-7.41068
290,110,-5.21983
300,110,-3.15689
310,110,-1.51288
320,110,-0.289052
330,110,0.564062
340,110,1.10632
350,110,1.39836
360,110,1.48775
0,120,1.59815
10,120,1.50895
20,120,1.24132
30,120,0.776301
40,120,0.0889339
50,120,-0.836263
60,120,-1.97774
70,120,-3.22388
80,120,-4.28736
90,120,-4.70995
100,120,-4.23612
110,120,-3.1472
120,120,-1.90023
130,120,-0.770856
140,120,0.137078
150,120,0.804223
160,120,1.24669
170,120,1.4923
180,120,1.56474
190,120,1.4726
200,120,1.20582
210,120,0.740063
220,120,0.0461257
230,120,-0.896675
240,120,-2.07703
250,120,-3.39786
260,120,-4.57105
270,120,-5.08444
280,120,-4.61429
290,120,-3.46183
300,120,-2.13493
310,120,-0.929922
320,120,0.0434763
330,120,0.763024
340,120,1.24375
350,120,1.51374
360,120,1.59815
0,130,1.70216
10,130,1.63059
20,130,1.41059
30,130,1.04032
40,130,0.520466
50,130,-0.134754
60,130,-0.879507
70,130,-1.61383
80,130,-2.17408
90,130,-2.37936
100,130,-2.14846
110,130,-1.5702
120,130,-0.826504
130,130,-0.0786931
140,130,0.57363
150,130,1.08294
160,130,1.43528
170,130,1.63475
180,130,1.69063
190,130,1.60795
200,130,1.38373
210,130,1.0092
220,130,0.477565
230,130,-0.203367
240,130,-0.992607
250,130,-1.79105
260,130,-2.42434
270,130,-2.68505
280,130,-2.46716
290,130,-1.86064
300,130,-1.06656
310,130,-0.262959
320,130,0.442294
330,130,0.999054
340,130,1.39237
350,130,1.62441
360,130,1.70216
0,140,1.79928
10,140,1.75242
20,140,1.59596
30,140,1.33637
40,140,0.986268
50,140,0.569422
60,140,0.127306
70,140,-0.276904
80,140,-0.564679
90,140,-0.665743
100,140,-0.551298
110,140,-0.250469
120,140,0.166245
130,140,0.619331
140,140,1.04332
150,140,1.39439
160,140,1.64877
170,140,1.79719
180,140,1.83838
190,140,1.77349
200,140,1.60343
210,140,1.32984
220,140,0.95979
230,140,0.512976
240,140,0.0298115
250,140,-0.423466
260,140,-0.760323
270,140,-0.899057
280,140,-0.801695
290,140,-0.496012
300,140,-0.058241
310,140,0.424634
320,140,0.881903
330,140,1.26716
340,140,1.55489
350,140,1.73352
360,140,1.79928
0,150,1.8962
10,150,1.8727
20,150,1.781
30,150,1.62873
40,150,1.42899
50,150,1.20138
60,150,0.972529
70,150,0.774729
80,150,0.641135
90,150,0.597599
100,150,0.654223
110,150,0.801502
120,150,1.01359
130,150,1.25646
140,150,1.49628
150,150,1.7051
160,150,1.86306
170,150,1.95823
180,150,1.98489
190,150,1.94168
200,150,1.8306
210,150,1.65729
220,150,1.43262
230,150,1.17488
240,150,0.911087
250,150,0.675889
260,150,0.506414
270,150,0.433045
280,150,0.469437
290,150,0.607433
300,150,0.820294
310,150,1.07186
320,150,1.32613
330,150,1.55332
340,150,1.73203
350,150,1.84869
360,150,1.8962
0,160,1.99314
10,160,1.98625
20,160,1.94741
30,160,1.88133
40,160,1.79578
50,160,1.70115
60,160,1.6097
70,160,1.53431
80,160,1.48657
90,160,1.47464
100,160,1.50149
110,160,1.56415
120,160,1.65427
130,160,1.75985
140,160,1.86746
150,160,1.96429
160,160,2.03965
170,160,2.08575
180,160,2.09795
190,160,2.07471
200,160,2.01751
210,160,1.93082
220,160,1.8222
230,160,1.70216
240,160,1.58364
250,160,1.48071
260,160,1.40657
270,160,1.37109
280,160,1.3787
290,160,1.42733
300,160,1.50897
310,160,1.61144
320,160,1.7208
330,160,1.82356
340,160,1.90831
350,160,1.96656
360,160,1.99314
0,170,2.08052
10,170,2.08141
20,170,2.07453
30,170,2.06119
40,170,2.0435
50,170,2.0242
60,170,2.00626
70,170,1.99258
80,170,1.98554
90,170,1.9867
100,170,1.99654
110,170,2.01435
120,170,2.03835
130,170,2.0659
140,170,2.09388
150,170,2.11904
160,170,2.13844
170,170,2.14975
180,170,2.15145
190,170,2.14306
200,170,2.12509
210,170,2.0991
220,170,2.06749
230,170,2.03334
240,170,2.00008
250,170,1.9711
260,170,1.94935
270,170,1.93694
280,170,1.93484
290,170,1.94278
300,170,1.95927
310,170,1.98188
320,170,2.00752
330,170,2.03295
340,170,2.05511
350,170,2.07152
360,170,2.08052
0,180,2.14058
10,180,2.14058
20,180,2.14058
30,180,2.14058
40,180,2.14058
50,180,2.14058
60,180,2.14058
70,180,2.14058
80,180,2.14058
90,180,2.14058
100,180,2.14058
110,180,2.14058
120,180,2.14058
130,180,2.14058
140,180,2.14058
150,180,2.14058
160,180,2.14058
170,180,2.14058
180,180,2.14058
190,180,2.14058
200,180,2.14058
210,180,2.14058
220,180,2.14058
230,180,2.14058
240,180,2.14058
250,180,2.14058
260,180,2.14058
270,180,2.14058
280,180,2.14058
290,180,2.14058
300,180,2.14058
310,180,2.14058
320,180,2.14058
330,180,2.14058
340,180,2.14058
350,180,2.14058
360,180,2.14058
